entity_id,billing_doc_id,accounting_doc_id,official_doc_id,fiscal_year,doc_type,doc_date,posting_date,currency,fx_rate,net_amount,tax_amount,gross_amount,tax_code,customer_id,customer_tin,customer_name
E1,INV-UAE-500026,INV-UAE-500026,INV-UAE-500026,2026,Invoice,2026-06-26,2026-06-29,AED,1.0,10678.710,533.940,11212.650,S5,136096998368588,136096998368588,Marina Enterprises
E1,INV-UAE-500028,INV-UAE-500028,INV-UAE-500028,2026,Invoice,2026-07-06,2026-07-09,AED,1.0,7606.500,380.330,7986.830,S5,176279647049032,176279647049032,Summit Traders
E8,INV-UAE-500031,INV-UAE-500031,INV-UAE-500031,2026,Invoice,2026-07-02,2026-07-05,AED,1.0,7023.920,351.200,7375.120,S5,145796540700590,145796540700590,Pearl Retail Group
E8,INV-UAE-500031,INV-UAE-500031,INV-UAE-500031,2026,Invoice,2026-07-02,2026-07-05,AED,1.0,6474.110,0.000,6474.110,Z0,145796540700590,145796540700590,Pearl Retail Group
E8,INV-UAE-500031,INV-UAE-500031,INV-UAE-500031,2026,Invoice,2026-07-02,2026-07-05,AED,1.0,4090.610,204.530,4295.140,S5,145796540700590,145796540700590,Pearl Retail Group
E8,INV-UAE-500035,INV-UAE-500035,INV-UAE-500035,2026,Invoice,2026-06-26,2026-06-26,AED,1.0,18348.960,917.450,19266.410,S5,191993898877066,191993898877066,Pearl Retail Group
E8,INV-UAE-500035,INV-UAE-500035,INV-UAE-500035,2026,Invoice,2026-06-26,2026-06-26,AED,1.0,8135.120,0.000,8135.120,Z0,191993898877066,191993898877066,Pearl Retail Group
E8,INV-UAE-500035,INV-UAE-500035,INV-UAE-500035,2026,Invoice,2026-06-26,2026-06-26,AED,1.0,6913.800,345.690,7259.490,S5,191993898877066,191993898877066,Pearl Retail Group
E8,INV-UAE-500037,INV-UAE-500037,INV-UAE-500037,2026,Invoice,2026-07-04,2026-07-05,AED,1.0,13884.680,694.230,14578.910,S5,145973394610527,145973394610527,Pearl Retail Group
E8,INV-UAE-500037,INV-UAE-500037,INV-UAE-500037,2026,Invoice,2026-07-04,2026-07-05,AED,1.0,5421.470,0.000,5421.470,Z0,145973394610527,145973394610527,Pearl Retail Group
E8,INV-UAE-500037,INV-UAE-500037,INV-UAE-500037,2026,Invoice,2026-07-04,2026-07-05,AED,1.0,10784.360,539.220,11323.580,S5,145973394610527,145973394610527,Pearl Retail Group
E8,INV-UAE-500039,INV-UAE-500039,INV-UAE-500039,2026,Invoice,2026-07-04,2026-07-08,AED,1.0,15246.450,762.320,16008.770,S5,198700089002099,198700089002099,Horizon FMCG
E8,INV-UAE-500039,INV-UAE-500039,INV-UAE-500039,2026,Invoice,2026-07-04,2026-07-08,AED,1.0,1974.320,0.000,1974.320,Z0,198700089002099,198700089002099,Horizon FMCG
E8,INV-UAE-500039,INV-UAE-500039,INV-UAE-500039,2026,Invoice,2026-07-04,2026-07-08,AED,1.0,11905.970,595.300,12501.270,S5,198700089002099,198700089002099,Horizon FMCG
E1,INV-UAE-500042,INV-UAE-500042,INV-UAE-500042,2026,Invoice,2026-07-04,2026-07-07,AED,1.0,14074.160,703.710,14777.870,S5,147951247716896,147951247716896,Summit Traders
E1,INV-UAE-500042,INV-UAE-500042,INV-UAE-500042,2026,Invoice,2026-07-04,2026-07-07,AED,1.0,7308.450,0.000,7308.450,Z0,147951247716896,147951247716896,Summit Traders
E1,INV-UAE-500042,INV-UAE-500042,INV-UAE-500042,2026,Invoice,2026-07-04,2026-07-07,AED,1.0,8102.850,405.140,8507.990,S5,147951247716896,147951247716896,Summit Traders
E3,INV-UAE-500046,INV-UAE-500046,INV-UAE-500046,2026,Invoice,2026-06-26,2026-06-26,AED,1.0,11042.310,552.120,11594.430,S5,158732351688122,158732351688122,Gulf Mega Stores
E3,INV-UAE-500046,INV-UAE-500046,INV-UAE-500046,2026,Invoice,2026-06-26,2026-06-26,AED,1.0,7753.310,0.000,7753.310,Z0,158732351688122,158732351688122,Gulf Mega Stores
E3,INV-UAE-500046,INV-UAE-500046,INV-UAE-500046,2026,Invoice,2026-06-26,2026-06-26,AED,1.0,8853.260,442.660,9295.920,S5,158732351688122,158732351688122,Gulf Mega Stores
E8,INV-UAE-500047,INV-UAE-500047,INV-UAE-500047,2026,Invoice,2026-07-13,2026-07-16,AED,1.0,7781.710,389.090,8170.800,S5,125075868021236,125075868021236,Falcon Trading Est.
E8,INV-UAE-500047,INV-UAE-500047,INV-UAE-500047,2026,Invoice,2026-07-13,2026-07-16,AED,1.0,8951.750,0.000,8951.750,Z0,125075868021236,125075868021236,Falcon Trading Est.
E8,INV-UAE-500047,INV-UAE-500047,INV-UAE-500047,2026,Invoice,2026-07-13,2026-07-16,AED,1.0,4318.860,215.940,4534.800,S5,125075868021236,125075868021236,Falcon Trading Est.
E1,INV-UAE-500049,INV-UAE-500049,INV-UAE-500049,2026,Invoice,2026-06-17,2026-06-19,AED,1.0,18468.420,923.420,19391.840,S5,127471300840113,127471300840113,Gulf Mega Stores
E1,INV-UAE-500049,INV-UAE-500049,INV-UAE-500049,2026,Invoice,2026-06-17,2026-06-19,AED,1.0,8345.140,0.000,8345.140,Z0,127471300840113,127471300840113,Gulf Mega Stores
E1,INV-UAE-500049,INV-UAE-500049,INV-UAE-500049,2026,Invoice,2026-06-17,2026-06-19,AED,1.0,7438.320,371.920,7810.240,S5,127471300840113,127471300840113,Gulf Mega Stores
E1,INV-UAE-500053,INV-UAE-500053,INV-UAE-500053,2026,Invoice,2026-06-18,2026-06-22,AED,1.0,7435.800,371.790,7807.590,S5,111193763680717,111193763680717,Horizon FMCG
E3,INV-UAE-500056,INV-UAE-500056,INV-UAE-500056,2026,Invoice,2026-06-16,2026-06-16,AED,1.0,15154.500,757.730,15912.230,S5,130079519359945,130079519359945,Horizon FMCG
E1,INV-UAE-500057,INV-UAE-500057,INV-UAE-500057,2026,Invoice,2026-06-22,2026-06-26,AED,1.0,35205.340,1760.270,36965.610,S5,179003322828824,179003322828824,Falcon Trading Est.
E8,INV-UAE-500061,INV-UAE-500061,INV-UAE-500061,2026,Invoice,2026-06-27,2026-06-29,AED,1.0,19714.060,985.700,20699.760,S5,160905651275035,160905651275035,Falcon Trading Est.
E1,INV-UAE-500064,INV-UAE-500064,INV-UAE-500064,2026,Invoice,2026-07-02,2026-07-02,AED,1.0,16897.510,844.880,17742.390,S5,131695901577104,131695901577104,Gulf Mega Stores
E1,INV-UAE-500068,INV-UAE-500068,INV-UAE-500068,2026,Invoice,2026-07-08,2026-07-10,AED,1.0,30573.530,1528.680,32102.210,S5,115762119633389,115762119633389,Horizon FMCG
E8,INV-UAE-500069,INV-UAE-500069,INV-UAE-500069,2026,Invoice,2026-07-02,2026-07-02,AED,1.0,38354.640,1917.730,40272.370,S5,154056046932167,154056046932167,Summit Traders
E8,INV-UAE-500071,INV-UAE-500071,INV-UAE-500071,2026,Invoice,2026-06-21,2026-06-24,AED,1.0,20985.940,1049.300,22035.240,S5,117439334285660,117439334285660,Gulf Mega Stores
E3,INV-UAE-500072,INV-UAE-500072,INV-UAE-500072,2026,Invoice,2026-07-09,2026-07-12,AED,1.0,11741.920,587.100,12329.020,S5,189609193734770,189609193734770,Cedar Supplies Co.
E1,INV-UAE-500075,INV-UAE-500075,INV-UAE-500075,2026,Invoice,2026-07-01,2026-07-04,AED,1.0,27939.280,1396.960,29336.240,S5,111846457710103,111846457710103,Summit Traders
E3,INV-UAE-500078,INV-UAE-500078,INV-UAE-500078,2026,Invoice,2026-07-12,2026-07-15,AED,1.0,30556.880,1527.840,32084.720,S5,116799128516802,116799128516802,Pearl Retail Group
E3,INV-UAE-500082,INV-UAE-500082,INV-UAE-500082,2026,Invoice,2026-06-23,2026-06-24,AED,1.0,32380.620,1619.030,33999.650,S5,100205887041090,100205887041090,Gulf Mega Stores
E8,INV-UAE-500085,INV-UAE-500085,INV-UAE-500085,2026,Invoice,2026-06-24,2026-06-25,AED,1.0,26429.460,1321.470,27750.930,S5,144676820644145,144676820644145,Al Noor Distribution
E1,INV-UAE-500088,INV-UAE-500088,INV-UAE-500088,2026,Invoice,2026-07-11,2026-07-12,AED,1.0,8182.200,409.110,8591.310,S5,118142614817917,118142614817917,Pearl Retail Group
E1,INV-UAE-500090,INV-UAE-500090,INV-UAE-500090,2026,Invoice,2026-06-18,2026-06-21,AED,1.0,7019.130,350.960,7370.090,S5,161869426950986,161869426950986,Al Noor Distribution
E1,INV-UAE-500093,INV-UAE-500093,INV-UAE-500093,2026,Invoice,2026-06-24,2026-06-26,AED,1.0,15095.180,754.760,15849.940,S5,172199240796034,172199240796034,Cedar Supplies Co.
E8,INV-UAE-500094,INV-UAE-500094,INV-UAE-500094,2026,Invoice,2026-07-05,2026-07-08,AED,1.0,26483.180,1324.160,27807.340,S5,110602910308905,110602910308905,Al Noor Distribution
E8,INV-UAE-500097,INV-UAE-500097,INV-UAE-500097,2026,Invoice,2026-06-24,2026-06-25,AED,1.0,21381.220,1069.060,22450.280,S5,136546343242562,136546343242562,Al Noor Distribution
E8,INV-UAE-500100,INV-UAE-500100,INV-UAE-500100,2026,Invoice,2026-06-24,2026-06-25,AED,1.0,26831.170,1341.560,28172.730,S5,179026488405353,179026488405353,Falcon Trading Est.
E1,INV-UAE-500103,INV-UAE-500103,INV-UAE-500103,2026,Invoice,2026-07-01,2026-07-05,AED,1.0,39949.340,1997.470,41946.810,S5,182210126560707,182210126560707,Cedar Supplies Co.
E8,INV-UAE-500106,INV-UAE-500106,INV-UAE-500106,2026,Invoice,2026-07-09,2026-07-13,AED,1.0,21733.950,1086.700,22820.650,S5,194754153023462,194754153023462,Oasis Wholesale
E1,INV-UAE-500108,INV-UAE-500108,INV-UAE-500108,2026,Invoice,2026-07-07,2026-07-09,AED,1.0,10706.950,535.350,11242.300,S5,198252961649163,198252961649163,Horizon FMCG
E3,INV-UAE-500111,INV-UAE-500111,INV-UAE-500111,2026,Invoice,2026-07-02,2026-07-03,AED,1.0,9568.950,478.450,10047.400,S5,144532661386097,144532661386097,Cedar Supplies Co.
E3,INV-UAE-500117,INV-UAE-500117,INV-UAE-500117,2026,Credit Note,2026-06-19,2026-06-22,AED,1.0,-34955.710,-1747.790,-36703.500,S5,188884076073186,188884076073186,Al Noor Distribution
E1,INV-UAE-500120,INV-UAE-500120,INV-UAE-500120,2026,Credit Note,2026-07-12,2026-07-14,AED,1.0,-8170.000,-408.500,-8578.500,S5,113316797097985,113316797097985,Horizon FMCG
E3,INV-UAE-500124,INV-UAE-500124,INV-UAE-500124,2026,Invoice,2026-07-15,2026-07-15,AED,1.0,5520.310,276.020,5796.330,S5,196108014692449,196108014692449,Cedar Supplies Co.
E3,INV-UAE-500128,INV-UAE-500128,INV-UAE-500128,2026,Invoice,2026-06-18,2026-06-18,AED,1.0,12947.890,647.390,13595.280,S5,162500853391002,162500853391002,Delta Foods
E3,INV-UAE-500132,INV-UAE-500132,INV-UAE-500132,2026,Invoice,2026-06-26,2026-06-30,AED,1.0,37520.240,1876.010,39396.250,S5,116800918966986,116800918966986,Gulf Mega Stores
E3,INV-UAE-500134,INV-UAE-500134,INV-UAE-500134,2026,Invoice,2026-07-12,2026-07-14,AED,1.0,17195.100,859.750,18054.850,S5,120755774990608,120755774990608,Horizon FMCG
E3,INV-UAE-500135,INV-UAE-500135,INV-UAE-500135,2026,Invoice,2026-07-08,2026-07-08,AED,1.0,6986.280,0.000,6986.280,EX,158501236526316,158501236526316,Falcon Trading Est.
E3,INV-UAE-500139,INV-UAE-500139,INV-UAE-500139,2026,Invoice,2026-07-04,2026-07-06,AED,1.0,9778.820,0.000,9778.820,EX,171629254449240,171629254449240,Cedar Supplies Co.
E3,INV-UAE-500143,INV-UAE-500143,INV-UAE-500143,2026,Invoice,2026-06-19,2026-06-23,AED,1.0,3916.320,0.000,3916.320,EX,124843372309905,124843372309905,Al Noor Distribution
E3,INV-UAE-500147,INV-UAE-500147,INV-UAE-500147,2026,Invoice,2026-06-23,2026-06-24,AED,1.0,6349.320,0.000,6349.320,EX,191544545186967,191544545186967,Horizon FMCG
