entity_id,accounting_doc_id,fiscal_year,line_no,gl_account,doc_type,doc_date,posting_date,currency,fx_rate,amount_signed,tax_code,customer_id,customer_tin,customer_name
K1,INV-KSA-500023,2026,1,140000,Invoice,2026-07-10,2026-07-11,SAR,1.0,32539.240,S15,351286467470983,351286467470983,Marina Enterprises
K1,INV-KSA-500023,2026,2,410000,Invoice,2026-07-10,2026-07-11,SAR,1.0,-28294.990,S15,351286467470983,351286467470983,Marina Enterprises
K1,INV-KSA-500023,2026,3,230000,Invoice,2026-07-10,2026-07-11,SAR,1.0,-4244.250,S15,351286467470983,351286467470983,Marina Enterprises
K2,INV-KSA-500027,2026,1,140000,Invoice,2026-06-24,2026-06-24,SAR,1.0,27539.660,S15,352398736933623,352398736933623,Delta Foods
K2,INV-KSA-500027,2026,2,410000,Invoice,2026-06-24,2026-06-24,SAR,1.0,-23947.530,S15,352398736933623,352398736933623,Delta Foods
K2,INV-KSA-500027,2026,3,230000,Invoice,2026-06-24,2026-06-24,SAR,1.0,-3592.130,S15,352398736933623,352398736933623,Delta Foods
K1,INV-KSA-500028,2026,1,140000,Invoice,2026-07-05,2026-07-07,SAR,1.0,12990.940,S15,362823192691393,362823192691393,Cedar Supplies Co.
K1,INV-KSA-500028,2026,2,410000,Invoice,2026-07-05,2026-07-07,SAR,1.0,-11296.470,S15,362823192691393,362823192691393,Cedar Supplies Co.
K1,INV-KSA-500028,2026,3,230000,Invoice,2026-07-05,2026-07-07,SAR,1.0,-1694.470,S15,362823192691393,362823192691393,Cedar Supplies Co.
K2,INV-KSA-500031,2026,1,140000,Invoice,2026-06-21,2026-06-23,SAR,1.0,35423.250,S15,390923083365083,390923083365083,Oasis Wholesale
K2,INV-KSA-500031,2026,2,410000,Invoice,2026-06-21,2026-06-23,SAR,1.0,-30802.830,S15,390923083365083,390923083365083,Oasis Wholesale
K2,INV-KSA-500031,2026,3,230000,Invoice,2026-06-21,2026-06-23,SAR,1.0,-4620.420,S15,390923083365083,390923083365083,Oasis Wholesale
K1,INV-KSA-500034,2026,1,140000,Invoice,2026-06-21,2026-06-24,SAR,1.0,23283.300,S15,365514809481663,365514809481663,Pearl Retail Group
K1,INV-KSA-500034,2026,2,410000,Invoice,2026-06-21,2026-06-24,SAR,1.0,-20246.350,S15,365514809481663,365514809481663,Pearl Retail Group
K1,INV-KSA-500034,2026,3,230000,Invoice,2026-06-21,2026-06-24,SAR,1.0,-3036.950,S15,365514809481663,365514809481663,Pearl Retail Group
K1,INV-KSA-500037,2026,1,140000,Invoice,2026-06-19,2026-06-19,SAR,1.0,20319.670,S15,308450692905473,308450692905473,Al Noor Distribution
K1,INV-KSA-500037,2026,2,410000,Invoice,2026-06-19,2026-06-19,SAR,1.0,-17669.280,S15,308450692905473,308450692905473,Al Noor Distribution
K1,INV-KSA-500037,2026,3,230000,Invoice,2026-06-19,2026-06-19,SAR,1.0,-2650.390,S15,308450692905473,308450692905473,Al Noor Distribution
K1,INV-KSA-500037,2026,1,140000,Invoice,2026-06-19,2026-06-19,SAR,1.0,3021.750,Z0,308450692905473,308450692905473,Al Noor Distribution
K1,INV-KSA-500037,2026,2,410000,Invoice,2026-06-19,2026-06-19,SAR,1.0,-3021.750,Z0,308450692905473,308450692905473,Al Noor Distribution
K1,INV-KSA-500037,2026,1,140000,Invoice,2026-06-19,2026-06-19,SAR,1.0,9438.900,S15,308450692905473,308450692905473,Al Noor Distribution
K1,INV-KSA-500037,2026,2,410000,Invoice,2026-06-19,2026-06-19,SAR,1.0,-8207.740,S15,308450692905473,308450692905473,Al Noor Distribution
K1,INV-KSA-500037,2026,3,230000,Invoice,2026-06-19,2026-06-19,SAR,1.0,-1231.160,S15,308450692905473,308450692905473,Al Noor Distribution
K2,INV-KSA-500039,2026,1,140000,Invoice,2026-06-18,2026-06-19,SAR,1.0,20974.290,S15,357689239085533,357689239085533,Oasis Wholesale
K2,INV-KSA-500039,2026,2,410000,Invoice,2026-06-18,2026-06-19,SAR,1.0,-18238.510,S15,357689239085533,357689239085533,Oasis Wholesale
K2,INV-KSA-500039,2026,3,230000,Invoice,2026-06-18,2026-06-19,SAR,1.0,-2735.780,S15,357689239085533,357689239085533,Oasis Wholesale
K2,INV-KSA-500039,2026,1,140000,Invoice,2026-06-18,2026-06-19,SAR,1.0,2421.490,Z0,357689239085533,357689239085533,Oasis Wholesale
K2,INV-KSA-500039,2026,2,410000,Invoice,2026-06-18,2026-06-19,SAR,1.0,-2421.490,Z0,357689239085533,357689239085533,Oasis Wholesale
K2,INV-KSA-500039,2026,1,140000,Invoice,2026-06-18,2026-06-19,SAR,1.0,12689.360,S15,357689239085533,357689239085533,Oasis Wholesale
K2,INV-KSA-500039,2026,2,410000,Invoice,2026-06-18,2026-06-19,SAR,1.0,-11034.230,S15,357689239085533,357689239085533,Oasis Wholesale
K2,INV-KSA-500039,2026,3,230000,Invoice,2026-06-18,2026-06-19,SAR,1.0,-1655.130,S15,357689239085533,357689239085533,Oasis Wholesale
K2,INV-KSA-500040,2026,1,140000,Invoice,2026-07-13,2026-07-17,SAR,1.0,9268.670,S15,376428508591603,376428508591603,Falcon Trading Est.
K2,INV-KSA-500040,2026,2,410000,Invoice,2026-07-13,2026-07-17,SAR,1.0,-8059.710,S15,376428508591603,376428508591603,Falcon Trading Est.
K2,INV-KSA-500040,2026,3,230000,Invoice,2026-07-13,2026-07-17,SAR,1.0,-1208.960,S15,376428508591603,376428508591603,Falcon Trading Est.
K2,INV-KSA-500040,2026,1,140000,Invoice,2026-07-13,2026-07-17,SAR,1.0,2895.600,Z0,376428508591603,376428508591603,Falcon Trading Est.
K2,INV-KSA-500040,2026,2,410000,Invoice,2026-07-13,2026-07-17,SAR,1.0,-2895.600,Z0,376428508591603,376428508591603,Falcon Trading Est.
K2,INV-KSA-500040,2026,1,140000,Invoice,2026-07-13,2026-07-17,SAR,1.0,16819.770,S15,376428508591603,376428508591603,Falcon Trading Est.
K2,INV-KSA-500040,2026,2,410000,Invoice,2026-07-13,2026-07-17,SAR,1.0,-14625.890,S15,376428508591603,376428508591603,Falcon Trading Est.
K2,INV-KSA-500040,2026,3,230000,Invoice,2026-07-13,2026-07-17,SAR,1.0,-2193.880,S15,376428508591603,376428508591603,Falcon Trading Est.
K2,INV-KSA-500041,2026,1,140000,Invoice,2026-06-22,2026-06-25,SAR,1.0,22755.410,S15,301357201797853,301357201797853,Falcon Trading Est.
K2,INV-KSA-500041,2026,2,410000,Invoice,2026-06-22,2026-06-25,SAR,1.0,-19787.310,S15,301357201797853,301357201797853,Falcon Trading Est.
K2,INV-KSA-500041,2026,3,230000,Invoice,2026-06-22,2026-06-25,SAR,1.0,-2968.100,S15,301357201797853,301357201797853,Falcon Trading Est.
K2,INV-KSA-500041,2026,1,140000,Invoice,2026-06-22,2026-06-25,SAR,1.0,4992.960,Z0,301357201797853,301357201797853,Falcon Trading Est.
K2,INV-KSA-500041,2026,2,410000,Invoice,2026-06-22,2026-06-25,SAR,1.0,-4992.960,Z0,301357201797853,301357201797853,Falcon Trading Est.
K2,INV-KSA-500041,2026,1,140000,Invoice,2026-06-22,2026-06-25,SAR,1.0,9167.590,S15,301357201797853,301357201797853,Falcon Trading Est.
K2,INV-KSA-500041,2026,2,410000,Invoice,2026-06-22,2026-06-25,SAR,1.0,-7971.820,S15,301357201797853,301357201797853,Falcon Trading Est.
K2,INV-KSA-500041,2026,3,230000,Invoice,2026-06-22,2026-06-25,SAR,1.0,-1195.770,S15,301357201797853,301357201797853,Falcon Trading Est.
K1,INV-KSA-500045,2026,1,140000,Invoice,2026-06-16,2026-06-16,SAR,1.0,8244.060,S15,386386355785463,386386355785463,Pearl Retail Group
K1,INV-KSA-500045,2026,2,410000,Invoice,2026-06-16,2026-06-16,SAR,1.0,-7168.750,S15,386386355785463,386386355785463,Pearl Retail Group
K1,INV-KSA-500045,2026,3,230000,Invoice,2026-06-16,2026-06-16,SAR,1.0,-1075.310,S15,386386355785463,386386355785463,Pearl Retail Group
K1,INV-KSA-500045,2026,1,140000,Invoice,2026-06-16,2026-06-16,SAR,1.0,7549.110,Z0,386386355785463,386386355785463,Pearl Retail Group
K1,INV-KSA-500045,2026,2,410000,Invoice,2026-06-16,2026-06-16,SAR,1.0,-7549.110,Z0,386386355785463,386386355785463,Pearl Retail Group
K1,INV-KSA-500045,2026,1,140000,Invoice,2026-06-16,2026-06-16,SAR,1.0,15156.910,S15,386386355785463,386386355785463,Pearl Retail Group
K1,INV-KSA-500045,2026,2,410000,Invoice,2026-06-16,2026-06-16,SAR,1.0,-13179.920,S15,386386355785463,386386355785463,Pearl Retail Group
K1,INV-KSA-500045,2026,3,230000,Invoice,2026-06-16,2026-06-16,SAR,1.0,-1976.990,S15,386386355785463,386386355785463,Pearl Retail Group
K1,INV-KSA-500046,2026,1,140000,Invoice,2026-06-28,2026-07-01,SAR,1.0,17556.380,S15,367306353176043,367306353176043,Oasis Wholesale
K1,INV-KSA-500046,2026,2,410000,Invoice,2026-06-28,2026-07-01,SAR,1.0,-15266.420,S15,367306353176043,367306353176043,Oasis Wholesale
K1,INV-KSA-500046,2026,3,230000,Invoice,2026-06-28,2026-07-01,SAR,1.0,-2289.960,S15,367306353176043,367306353176043,Oasis Wholesale
K1,INV-KSA-500046,2026,1,140000,Invoice,2026-06-28,2026-07-01,SAR,1.0,2028.390,Z0,367306353176043,367306353176043,Oasis Wholesale
K1,INV-KSA-500046,2026,2,410000,Invoice,2026-06-28,2026-07-01,SAR,1.0,-2028.390,Z0,367306353176043,367306353176043,Oasis Wholesale
K1,INV-KSA-500046,2026,1,140000,Invoice,2026-06-28,2026-07-01,SAR,1.0,16943.620,S15,367306353176043,367306353176043,Oasis Wholesale
K1,INV-KSA-500046,2026,2,410000,Invoice,2026-06-28,2026-07-01,SAR,1.0,-14733.580,S15,367306353176043,367306353176043,Oasis Wholesale
K1,INV-KSA-500046,2026,3,230000,Invoice,2026-06-28,2026-07-01,SAR,1.0,-2210.040,S15,367306353176043,367306353176043,Oasis Wholesale
K2,INV-KSA-500048,2026,1,140000,Invoice,2026-06-26,2026-06-26,SAR,1.0,10179.270,S15,388837526390653,388837526390653,Horizon FMCG
K2,INV-KSA-500048,2026,2,410000,Invoice,2026-06-26,2026-06-26,SAR,1.0,-8851.540,S15,388837526390653,388837526390653,Horizon FMCG
K2,INV-KSA-500048,2026,3,230000,Invoice,2026-06-26,2026-06-26,SAR,1.0,-1327.730,S15,388837526390653,388837526390653,Horizon FMCG
K2,INV-KSA-500048,2026,1,140000,Invoice,2026-06-26,2026-06-26,SAR,1.0,3923.120,Z0,388837526390653,388837526390653,Horizon FMCG
K2,INV-KSA-500048,2026,2,410000,Invoice,2026-06-26,2026-06-26,SAR,1.0,-3923.120,Z0,388837526390653,388837526390653,Horizon FMCG
K2,INV-KSA-500048,2026,1,140000,Invoice,2026-06-26,2026-06-26,SAR,1.0,11426.810,S15,388837526390653,388837526390653,Horizon FMCG
K2,INV-KSA-500048,2026,2,410000,Invoice,2026-06-26,2026-06-26,SAR,1.0,-9936.360,S15,388837526390653,388837526390653,Horizon FMCG
K2,INV-KSA-500048,2026,3,230000,Invoice,2026-06-26,2026-06-26,SAR,1.0,-1490.450,S15,388837526390653,388837526390653,Horizon FMCG
K1,INV-KSA-500049,2026,1,140000,Invoice,2026-07-02,2026-07-03,SAR,1.0,6112.080,S15,319877472513923,319877472513923,Pearl Retail Group
K1,INV-KSA-500049,2026,2,410000,Invoice,2026-07-02,2026-07-03,SAR,1.0,-5314.850,S15,319877472513923,319877472513923,Pearl Retail Group
K1,INV-KSA-500049,2026,3,230000,Invoice,2026-07-02,2026-07-03,SAR,1.0,-797.230,S15,319877472513923,319877472513923,Pearl Retail Group
K1,INV-KSA-500049,2026,1,140000,Invoice,2026-07-02,2026-07-03,SAR,1.0,5687.640,Z0,319877472513923,319877472513923,Pearl Retail Group
K1,INV-KSA-500049,2026,2,410000,Invoice,2026-07-02,2026-07-03,SAR,1.0,-5687.640,Z0,319877472513923,319877472513923,Pearl Retail Group
K1,INV-KSA-500049,2026,1,140000,Invoice,2026-07-02,2026-07-03,SAR,1.0,5669.600,S15,319877472513923,319877472513923,Pearl Retail Group
K1,INV-KSA-500049,2026,2,410000,Invoice,2026-07-02,2026-07-03,SAR,1.0,-4930.090,S15,319877472513923,319877472513923,Pearl Retail Group
K1,INV-KSA-500049,2026,3,230000,Invoice,2026-07-02,2026-07-03,SAR,1.0,-739.510,S15,319877472513923,319877472513923,Pearl Retail Group
K1,INV-KSA-500051,2026,1,140000,Invoice,2026-06-21,2026-06-22,SAR,1.0,31041.510,S15,345550849241333,345550849241333,Falcon Trading Est.
K1,INV-KSA-500051,2026,2,410000,Invoice,2026-06-21,2026-06-22,SAR,1.0,-26992.620,S15,345550849241333,345550849241333,Falcon Trading Est.
K1,INV-KSA-500051,2026,3,230000,Invoice,2026-06-21,2026-06-22,SAR,1.0,-4048.890,S15,345550849241333,345550849241333,Falcon Trading Est.
K1,INV-KSA-500054,2026,1,140000,Invoice,2026-07-15,2026-07-16,SAR,1.0,13774.460,S15,362852952634713,362852952634713,Delta Foods
K1,INV-KSA-500054,2026,2,410000,Invoice,2026-07-15,2026-07-16,SAR,1.0,-11977.790,S15,362852952634713,362852952634713,Delta Foods
K1,INV-KSA-500054,2026,3,230000,Invoice,2026-07-15,2026-07-16,SAR,1.0,-1796.670,S15,362852952634713,362852952634713,Delta Foods
K1,INV-KSA-500056,2026,1,140000,Invoice,2026-07-15,2026-07-19,SAR,1.0,30369.110,S15,386147693534723,386147693534723,Pearl Retail Group
K1,INV-KSA-500056,2026,2,410000,Invoice,2026-07-15,2026-07-19,SAR,1.0,-26407.920,S15,386147693534723,386147693534723,Pearl Retail Group
K1,INV-KSA-500056,2026,3,230000,Invoice,2026-07-15,2026-07-19,SAR,1.0,-3961.190,S15,386147693534723,386147693534723,Pearl Retail Group
K2,INV-KSA-500059,2026,1,140000,Invoice,2026-06-28,2026-06-28,SAR,1.0,39443.090,S15,357125896447823,357125896447823,Summit Traders
K2,INV-KSA-500059,2026,2,410000,Invoice,2026-06-28,2026-06-28,SAR,1.0,-34298.340,S15,357125896447823,357125896447823,Summit Traders
K2,INV-KSA-500059,2026,3,230000,Invoice,2026-06-28,2026-06-28,SAR,1.0,-5144.750,S15,357125896447823,357125896447823,Summit Traders
K1,INV-KSA-500062,2026,1,140000,Invoice,2026-07-07,2026-07-07,SAR,1.0,35318.030,S15,338746607271783,338746607271783,Pearl Retail Group
K1,INV-KSA-500062,2026,2,410000,Invoice,2026-07-07,2026-07-07,SAR,1.0,-30711.330,S15,338746607271783,338746607271783,Pearl Retail Group
K1,INV-KSA-500062,2026,3,230000,Invoice,2026-07-07,2026-07-07,SAR,1.0,-4606.700,S15,338746607271783,338746607271783,Pearl Retail Group
K2,INV-KSA-500063,2026,1,140000,Invoice,2026-06-19,2026-06-19,SAR,1.0,39593.280,S15,355076482827613,355076482827613,Gulf Mega Stores
K2,INV-KSA-500063,2026,2,410000,Invoice,2026-06-19,2026-06-19,SAR,1.0,-34428.940,S15,355076482827613,355076482827613,Gulf Mega Stores
K2,INV-KSA-500063,2026,3,230000,Invoice,2026-06-19,2026-06-19,SAR,1.0,-5164.340,S15,355076482827613,355076482827613,Gulf Mega Stores
K2,INV-KSA-500065,2026,1,140000,Invoice,2026-07-04,2026-07-06,SAR,1.0,15562.040,S15,340401657801953,340401657801953,Gulf Mega Stores
K2,INV-KSA-500065,2026,2,410000,Invoice,2026-07-04,2026-07-06,SAR,1.0,-13532.210,S15,340401657801953,340401657801953,Gulf Mega Stores
K2,INV-KSA-500065,2026,3,230000,Invoice,2026-07-04,2026-07-06,SAR,1.0,-2029.830,S15,340401657801953,340401657801953,Gulf Mega Stores
K2,INV-KSA-500067,2026,1,140000,Invoice,2026-06-30,2026-07-01,SAR,1.0,9562.170,S15,330975209328983,330975209328983,Summit Traders
K2,INV-KSA-500067,2026,2,410000,Invoice,2026-06-30,2026-07-01,SAR,1.0,-8314.930,S15,330975209328983,330975209328983,Summit Traders
K2,INV-KSA-500067,2026,3,230000,Invoice,2026-06-30,2026-07-01,SAR,1.0,-1247.240,S15,330975209328983,330975209328983,Summit Traders
K1,INV-KSA-500068,2026,1,140000,Invoice,2026-06-20,2026-06-22,SAR,1.0,19037.320,S15,352722072283793,352722072283793,Falcon Trading Est.
K1,INV-KSA-500068,2026,2,410000,Invoice,2026-06-20,2026-06-22,SAR,1.0,-16554.190,S15,352722072283793,352722072283793,Falcon Trading Est.
K1,INV-KSA-500068,2026,3,230000,Invoice,2026-06-20,2026-06-22,SAR,1.0,-2483.130,S15,352722072283793,352722072283793,Falcon Trading Est.
K1,INV-KSA-500072,2026,1,140000,Invoice,2026-07-01,2026-07-03,SAR,1.0,26450.970,S15,316691944557083,316691944557083,Delta Foods
K1,INV-KSA-500072,2026,2,410000,Invoice,2026-07-01,2026-07-03,SAR,1.0,-23000.840,S15,316691944557083,316691944557083,Delta Foods
K1,INV-KSA-500072,2026,3,230000,Invoice,2026-07-01,2026-07-03,SAR,1.0,-3450.130,S15,316691944557083,316691944557083,Delta Foods
K1,INV-KSA-500076,2026,1,140000,Invoice,2026-06-29,2026-07-03,SAR,1.0,27614.430,S15,384698336777613,384698336777613,Summit Traders
K1,INV-KSA-500076,2026,2,410000,Invoice,2026-06-29,2026-07-03,SAR,1.0,-24012.550,S15,384698336777613,384698336777613,Summit Traders
K1,INV-KSA-500076,2026,3,230000,Invoice,2026-06-29,2026-07-03,SAR,1.0,-3601.880,S15,384698336777613,384698336777613,Summit Traders
K2,INV-KSA-500079,2026,1,140000,Invoice,2026-06-17,2026-06-21,SAR,1.0,17268.250,S15,319544495540383,319544495540383,Gulf Mega Stores
K2,INV-KSA-500079,2026,2,410000,Invoice,2026-06-17,2026-06-21,SAR,1.0,-15015.870,S15,319544495540383,319544495540383,Gulf Mega Stores
K2,INV-KSA-500079,2026,3,230000,Invoice,2026-06-17,2026-06-21,SAR,1.0,-2252.380,S15,319544495540383,319544495540383,Gulf Mega Stores
K1,INV-KSA-500081,2026,1,140000,Invoice,2026-07-14,2026-07-15,SAR,1.0,30385.460,S15,306252864215053,306252864215053,Al Noor Distribution
K1,INV-KSA-500081,2026,2,410000,Invoice,2026-07-14,2026-07-15,SAR,1.0,-26422.140,S15,306252864215053,306252864215053,Al Noor Distribution
K1,INV-KSA-500081,2026,3,230000,Invoice,2026-07-14,2026-07-15,SAR,1.0,-3963.320,S15,306252864215053,306252864215053,Al Noor Distribution
K1,INV-KSA-500085,2026,1,140000,Invoice,2026-06-21,2026-06-22,SAR,1.0,31770.950,S15,393880151196973,393880151196973,Gulf Mega Stores
K1,INV-KSA-500085,2026,2,410000,Invoice,2026-06-21,2026-06-22,SAR,1.0,-27626.910,S15,393880151196973,393880151196973,Gulf Mega Stores
K1,INV-KSA-500085,2026,3,230000,Invoice,2026-06-21,2026-06-22,SAR,1.0,-4144.040,S15,393880151196973,393880151196973,Gulf Mega Stores
K1,INV-KSA-500086,2026,1,140000,Invoice,2026-07-08,2026-07-10,SAR,1.0,13473.310,S15,345130456824863,345130456824863,Delta Foods
K1,INV-KSA-500086,2026,2,410000,Invoice,2026-07-08,2026-07-10,SAR,1.0,-11715.920,S15,345130456824863,345130456824863,Delta Foods
K1,INV-KSA-500086,2026,3,230000,Invoice,2026-07-08,2026-07-10,SAR,1.0,-1757.390,S15,345130456824863,345130456824863,Delta Foods
K2,INV-KSA-500089,2026,1,140000,Invoice,2026-06-26,2026-06-30,SAR,1.0,21821.000,S15,362422637501713,362422637501713,Falcon Trading Est.
K2,INV-KSA-500089,2026,2,410000,Invoice,2026-06-26,2026-06-30,SAR,1.0,-18974.780,S15,362422637501713,362422637501713,Falcon Trading Est.
K2,INV-KSA-500089,2026,3,230000,Invoice,2026-06-26,2026-06-30,SAR,1.0,-2846.220,S15,362422637501713,362422637501713,Falcon Trading Est.
K2,INV-KSA-500091,2026,1,140000,Invoice,2026-06-19,2026-06-19,SAR,1.0,15687.260,S15,313223732658283,313223732658283,Pearl Retail Group
K2,INV-KSA-500091,2026,2,410000,Invoice,2026-06-19,2026-06-19,SAR,1.0,-13641.100,S15,313223732658283,313223732658283,Pearl Retail Group
K2,INV-KSA-500091,2026,3,230000,Invoice,2026-06-19,2026-06-19,SAR,1.0,-2046.160,S15,313223732658283,313223732658283,Pearl Retail Group
K1,INV-KSA-500093,2026,1,140000,Invoice,2026-07-08,2026-07-11,SAR,1.0,34034.110,S15,328720051372353,328720051372353,Gulf Mega Stores
K1,INV-KSA-500093,2026,2,410000,Invoice,2026-07-08,2026-07-11,SAR,1.0,-29594.880,S15,328720051372353,328720051372353,Gulf Mega Stores
K1,INV-KSA-500093,2026,3,230000,Invoice,2026-07-08,2026-07-11,SAR,1.0,-4439.230,S15,328720051372353,328720051372353,Gulf Mega Stores
K2,INV-KSA-500095,2026,1,140000,Invoice,2026-06-18,2026-06-18,SAR,1.0,38125.950,S15,399856291364723,399856291364723,Summit Traders
K2,INV-KSA-500095,2026,2,410000,Invoice,2026-06-18,2026-06-18,SAR,1.0,-33153.000,S15,399856291364723,399856291364723,Summit Traders
K2,INV-KSA-500095,2026,3,230000,Invoice,2026-06-18,2026-06-18,SAR,1.0,-4972.950,S15,399856291364723,399856291364723,Summit Traders
K2,INV-KSA-500099,2026,1,140000,Invoice,2026-07-10,2026-07-12,SAR,1.0,37237.230,S15,330421595283393,330421595283393,Al Noor Distribution
K2,INV-KSA-500099,2026,2,410000,Invoice,2026-07-10,2026-07-12,SAR,1.0,-32380.200,S15,330421595283393,330421595283393,Al Noor Distribution
K2,INV-KSA-500099,2026,3,230000,Invoice,2026-07-10,2026-07-12,SAR,1.0,-4857.030,S15,330421595283393,330421595283393,Al Noor Distribution
K2,INV-KSA-500100,2026,1,140000,Invoice,2026-07-10,2026-07-10,SAR,1.0,7166.960,S15,373629275881733,373629275881733,Pearl Retail Group
K2,INV-KSA-500100,2026,2,410000,Invoice,2026-07-10,2026-07-10,SAR,1.0,-6232.140,S15,373629275881733,373629275881733,Pearl Retail Group
K2,INV-KSA-500100,2026,3,230000,Invoice,2026-07-10,2026-07-10,SAR,1.0,-934.820,S15,373629275881733,373629275881733,Pearl Retail Group
K1,INV-KSA-500101,2026,1,140000,Invoice,2026-07-06,2026-07-10,SAR,1.0,8912.670,S15,391361882630023,391361882630023,Al Noor Distribution
K1,INV-KSA-500101,2026,2,410000,Invoice,2026-07-06,2026-07-10,SAR,1.0,-7750.150,S15,391361882630023,391361882630023,Al Noor Distribution
K1,INV-KSA-500101,2026,3,230000,Invoice,2026-07-06,2026-07-10,SAR,1.0,-1162.520,S15,391361882630023,391361882630023,Al Noor Distribution
K2,INV-KSA-500104,2026,1,140000,Invoice,2026-07-08,2026-07-10,SAR,1.0,12224.140,S15,371703785136533,371703785136533,Al Noor Distribution
K2,INV-KSA-500104,2026,2,410000,Invoice,2026-07-08,2026-07-10,SAR,1.0,-10629.690,S15,371703785136533,371703785136533,Al Noor Distribution
K2,INV-KSA-500104,2026,3,230000,Invoice,2026-07-08,2026-07-10,SAR,1.0,-1594.450,S15,371703785136533,371703785136533,Al Noor Distribution
K2,INV-KSA-500115,2026,1,140000,Credit Note,2026-07-08,2026-07-10,SAR,1.0,-40377.910,S15,326969917075073,326969917075073,Gulf Mega Stores
K2,INV-KSA-500115,2026,2,410000,Credit Note,2026-07-08,2026-07-10,SAR,1.0,35111.230,S15,326969917075073,326969917075073,Gulf Mega Stores
K2,INV-KSA-500115,2026,3,230000,Credit Note,2026-07-08,2026-07-10,SAR,1.0,5266.680,S15,326969917075073,326969917075073,Gulf Mega Stores
K1,INV-KSA-500116,2026,1,140000,Credit Note,2026-06-16,2026-06-19,SAR,1.0,-34316.850,S15,356639827924753,356639827924753,Horizon FMCG
K1,INV-KSA-500116,2026,2,410000,Credit Note,2026-06-16,2026-06-19,SAR,1.0,29840.740,S15,356639827924753,356639827924753,Horizon FMCG
K1,INV-KSA-500116,2026,3,230000,Credit Note,2026-06-16,2026-06-19,SAR,1.0,4476.110,S15,356639827924753,356639827924753,Horizon FMCG
K1,INV-KSA-500119,2026,1,140000,Invoice,2026-06-30,2026-07-04,SAR,1.0,6871.100,S15,337472416562603,337472416562603,Gulf Mega Stores
