entity_id,billing_doc_id,accounting_doc_id,official_doc_id,fiscal_year,doc_type,doc_date,posting_date,currency,fx_rate,net_amount,tax_amount,gross_amount,tax_code,customer_id,customer_tin,customer_name
K2,INV-KSA-500031,INV-KSA-500031,INV-KSA-500031,2026,Invoice,2026-06-21,2026-06-23,SAR,1.0,30802.830,4620.420,35423.250,S15,390923083365083,390923083365083,Oasis Wholesale
K1,INV-KSA-500034,INV-KSA-500034,INV-KSA-500034,2026,Invoice,2026-06-21,2026-06-24,SAR,1.0,20246.350,3036.950,23283.300,S15,365514809481663,365514809481663,Pearl Retail Group
K1,INV-KSA-500037,INV-KSA-500037,INV-KSA-500037,2026,Invoice,2026-06-19,2026-06-19,SAR,1.0,17669.280,2650.390,20319.670,S15,308450692905473,308450692905473,Al Noor Distribution
K1,INV-KSA-500037,INV-KSA-500037,INV-KSA-500037,2026,Invoice,2026-06-19,2026-06-19,SAR,1.0,3021.750,0.000,3021.750,Z0,308450692905473,308450692905473,Al Noor Distribution
K1,INV-KSA-500037,INV-KSA-500037,INV-KSA-500037,2026,Invoice,2026-06-19,2026-06-19,SAR,1.0,8207.740,1231.160,9438.900,S15,308450692905473,308450692905473,Al Noor Distribution
K2,INV-KSA-500039,INV-KSA-500039,INV-KSA-500039,2026,Invoice,2026-06-18,2026-06-19,SAR,1.0,18238.510,2735.780,20974.290,S15,357689239085533,357689239085533,Oasis Wholesale
K2,INV-KSA-500039,INV-KSA-500039,INV-KSA-500039,2026,Invoice,2026-06-18,2026-06-19,SAR,1.0,2421.490,0.000,2421.490,Z0,357689239085533,357689239085533,Oasis Wholesale
K2,INV-KSA-500039,INV-KSA-500039,INV-KSA-500039,2026,Invoice,2026-06-18,2026-06-19,SAR,1.0,11034.230,1655.130,12689.360,S15,357689239085533,357689239085533,Oasis Wholesale
K2,INV-KSA-500040,INV-KSA-500040,INV-KSA-500040,2026,Invoice,2026-07-13,2026-07-17,SAR,1.0,8059.710,1208.960,9268.670,S15,376428508591603,376428508591603,Falcon Trading Est.
K2,INV-KSA-500040,INV-KSA-500040,INV-KSA-500040,2026,Invoice,2026-07-13,2026-07-17,SAR,1.0,2895.600,0.000,2895.600,Z0,376428508591603,376428508591603,Falcon Trading Est.
K2,INV-KSA-500040,INV-KSA-500040,INV-KSA-500040,2026,Invoice,2026-07-13,2026-07-17,SAR,1.0,14625.890,2193.880,16819.770,S15,376428508591603,376428508591603,Falcon Trading Est.
K2,INV-KSA-500041,INV-KSA-500041,INV-KSA-500041,2026,Invoice,2026-06-22,2026-06-25,SAR,1.0,19787.310,2968.100,22755.410,S15,301357201797853,301357201797853,Falcon Trading Est.
K2,INV-KSA-500041,INV-KSA-500041,INV-KSA-500041,2026,Invoice,2026-06-22,2026-06-25,SAR,1.0,4992.960,0.000,4992.960,Z0,301357201797853,301357201797853,Falcon Trading Est.
K2,INV-KSA-500041,INV-KSA-500041,INV-KSA-500041,2026,Invoice,2026-06-22,2026-06-25,SAR,1.0,7971.820,1195.770,9167.590,S15,301357201797853,301357201797853,Falcon Trading Est.
K1,INV-KSA-500045,INV-KSA-500045,INV-KSA-500045,2026,Invoice,2026-06-16,2026-06-16,SAR,1.0,7168.750,1075.310,8244.060,S15,386386355785463,386386355785463,Pearl Retail Group
K1,INV-KSA-500045,INV-KSA-500045,INV-KSA-500045,2026,Invoice,2026-06-16,2026-06-16,SAR,1.0,7549.110,0.000,7549.110,Z0,386386355785463,386386355785463,Pearl Retail Group
K1,INV-KSA-500045,INV-KSA-500045,INV-KSA-500045,2026,Invoice,2026-06-16,2026-06-16,SAR,1.0,13179.920,1976.990,15156.910,S15,386386355785463,386386355785463,Pearl Retail Group
K1,INV-KSA-500046,INV-KSA-500046,INV-KSA-500046,2026,Invoice,2026-06-28,2026-07-01,SAR,1.0,15266.420,2289.960,17556.380,S15,367306353176043,367306353176043,Oasis Wholesale
K1,INV-KSA-500046,INV-KSA-500046,INV-KSA-500046,2026,Invoice,2026-06-28,2026-07-01,SAR,1.0,2028.390,0.000,2028.390,Z0,367306353176043,367306353176043,Oasis Wholesale
K1,INV-KSA-500046,INV-KSA-500046,INV-KSA-500046,2026,Invoice,2026-06-28,2026-07-01,SAR,1.0,14733.580,2210.040,16943.620,S15,367306353176043,367306353176043,Oasis Wholesale
K2,INV-KSA-500048,INV-KSA-500048,INV-KSA-500048,2026,Invoice,2026-06-26,2026-06-26,SAR,1.0,8851.540,1327.730,10179.270,S15,388837526390653,388837526390653,Horizon FMCG
K2,INV-KSA-500048,INV-KSA-500048,INV-KSA-500048,2026,Invoice,2026-06-26,2026-06-26,SAR,1.0,3923.120,0.000,3923.120,Z0,388837526390653,388837526390653,Horizon FMCG
K2,INV-KSA-500048,INV-KSA-500048,INV-KSA-500048,2026,Invoice,2026-06-26,2026-06-26,SAR,1.0,9936.360,1490.450,11426.810,S15,388837526390653,388837526390653,Horizon FMCG
K1,INV-KSA-500049,INV-KSA-500049,INV-KSA-500049,2026,Invoice,2026-07-02,2026-07-03,SAR,1.0,5314.850,797.230,6112.080,S15,319877472513923,319877472513923,Pearl Retail Group
K1,INV-KSA-500049,INV-KSA-500049,INV-KSA-500049,2026,Invoice,2026-07-02,2026-07-03,SAR,1.0,5687.640,0.000,5687.640,Z0,319877472513923,319877472513923,Pearl Retail Group
K1,INV-KSA-500049,INV-KSA-500049,INV-KSA-500049,2026,Invoice,2026-07-02,2026-07-03,SAR,1.0,4930.090,739.510,5669.600,S15,319877472513923,319877472513923,Pearl Retail Group
K1,INV-KSA-500051,INV-KSA-500051,INV-KSA-500051,2026,Invoice,2026-06-21,2026-06-22,SAR,1.0,26992.620,4048.890,31041.510,S15,345550849241333,345550849241333,Falcon Trading Est.
K1,INV-KSA-500054,INV-KSA-500054,INV-KSA-500054,2026,Invoice,2026-07-15,2026-07-16,SAR,1.0,11977.790,1796.670,13774.460,S15,362852952634713,362852952634713,Delta Foods
K1,INV-KSA-500056,INV-KSA-500056,INV-KSA-500056,2026,Invoice,2026-07-15,2026-07-19,SAR,1.0,26407.920,3961.190,30369.110,S15,386147693534723,386147693534723,Pearl Retail Group
K2,INV-KSA-500059,INV-KSA-500059,INV-KSA-500059,2026,Invoice,2026-06-28,2026-06-28,SAR,1.0,34298.340,5144.750,39443.090,S15,357125896447823,357125896447823,Summit Traders
K1,INV-KSA-500062,INV-KSA-500062,INV-KSA-500062,2026,Invoice,2026-07-07,2026-07-07,SAR,1.0,30711.330,4606.700,35318.030,S15,338746607271783,338746607271783,Pearl Retail Group
K2,INV-KSA-500063,INV-KSA-500063,INV-KSA-500063,2026,Invoice,2026-06-19,2026-06-19,SAR,1.0,34428.940,5164.340,39593.280,S15,355076482827613,355076482827613,Gulf Mega Stores
K2,INV-KSA-500065,INV-KSA-500065,INV-KSA-500065,2026,Invoice,2026-07-04,2026-07-06,SAR,1.0,13532.210,2029.830,15562.040,S15,340401657801953,340401657801953,Gulf Mega Stores
K2,INV-KSA-500067,INV-KSA-500067,INV-KSA-500067,2026,Invoice,2026-06-30,2026-07-01,SAR,1.0,8314.930,1247.240,9562.170,S15,330975209328983,330975209328983,Summit Traders
K1,INV-KSA-500068,INV-KSA-500068,INV-KSA-500068,2026,Invoice,2026-06-20,2026-06-22,SAR,1.0,16554.190,2483.130,19037.320,S15,352722072283793,352722072283793,Falcon Trading Est.
K1,INV-KSA-500072,INV-KSA-500072,INV-KSA-500072,2026,Invoice,2026-07-01,2026-07-03,SAR,1.0,23000.840,3450.130,26450.970,S15,316691944557083,316691944557083,Delta Foods
K1,INV-KSA-500076,INV-KSA-500076,INV-KSA-500076,2026,Invoice,2026-06-29,2026-07-03,SAR,1.0,24012.550,3601.880,27614.430,S15,384698336777613,384698336777613,Summit Traders
K2,INV-KSA-500079,INV-KSA-500079,INV-KSA-500079,2026,Invoice,2026-06-17,2026-06-21,SAR,1.0,15015.870,2252.380,17268.250,S15,319544495540383,319544495540383,Gulf Mega Stores
K1,INV-KSA-500081,INV-KSA-500081,INV-KSA-500081,2026,Invoice,2026-07-14,2026-07-15,SAR,1.0,26422.140,3963.320,30385.460,S15,306252864215053,306252864215053,Al Noor Distribution
K1,INV-KSA-500085,INV-KSA-500085,INV-KSA-500085,2026,Invoice,2026-06-21,2026-06-22,SAR,1.0,27626.910,4144.040,31770.950,S15,393880151196973,393880151196973,Gulf Mega Stores
K1,INV-KSA-500086,INV-KSA-500086,INV-KSA-500086,2026,Invoice,2026-07-08,2026-07-10,SAR,1.0,11715.920,1757.390,13473.310,S15,345130456824863,345130456824863,Delta Foods
K2,INV-KSA-500089,INV-KSA-500089,INV-KSA-500089,2026,Invoice,2026-06-26,2026-06-30,SAR,1.0,18974.780,2846.220,21821.000,S15,362422637501713,362422637501713,Falcon Trading Est.
K2,INV-KSA-500091,INV-KSA-500091,INV-KSA-500091,2026,Invoice,2026-06-19,2026-06-19,SAR,1.0,13641.100,2046.160,15687.260,S15,313223732658283,313223732658283,Pearl Retail Group
K1,INV-KSA-500093,INV-KSA-500093,INV-KSA-500093,2026,Invoice,2026-07-08,2026-07-11,SAR,1.0,29594.880,4439.230,34034.110,S15,328720051372353,328720051372353,Gulf Mega Stores
K2,INV-KSA-500095,INV-KSA-500095,INV-KSA-500095,2026,Invoice,2026-06-18,2026-06-18,SAR,1.0,33153.000,4972.950,38125.950,S15,399856291364723,399856291364723,Summit Traders
K2,INV-KSA-500099,INV-KSA-500099,INV-KSA-500099,2026,Invoice,2026-07-10,2026-07-12,SAR,1.0,32380.200,4857.030,37237.230,S15,330421595283393,330421595283393,Al Noor Distribution
K2,INV-KSA-500100,INV-KSA-500100,INV-KSA-500100,2026,Invoice,2026-07-10,2026-07-10,SAR,1.0,6232.140,934.820,7166.960,S15,373629275881733,373629275881733,Pearl Retail Group
K1,INV-KSA-500101,INV-KSA-500101,INV-KSA-500101,2026,Invoice,2026-07-06,2026-07-10,SAR,1.0,7750.150,1162.520,8912.670,S15,391361882630023,391361882630023,Al Noor Distribution
K2,INV-KSA-500104,INV-KSA-500104,INV-KSA-500104,2026,Invoice,2026-07-08,2026-07-10,SAR,1.0,10629.690,1594.450,12224.140,S15,371703785136533,371703785136533,Al Noor Distribution
K2,INV-KSA-500115,INV-KSA-500115,INV-KSA-500115,2026,Credit Note,2026-07-08,2026-07-10,SAR,1.0,-35111.230,-5266.680,-40377.910,S15,326969917075073,326969917075073,Gulf Mega Stores
K1,INV-KSA-500116,INV-KSA-500116,INV-KSA-500116,2026,Credit Note,2026-06-16,2026-06-19,SAR,1.0,-29840.740,-4476.110,-34316.850,S15,356639827924753,356639827924753,Horizon FMCG
K1,INV-KSA-500119,INV-KSA-500119,INV-KSA-500119,2026,Invoice,2026-06-30,2026-07-04,SAR,1.0,5974.870,896.230,6871.100,S15,337472416562603,337472416562603,Gulf Mega Stores
K1,INV-KSA-500122,INV-KSA-500122,INV-KSA-500122,2026,Invoice,2026-06-18,2026-06-20,SAR,1.0,10065.090,1509.760,11574.850,S15,360416221481353,360416221481353,Marina Enterprises
K1,INV-KSA-500124,INV-KSA-500124,INV-KSA-500124,2026,Invoice,2026-07-01,2026-07-03,SAR,1.0,39015.430,5852.310,44867.740,S15,312793239090103,312793239090103,Marina Enterprises
K1,INV-KSA-500128,INV-KSA-500128,INV-KSA-500128,2026,Invoice,2026-07-10,2026-07-10,SAR,1.0,21986.320,3297.950,25284.270,S15,392868975543553,392868975543553,Gulf Mega Stores
K2,INV-KSA-500130,INV-KSA-500130,INV-KSA-500130,2026,Invoice,2026-07-03,2026-07-04,SAR,1.0,5224.590,0.000,5224.590,EX,301721887247223,301721887247223,Cedar Supplies Co.
K2,INV-KSA-500132,INV-KSA-500132,INV-KSA-500132,2026,Invoice,2026-06-27,2026-06-29,SAR,1.0,11561.090,0.000,11561.090,EX,395944571629853,395944571629853,Summit Traders
K2,INV-KSA-500135,INV-KSA-500135,INV-KSA-500135,2026,Invoice,2026-07-11,2026-07-14,SAR,1.0,2617.860,0.000,2617.860,EX,354522050514373,354522050514373,Summit Traders
K1,INV-KSA-500139,INV-KSA-500139,INV-KSA-500139,2026,Invoice,2026-07-07,2026-07-09,SAR,1.0,10231.490,0.000,10231.490,EX,364655813336633,364655813336633,Cedar Supplies Co.
