entity_id,accounting_doc_id,fiscal_year,line_no,gl_account,doc_type,doc_date,posting_date,currency,fx_rate,amount_signed,tax_code,customer_id,customer_tin,customer_name
O1,INV-OMN-500050,2026,3,230000,Invoice,2026-06-24,2026-06-27,OMR,1.0,-894.296,S5,OM7561549893,OM7561549893,Gulf Mega Stores
O1,INV-OMN-500050,2026,1,140000,Invoice,2026-06-24,2026-06-27,OMR,1.0,4789.042,Z0,OM7561549893,OM7561549893,Gulf Mega Stores
O1,INV-OMN-500050,2026,2,410000,Invoice,2026-06-24,2026-06-27,OMR,1.0,-4789.042,Z0,OM7561549893,OM7561549893,Gulf Mega Stores
O1,INV-OMN-500050,2026,1,140000,Invoice,2026-06-24,2026-06-27,OMR,1.0,10695.968,S5,OM7561549893,OM7561549893,Gulf Mega Stores
O1,INV-OMN-500050,2026,2,410000,Invoice,2026-06-24,2026-06-27,OMR,1.0,-10186.636,S5,OM7561549893,OM7561549893,Gulf Mega Stores
O1,INV-OMN-500050,2026,3,230000,Invoice,2026-06-24,2026-06-27,OMR,1.0,-509.332,S5,OM7561549893,OM7561549893,Gulf Mega Stores
O1,INV-OMN-500054,2026,1,140000,Invoice,2026-06-17,2026-06-21,OMR,1.0,15186.602,S5,OM8500498984,OM8500498984,Marina Enterprises
O1,INV-OMN-500054,2026,2,410000,Invoice,2026-06-17,2026-06-21,OMR,1.0,-14463.430,S5,OM8500498984,OM8500498984,Marina Enterprises
O1,INV-OMN-500054,2026,3,230000,Invoice,2026-06-17,2026-06-21,OMR,1.0,-723.172,S5,OM8500498984,OM8500498984,Marina Enterprises
O1,INV-OMN-500054,2026,1,140000,Invoice,2026-06-17,2026-06-21,OMR,1.0,6422.075,Z0,OM8500498984,OM8500498984,Marina Enterprises
O1,INV-OMN-500054,2026,2,410000,Invoice,2026-06-17,2026-06-21,OMR,1.0,-6422.075,Z0,OM8500498984,OM8500498984,Marina Enterprises
O1,INV-OMN-500054,2026,1,140000,Invoice,2026-06-17,2026-06-21,OMR,1.0,15446.221,S5,OM8500498984,OM8500498984,Marina Enterprises
O1,INV-OMN-500054,2026,2,410000,Invoice,2026-06-17,2026-06-21,OMR,1.0,-14710.687,S5,OM8500498984,OM8500498984,Marina Enterprises
O1,INV-OMN-500054,2026,3,230000,Invoice,2026-06-17,2026-06-21,OMR,1.0,-735.534,S5,OM8500498984,OM8500498984,Marina Enterprises
O2,INV-OMN-500055,2026,1,140000,Invoice,2026-07-15,2026-07-15,OMR,1.0,20102.592,S5,OM2936185120,OM2936185120,Oasis Wholesale
O2,INV-OMN-500055,2026,2,410000,Invoice,2026-07-15,2026-07-15,OMR,1.0,-19145.326,S5,OM2936185120,OM2936185120,Oasis Wholesale
O2,INV-OMN-500055,2026,3,230000,Invoice,2026-07-15,2026-07-15,OMR,1.0,-957.266,S5,OM2936185120,OM2936185120,Oasis Wholesale
O2,INV-OMN-500055,2026,1,140000,Invoice,2026-07-15,2026-07-15,OMR,1.0,4772.946,Z0,OM2936185120,OM2936185120,Oasis Wholesale
O2,INV-OMN-500055,2026,2,410000,Invoice,2026-07-15,2026-07-15,OMR,1.0,-4772.946,Z0,OM2936185120,OM2936185120,Oasis Wholesale
O2,INV-OMN-500055,2026,1,140000,Invoice,2026-07-15,2026-07-15,OMR,1.0,8384.544,S5,OM2936185120,OM2936185120,Oasis Wholesale
O2,INV-OMN-500055,2026,2,410000,Invoice,2026-07-15,2026-07-15,OMR,1.0,-7985.280,S5,OM2936185120,OM2936185120,Oasis Wholesale
O2,INV-OMN-500055,2026,3,230000,Invoice,2026-07-15,2026-07-15,OMR,1.0,-399.264,S5,OM2936185120,OM2936185120,Oasis Wholesale
O1,INV-OMN-500059,2026,1,140000,Invoice,2026-07-10,2026-07-14,OMR,1.0,10838.348,S5,OM1885895200,OM1885895200,Pearl Retail Group
O1,INV-OMN-500059,2026,2,410000,Invoice,2026-07-10,2026-07-14,OMR,1.0,-10322.236,S5,OM1885895200,OM1885895200,Pearl Retail Group
O1,INV-OMN-500059,2026,3,230000,Invoice,2026-07-10,2026-07-14,OMR,1.0,-516.112,S5,OM1885895200,OM1885895200,Pearl Retail Group
O1,INV-OMN-500059,2026,1,140000,Invoice,2026-07-10,2026-07-14,OMR,1.0,4669.587,Z0,OM1885895200,OM1885895200,Pearl Retail Group
O1,INV-OMN-500059,2026,2,410000,Invoice,2026-07-10,2026-07-14,OMR,1.0,-4669.587,Z0,OM1885895200,OM1885895200,Pearl Retail Group
O1,INV-OMN-500059,2026,1,140000,Invoice,2026-07-10,2026-07-14,OMR,1.0,7040.388,S5,OM1885895200,OM1885895200,Pearl Retail Group
O1,INV-OMN-500059,2026,2,410000,Invoice,2026-07-10,2026-07-14,OMR,1.0,-6705.131,S5,OM1885895200,OM1885895200,Pearl Retail Group
O1,INV-OMN-500059,2026,3,230000,Invoice,2026-07-10,2026-07-14,OMR,1.0,-335.257,S5,OM1885895200,OM1885895200,Pearl Retail Group
O1,INV-OMN-500061,2026,1,140000,Invoice,2026-07-15,2026-07-17,OMR,1.0,14204.444,S5,OM0849417140,OM0849417140,Marina Enterprises
O1,INV-OMN-500061,2026,2,410000,Invoice,2026-07-15,2026-07-17,OMR,1.0,-13528.042,S5,OM0849417140,OM0849417140,Marina Enterprises
O1,INV-OMN-500061,2026,3,230000,Invoice,2026-07-15,2026-07-17,OMR,1.0,-676.402,S5,OM0849417140,OM0849417140,Marina Enterprises
O1,INV-OMN-500061,2026,1,140000,Invoice,2026-07-15,2026-07-17,OMR,1.0,8126.912,Z0,OM0849417140,OM0849417140,Marina Enterprises
O1,INV-OMN-500061,2026,2,410000,Invoice,2026-07-15,2026-07-17,OMR,1.0,-8126.912,Z0,OM0849417140,OM0849417140,Marina Enterprises
O1,INV-OMN-500061,2026,1,140000,Invoice,2026-07-15,2026-07-17,OMR,1.0,13891.569,S5,OM0849417140,OM0849417140,Marina Enterprises
O1,INV-OMN-500061,2026,2,410000,Invoice,2026-07-15,2026-07-17,OMR,1.0,-13230.066,S5,OM0849417140,OM0849417140,Marina Enterprises
O1,INV-OMN-500061,2026,3,230000,Invoice,2026-07-15,2026-07-17,OMR,1.0,-661.503,S5,OM0849417140,OM0849417140,Marina Enterprises
O2,INV-OMN-500063,2026,1,140000,Invoice,2026-06-26,2026-06-28,OMR,1.0,8401.136,S5,OM1274528482,OM1274528482,Horizon FMCG
O2,INV-OMN-500063,2026,2,410000,Invoice,2026-06-26,2026-06-28,OMR,1.0,-8001.082,S5,OM1274528482,OM1274528482,Horizon FMCG
O2,INV-OMN-500063,2026,3,230000,Invoice,2026-06-26,2026-06-28,OMR,1.0,-400.054,S5,OM1274528482,OM1274528482,Horizon FMCG
O1,INV-OMN-500066,2026,1,140000,Invoice,2026-06-16,2026-06-18,OMR,1.0,14877.796,S5,OM8112643745,OM8112643745,Summit Traders
O1,INV-OMN-500066,2026,2,410000,Invoice,2026-06-16,2026-06-18,OMR,1.0,-14169.330,S5,OM8112643745,OM8112643745,Summit Traders
O1,INV-OMN-500066,2026,3,230000,Invoice,2026-06-16,2026-06-18,OMR,1.0,-708.466,S5,OM8112643745,OM8112643745,Summit Traders
O2,INV-OMN-500070,2026,1,140000,Invoice,2026-06-18,2026-06-22,OMR,1.0,24126.830,S5,OM2427267866,OM2427267866,Summit Traders
O2,INV-OMN-500070,2026,2,410000,Invoice,2026-06-18,2026-06-22,OMR,1.0,-22977.933,S5,OM2427267866,OM2427267866,Summit Traders
O2,INV-OMN-500070,2026,3,230000,Invoice,2026-06-18,2026-06-22,OMR,1.0,-1148.897,S5,OM2427267866,OM2427267866,Summit Traders
O2,INV-OMN-500073,2026,1,140000,Invoice,2026-06-25,2026-06-26,OMR,1.0,39672.519,S5,OM2173414450,OM2173414450,Delta Foods
O2,INV-OMN-500073,2026,2,410000,Invoice,2026-06-25,2026-06-26,OMR,1.0,-37783.351,S5,OM2173414450,OM2173414450,Delta Foods
O2,INV-OMN-500073,2026,3,230000,Invoice,2026-06-25,2026-06-26,OMR,1.0,-1889.168,S5,OM2173414450,OM2173414450,Delta Foods
O1,INV-OMN-500076,2026,1,140000,Invoice,2026-07-04,2026-07-08,OMR,1.0,7764.269,S5,OM9466334776,OM9466334776,Falcon Trading Est.
O1,INV-OMN-500076,2026,2,410000,Invoice,2026-07-04,2026-07-08,OMR,1.0,-7394.542,S5,OM9466334776,OM9466334776,Falcon Trading Est.
O1,INV-OMN-500076,2026,3,230000,Invoice,2026-07-04,2026-07-08,OMR,1.0,-369.727,S5,OM9466334776,OM9466334776,Falcon Trading Est.
O2,INV-OMN-500080,2026,1,140000,Invoice,2026-07-14,2026-07-16,OMR,1.0,13923.310,S5,OM2936763877,OM2936763877,Falcon Trading Est.
O2,INV-OMN-500080,2026,2,410000,Invoice,2026-07-14,2026-07-16,OMR,1.0,-13260.295,S5,OM2936763877,OM2936763877,Falcon Trading Est.
O2,INV-OMN-500080,2026,3,230000,Invoice,2026-07-14,2026-07-16,OMR,1.0,-663.015,S5,OM2936763877,OM2936763877,Falcon Trading Est.
O1,INV-OMN-500084,2026,1,140000,Invoice,2026-06-24,2026-06-27,OMR,1.0,21751.388,S5,OM9730214136,OM9730214136,Summit Traders
O1,INV-OMN-500084,2026,2,410000,Invoice,2026-06-24,2026-06-27,OMR,1.0,-20715.608,S5,OM9730214136,OM9730214136,Summit Traders
O1,INV-OMN-500084,2026,3,230000,Invoice,2026-06-24,2026-06-27,OMR,1.0,-1035.780,S5,OM9730214136,OM9730214136,Summit Traders
O2,INV-OMN-500086,2026,1,140000,Invoice,2026-06-20,2026-06-21,OMR,1.0,37830.692,S5,OM9774886041,OM9774886041,Horizon FMCG
O2,INV-OMN-500086,2026,2,410000,Invoice,2026-06-20,2026-06-21,OMR,1.0,-36029.230,S5,OM9774886041,OM9774886041,Horizon FMCG
O2,INV-OMN-500086,2026,3,230000,Invoice,2026-06-20,2026-06-21,OMR,1.0,-1801.462,S5,OM9774886041,OM9774886041,Horizon FMCG
O2,INV-OMN-500088,2026,1,140000,Invoice,2026-07-01,2026-07-02,OMR,1.0,9154.901,S5,OM6114569887,OM6114569887,Cedar Supplies Co.
O2,INV-OMN-500088,2026,2,410000,Invoice,2026-07-01,2026-07-02,OMR,1.0,-8718.953,S5,OM6114569887,OM6114569887,Cedar Supplies Co.
O2,INV-OMN-500088,2026,3,230000,Invoice,2026-07-01,2026-07-02,OMR,1.0,-435.948,S5,OM6114569887,OM6114569887,Cedar Supplies Co.
O1,INV-OMN-500092,2026,1,140000,Invoice,2026-06-28,2026-06-29,OMR,1.0,27194.861,S5,OM2812829662,OM2812829662,Marina Enterprises
O1,INV-OMN-500092,2026,2,410000,Invoice,2026-06-28,2026-06-29,OMR,1.0,-25899.868,S5,OM2812829662,OM2812829662,Marina Enterprises
O1,INV-OMN-500092,2026,3,230000,Invoice,2026-06-28,2026-06-29,OMR,1.0,-1294.993,S5,OM2812829662,OM2812829662,Marina Enterprises
O1,INV-OMN-500093,2026,1,140000,Invoice,2026-06-28,2026-07-02,OMR,1.0,19815.356,S5,OM1843577200,OM1843577200,Gulf Mega Stores
O1,INV-OMN-500093,2026,2,410000,Invoice,2026-06-28,2026-07-02,OMR,1.0,-18871.768,S5,OM1843577200,OM1843577200,Gulf Mega Stores
O1,INV-OMN-500093,2026,3,230000,Invoice,2026-06-28,2026-07-02,OMR,1.0,-943.588,S5,OM1843577200,OM1843577200,Gulf Mega Stores
O1,INV-OMN-500095,2026,1,140000,Invoice,2026-07-14,2026-07-18,OMR,1.0,25455.917,S5,OM9025457391,OM9025457391,Al Noor Distribution
O1,INV-OMN-500095,2026,2,410000,Invoice,2026-07-14,2026-07-18,OMR,1.0,-24243.730,S5,OM9025457391,OM9025457391,Al Noor Distribution
O1,INV-OMN-500095,2026,3,230000,Invoice,2026-07-14,2026-07-18,OMR,1.0,-1212.187,S5,OM9025457391,OM9025457391,Al Noor Distribution
O1,INV-OMN-500096,2026,1,140000,Invoice,2026-07-09,2026-07-13,OMR,1.0,19368.588,S5,OM8489715724,OM8489715724,Horizon FMCG
O1,INV-OMN-500096,2026,2,410000,Invoice,2026-07-09,2026-07-13,OMR,1.0,-18446.274,S5,OM8489715724,OM8489715724,Horizon FMCG
O1,INV-OMN-500096,2026,3,230000,Invoice,2026-07-09,2026-07-13,OMR,1.0,-922.314,S5,OM8489715724,OM8489715724,Horizon FMCG
O1,INV-OMN-500097,2026,1,140000,Invoice,2026-06-19,2026-06-22,OMR,1.0,25141.154,S5,OM2838366257,OM2838366257,Delta Foods
O1,INV-OMN-500097,2026,2,410000,Invoice,2026-06-19,2026-06-22,OMR,1.0,-23943.956,S5,OM2838366257,OM2838366257,Delta Foods
O1,INV-OMN-500097,2026,3,230000,Invoice,2026-06-19,2026-06-22,OMR,1.0,-1197.198,S5,OM2838366257,OM2838366257,Delta Foods
O2,INV-OMN-500098,2026,1,140000,Invoice,2026-07-10,2026-07-11,OMR,1.0,24581.344,S5,OM5647733271,OM5647733271,Al Noor Distribution
O2,INV-OMN-500098,2026,2,410000,Invoice,2026-07-10,2026-07-11,OMR,1.0,-23410.804,S5,OM5647733271,OM5647733271,Al Noor Distribution
O2,INV-OMN-500098,2026,3,230000,Invoice,2026-07-10,2026-07-11,OMR,1.0,-1170.540,S5,OM5647733271,OM5647733271,Al Noor Distribution
O2,INV-OMN-500100,2026,1,140000,Invoice,2026-06-27,2026-06-28,OMR,1.0,19136.523,S5,OM5275232475,OM5275232475,Horizon FMCG
O2,INV-OMN-500100,2026,2,410000,Invoice,2026-06-27,2026-06-28,OMR,1.0,-18225.260,S5,OM5275232475,OM5275232475,Horizon FMCG
O2,INV-OMN-500100,2026,3,230000,Invoice,2026-06-27,2026-06-28,OMR,1.0,-911.263,S5,OM5275232475,OM5275232475,Horizon FMCG
O1,INV-OMN-500102,2026,1,140000,Invoice,2026-07-08,2026-07-09,OMR,1.0,7012.911,S5,OM3619692206,OM3619692206,Gulf Mega Stores
O1,INV-OMN-500102,2026,2,410000,Invoice,2026-07-08,2026-07-09,OMR,1.0,-6678.963,S5,OM3619692206,OM3619692206,Gulf Mega Stores
O1,INV-OMN-500102,2026,3,230000,Invoice,2026-07-08,2026-07-09,OMR,1.0,-333.948,S5,OM3619692206,OM3619692206,Gulf Mega Stores
O2,INV-OMN-500105,2026,1,140000,Invoice,2026-06-24,2026-06-26,OMR,1.0,30522.868,S5,OM2485264972,OM2485264972,Marina Enterprises
O2,INV-OMN-500105,2026,2,410000,Invoice,2026-06-24,2026-06-26,OMR,1.0,-29069.398,S5,OM2485264972,OM2485264972,Marina Enterprises
O2,INV-OMN-500105,2026,3,230000,Invoice,2026-06-24,2026-06-26,OMR,1.0,-1453.470,S5,OM2485264972,OM2485264972,Marina Enterprises
O2,INV-OMN-500109,2026,1,140000,Invoice,2026-06-24,2026-06-28,OMR,1.0,21348.439,S5,OM3085796046,OM3085796046,Summit Traders
O2,INV-OMN-500109,2026,2,410000,Invoice,2026-06-24,2026-06-28,OMR,1.0,-20331.847,S5,OM3085796046,OM3085796046,Summit Traders
O2,INV-OMN-500109,2026,3,230000,Invoice,2026-06-24,2026-06-28,OMR,1.0,-1016.592,S5,OM3085796046,OM3085796046,Summit Traders
O2,INV-OMN-500113,2026,1,140000,Invoice,2026-07-04,2026-07-05,OMR,1.0,24489.602,S5,OM0776009532,OM0776009532,Marina Enterprises
O2,INV-OMN-500113,2026,2,410000,Invoice,2026-07-04,2026-07-05,OMR,1.0,-23323.430,S5,OM0776009532,OM0776009532,Marina Enterprises
O2,INV-OMN-500113,2026,3,230000,Invoice,2026-07-04,2026-07-05,OMR,1.0,-1166.172,S5,OM0776009532,OM0776009532,Marina Enterprises
O1,INV-OMN-500114,2026,1,140000,Invoice,2026-07-04,2026-07-08,OMR,1.0,31978.051,S5,OM9105141876,OM9105141876,Cedar Supplies Co.
O1,INV-OMN-500114,2026,2,410000,Invoice,2026-07-04,2026-07-08,OMR,1.0,-30455.287,S5,OM9105141876,OM9105141876,Cedar Supplies Co.
O1,INV-OMN-500114,2026,3,230000,Invoice,2026-07-04,2026-07-08,OMR,1.0,-1522.764,S5,OM9105141876,OM9105141876,Cedar Supplies Co.
O2,INV-OMN-500115,2026,1,140000,Invoice,2026-06-23,2026-06-23,OMR,1.0,27963.865,S5,OM1471206754,OM1471206754,Al Noor Distribution
O2,INV-OMN-500115,2026,2,410000,Invoice,2026-06-23,2026-06-23,OMR,1.0,-26632.252,S5,OM1471206754,OM1471206754,Al Noor Distribution
O2,INV-OMN-500115,2026,3,230000,Invoice,2026-06-23,2026-06-23,OMR,1.0,-1331.613,S5,OM1471206754,OM1471206754,Al Noor Distribution
O1,INV-OMN-500117,2026,1,140000,Invoice,2026-07-01,2026-07-03,OMR,1.0,21006.240,S5,OM5336105051,OM5336105051,Cedar Supplies Co.
O1,INV-OMN-500117,2026,2,410000,Invoice,2026-07-01,2026-07-03,OMR,1.0,-20005.943,S5,OM5336105051,OM5336105051,Cedar Supplies Co.
O1,INV-OMN-500117,2026,3,230000,Invoice,2026-07-01,2026-07-03,OMR,1.0,-1000.297,S5,OM5336105051,OM5336105051,Cedar Supplies Co.
O1,INV-OMN-500129,2026,1,140000,Credit Note,2026-06-22,2026-06-24,OMR,1.0,-35501.341,S5,OM2164242715,OM2164242715,Al Noor Distribution
O1,INV-OMN-500129,2026,2,410000,Credit Note,2026-06-22,2026-06-24,OMR,1.0,33810.801,S5,OM2164242715,OM2164242715,Al Noor Distribution
O1,INV-OMN-500129,2026,3,230000,Credit Note,2026-06-22,2026-06-24,OMR,1.0,1690.540,S5,OM2164242715,OM2164242715,Al Noor Distribution
