BUKRS,BELNR,GJAHR,BUZEI,HKONT,BLART,BLDAT,BUDAT,WAERS,KURSF,DMBTR_SIGNED,MWSKZ,KUNNR,STCEG,NAME1,PRCTR
1100,C2CF2,2026,1,110000,BV,2026-06-22,2026-06-22,MYR,1.0,432.00,SST-S,,,,STORE02
1100,C2CF2,2026,2,400000,BV,2026-06-22,2026-06-22,MYR,1.0,-400.00,SST-S,,,,STORE02
1100,C2CF2,2026,3,230000,BV,2026-06-22,2026-06-22,MYR,1.0,-32.00,SST-S,,,,STORE02
1100,C2CF3,2026,1,110000,BV,2026-06-23,2026-06-23,MYR,1.0,445.50,SST-S,,,,STORE03
1100,C2CF3,2026,2,400000,BV,2026-06-23,2026-06-23,MYR,1.0,-412.50,SST-S,,,,STORE03
1100,C2CF3,2026,3,230000,BV,2026-06-23,2026-06-23,MYR,1.0,-33.00,SST-S,,,,STORE03
1100,C2CF4,2026,1,110000,BV,2026-06-24,2026-06-24,MYR,1.0,459.00,SST-S,,,,STORE04
1100,C2CF4,2026,2,400000,BV,2026-06-24,2026-06-24,MYR,1.0,-425.00,SST-S,,,,STORE04
1100,C2CF4,2026,3,230000,BV,2026-06-24,2026-06-24,MYR,1.0,-34.00,SST-S,,,,STORE04
1100,C2CF5,2026,1,110000,BV,2026-06-25,2026-06-25,MYR,1.0,472.50,SST-S,,,,STORE05
1100,C2CF5,2026,2,400000,BV,2026-06-25,2026-06-25,MYR,1.0,-437.50,SST-S,,,,STORE05
1100,C2CF5,2026,3,230000,BV,2026-06-25,2026-06-25,MYR,1.0,-35.00,SST-S,,,,STORE05
1100,C2CF6,2026,1,110000,BV,2026-06-26,2026-06-26,MYR,1.0,486.00,SST-S,,,,STORE06
1100,C2CF6,2026,2,400000,BV,2026-06-26,2026-06-26,MYR,1.0,-450.00,SST-S,,,,STORE06
1100,C2CF6,2026,3,230000,BV,2026-06-26,2026-06-26,MYR,1.0,-36.00,SST-S,,,,STORE06
1100,C2CF7,2026,1,110000,BV,2026-06-27,2026-06-27,MYR,1.0,499.50,SST-S,,,,STORE07
1100,C2CF7,2026,2,400000,BV,2026-06-27,2026-06-27,MYR,1.0,-462.50,SST-S,,,,STORE07
1100,C2CF7,2026,3,230000,BV,2026-06-27,2026-06-27,MYR,1.0,-37.00,SST-S,,,,STORE07
1100,C2CF8,2026,1,110000,BV,2026-06-20,2026-06-20,MYR,1.0,513.00,SST-S,,,,STORE08
1100,C2CF8,2026,2,400000,BV,2026-06-20,2026-06-20,MYR,1.0,-475.00,SST-S,,,,STORE08
1100,C2CF8,2026,3,230000,BV,2026-06-20,2026-06-20,MYR,1.0,-38.00,SST-S,,,,STORE08
1100,C2CF9,2026,1,110000,BV,2026-06-21,2026-06-21,MYR,1.0,526.50,SST-S,,,,STORE00
1100,C2CF9,2026,2,400000,BV,2026-06-21,2026-06-21,MYR,1.0,-487.50,SST-S,,,,STORE00
1100,C2CF9,2026,3,230000,BV,2026-06-21,2026-06-21,MYR,1.0,-39.00,SST-S,,,,STORE00
1100,C2CF10,2026,1,110000,BV,2026-06-22,2026-06-22,MYR,1.0,540.00,SST-S,,,,STORE01
1100,C2CF10,2026,2,400000,BV,2026-06-22,2026-06-22,MYR,1.0,-500.00,SST-S,,,,STORE01
1100,C2CF10,2026,3,230000,BV,2026-06-22,2026-06-22,MYR,1.0,-40.00,SST-S,,,,STORE01
1100,C2CF11,2026,1,110000,BV,2026-06-23,2026-06-23,MYR,1.0,553.50,SST-S,,,,STORE02
1100,C2CF11,2026,2,400000,BV,2026-06-23,2026-06-23,MYR,1.0,-512.50,SST-S,,,,STORE02
1100,C2CF11,2026,3,230000,BV,2026-06-23,2026-06-23,MYR,1.0,-41.00,SST-S,,,,STORE02
1100,C2CF12,2026,1,110000,BV,2026-06-24,2026-06-24,MYR,1.0,567.00,SST-S,,,,STORE03
1100,C2CF12,2026,2,400000,BV,2026-06-24,2026-06-24,MYR,1.0,-525.00,SST-S,,,,STORE03
1100,C2CF12,2026,3,230000,BV,2026-06-24,2026-06-24,MYR,1.0,-42.00,SST-S,,,,STORE03
1100,C2CF13,2026,1,110000,BV,2026-06-25,2026-06-25,MYR,1.0,580.50,SST-S,,,,STORE04
1100,C2CF13,2026,2,400000,BV,2026-06-25,2026-06-25,MYR,1.0,-537.50,SST-S,,,,STORE04
1100,C2CF13,2026,3,230000,BV,2026-06-25,2026-06-25,MYR,1.0,-43.00,SST-S,,,,STORE04
1100,C2CF14,2026,1,110000,BV,2026-06-26,2026-06-26,MYR,1.0,594.00,SST-S,,,,STORE05
1100,C2CF14,2026,2,400000,BV,2026-06-26,2026-06-26,MYR,1.0,-550.00,SST-S,,,,STORE05
1100,C2CF14,2026,3,230000,BV,2026-06-26,2026-06-26,MYR,1.0,-44.00,SST-S,,,,STORE05
1100,C2CF15,2026,1,110000,BV,2026-06-27,2026-06-27,MYR,1.0,607.50,SST-S,,,,STORE06
1100,C2CF15,2026,2,400000,BV,2026-06-27,2026-06-27,MYR,1.0,-562.50,SST-S,,,,STORE06
1100,C2CF15,2026,3,230000,BV,2026-06-27,2026-06-27,MYR,1.0,-45.00,SST-S,,,,STORE06
1100,C2CF16,2026,1,110000,BV,2026-06-20,2026-06-20,MYR,1.0,621.00,SST-S,,,,STORE07
1100,C2CF16,2026,2,400000,BV,2026-06-20,2026-06-20,MYR,1.0,-575.00,SST-S,,,,STORE07
1100,C2CF16,2026,3,230000,BV,2026-06-20,2026-06-20,MYR,1.0,-46.00,SST-S,,,,STORE07
1100,C2CF17,2026,1,110000,BV,2026-06-21,2026-06-21,MYR,1.0,634.50,SST-S,,,,STORE08
1100,C2CF17,2026,2,400000,BV,2026-06-21,2026-06-21,MYR,1.0,-587.50,SST-S,,,,STORE08
1100,C2CF17,2026,3,230000,BV,2026-06-21,2026-06-21,MYR,1.0,-47.00,SST-S,,,,STORE08
1100,C2CF18,2026,1,110000,BV,2026-06-22,2026-06-22,MYR,1.0,648.00,SST-S,,,,STORE00
1100,C2CF18,2026,2,400000,BV,2026-06-22,2026-06-22,MYR,1.0,-600.00,SST-S,,,,STORE00
1100,C2CF18,2026,3,230000,BV,2026-06-22,2026-06-22,MYR,1.0,-48.00,SST-S,,,,STORE00
1100,C2CF19,2026,1,110000,BV,2026-06-23,2026-06-23,MYR,1.0,661.50,SST-S,,,,STORE01
1100,C2CF19,2026,2,400000,BV,2026-06-23,2026-06-23,MYR,1.0,-612.50,SST-S,,,,STORE01
1100,C2CF19,2026,3,230000,BV,2026-06-23,2026-06-23,MYR,1.0,-49.00,SST-S,,,,STORE01
1100,C2CF20,2026,1,110000,BV,2026-06-24,2026-06-24,MYR,1.0,675.00,SST-S,,,,STORE02
1100,C2CF20,2026,2,400000,BV,2026-06-24,2026-06-24,MYR,1.0,-625.00,SST-S,,,,STORE02
1100,C2CF20,2026,3,230000,BV,2026-06-24,2026-06-24,MYR,1.0,-50.00,SST-S,,,,STORE02
1100,C2CF21,2026,1,110000,BV,2026-06-25,2026-06-25,MYR,1.0,688.50,SST-S,,,,STORE03
1100,C2CF21,2026,2,400000,BV,2026-06-25,2026-06-25,MYR,1.0,-637.50,SST-S,,,,STORE03
1100,C2CF21,2026,3,230000,BV,2026-06-25,2026-06-25,MYR,1.0,-51.00,SST-S,,,,STORE03
1100,C2CF22,2026,1,110000,BV,2026-06-26,2026-06-26,MYR,1.0,702.00,SST-S,,,,STORE04
1100,C2CF22,2026,2,400000,BV,2026-06-26,2026-06-26,MYR,1.0,-650.00,SST-S,,,,STORE04
1100,C2CF22,2026,3,230000,BV,2026-06-26,2026-06-26,MYR,1.0,-52.00,SST-S,,,,STORE04
1100,C2CF23,2026,1,110000,BV,2026-06-27,2026-06-27,MYR,1.0,715.50,SST-S,,,,STORE05
1100,C2CF23,2026,2,400000,BV,2026-06-27,2026-06-27,MYR,1.0,-662.50,SST-S,,,,STORE05
1100,C2CF23,2026,3,230000,BV,2026-06-27,2026-06-27,MYR,1.0,-53.00,SST-S,,,,STORE05
1100,C2CF24,2026,1,110000,BV,2026-06-20,2026-06-20,MYR,1.0,729.00,SST-S,,,,STORE06
1100,C2CF24,2026,2,400000,BV,2026-06-20,2026-06-20,MYR,1.0,-675.00,SST-S,,,,STORE06
1100,C2CF24,2026,3,230000,BV,2026-06-20,2026-06-20,MYR,1.0,-54.00,SST-S,,,,STORE06
1100,C2CF25,2026,1,110000,BV,2026-06-21,2026-06-21,MYR,1.0,742.50,SST-S,,,,STORE07
1100,C2CF25,2026,2,400000,BV,2026-06-21,2026-06-21,MYR,1.0,-687.50,SST-S,,,,STORE07
1100,C2CF25,2026,3,230000,BV,2026-06-21,2026-06-21,MYR,1.0,-55.00,SST-S,,,,STORE07
1100,C2CF26,2026,1,110000,BV,2026-06-22,2026-06-22,MYR,1.0,756.00,SST-S,,,,STORE08
1100,C2CF26,2026,2,400000,BV,2026-06-22,2026-06-22,MYR,1.0,-700.00,SST-S,,,,STORE08
1100,C2CF26,2026,3,230000,BV,2026-06-22,2026-06-22,MYR,1.0,-56.00,SST-S,,,,STORE08
1100,C2CF27,2026,1,110000,BV,2026-06-23,2026-06-23,MYR,1.0,769.50,SST-S,,,,STORE00
1100,C2CF27,2026,2,400000,BV,2026-06-23,2026-06-23,MYR,1.0,-712.50,SST-S,,,,STORE00
1100,C2CF27,2026,3,230000,BV,2026-06-23,2026-06-23,MYR,1.0,-57.00,SST-S,,,,STORE00
1100,C2CF28,2026,1,110000,BV,2026-06-24,2026-06-24,MYR,1.0,783.00,SST-S,,,,STORE01
1100,C2CF28,2026,2,400000,BV,2026-06-24,2026-06-24,MYR,1.0,-725.00,SST-S,,,,STORE01
1100,C2CF28,2026,3,230000,BV,2026-06-24,2026-06-24,MYR,1.0,-58.00,SST-S,,,,STORE01
1100,C2CF29,2026,1,110000,BV,2026-06-25,2026-06-25,MYR,1.0,796.50,SST-S,,,,STORE02
1100,C2CF29,2026,2,400000,BV,2026-06-25,2026-06-25,MYR,1.0,-737.50,SST-S,,,,STORE02
1100,C2CF29,2026,3,230000,BV,2026-06-25,2026-06-25,MYR,1.0,-59.00,SST-S,,,,STORE02
1100,C2CF30,2026,1,110000,BV,2026-06-26,2026-06-26,MYR,1.0,810.00,SST-S,,,,STORE03
1100,C2CF30,2026,2,400000,BV,2026-06-26,2026-06-26,MYR,1.0,-750.00,SST-S,,,,STORE03
1100,C2CF30,2026,3,230000,BV,2026-06-26,2026-06-26,MYR,1.0,-60.00,SST-S,,,,STORE03
1100,C2CF31,2026,1,110000,BV,2026-06-27,2026-06-27,MYR,1.0,823.50,SST-S,,,,STORE04
1100,C2CF31,2026,2,400000,BV,2026-06-27,2026-06-27,MYR,1.0,-762.50,SST-S,,,,STORE04
1100,C2CF31,2026,3,230000,BV,2026-06-27,2026-06-27,MYR,1.0,-61.00,SST-S,,,,STORE04
1100,C2CF32,2026,1,110000,BV,2026-06-20,2026-06-20,MYR,1.0,837.00,SST-S,,,,STORE05
1100,C2CF32,2026,2,400000,BV,2026-06-20,2026-06-20,MYR,1.0,-775.00,SST-S,,,,STORE05
1100,C2CF32,2026,3,230000,BV,2026-06-20,2026-06-20,MYR,1.0,-62.00,SST-S,,,,STORE05
1100,C2CF33,2026,1,110000,BV,2026-06-21,2026-06-21,MYR,1.0,850.50,SST-S,,,,STORE06
1100,C2CF33,2026,2,400000,BV,2026-06-21,2026-06-21,MYR,1.0,-787.50,SST-S,,,,STORE06
1100,C2CF33,2026,3,230000,BV,2026-06-21,2026-06-21,MYR,1.0,-63.00,SST-S,,,,STORE06
1100,C2CF34,2026,1,110000,BV,2026-06-22,2026-06-22,MYR,1.0,864.00,SST-S,,,,STORE07
1100,C2CF34,2026,2,400000,BV,2026-06-22,2026-06-22,MYR,1.0,-800.00,SST-S,,,,STORE07
1100,C2CF34,2026,3,230000,BV,2026-06-22,2026-06-22,MYR,1.0,-64.00,SST-S,,,,STORE07
1100,C2CF35,2026,1,110000,BV,2026-06-23,2026-06-23,MYR,1.0,877.50,SST-S,,,,STORE08
1100,C2CF35,2026,2,400000,BV,2026-06-23,2026-06-23,MYR,1.0,-812.50,SST-S,,,,STORE08
1100,C2CF35,2026,3,230000,BV,2026-06-23,2026-06-23,MYR,1.0,-65.00,SST-S,,,,STORE08
1100,C2CF36,2026,1,110000,BV,2026-06-24,2026-06-24,MYR,1.0,891.00,SST-S,,,,STORE00
1100,C2CF36,2026,2,400000,BV,2026-06-24,2026-06-24,MYR,1.0,-825.00,SST-S,,,,STORE00
1100,C2CF36,2026,3,230000,BV,2026-06-24,2026-06-24,MYR,1.0,-66.00,SST-S,,,,STORE00
1100,C2CF37,2026,1,110000,BV,2026-06-25,2026-06-25,MYR,1.0,904.50,SST-S,,,,STORE01
1100,C2CF37,2026,2,400000,BV,2026-06-25,2026-06-25,MYR,1.0,-837.50,SST-S,,,,STORE01
1100,C2CF37,2026,3,230000,BV,2026-06-25,2026-06-25,MYR,1.0,-67.00,SST-S,,,,STORE01
1100,C2CF38,2026,1,110000,BV,2026-06-26,2026-06-26,MYR,1.0,918.00,SST-S,,,,STORE02
1100,C2CF38,2026,2,400000,BV,2026-06-26,2026-06-26,MYR,1.0,-850.00,SST-S,,,,STORE02
1100,C2CF38,2026,3,230000,BV,2026-06-26,2026-06-26,MYR,1.0,-68.00,SST-S,,,,STORE02
1100,C2CF39,2026,1,110000,BV,2026-06-27,2026-06-27,MYR,1.0,931.50,SST-S,,,,STORE03
1100,C2CF39,2026,2,400000,BV,2026-06-27,2026-06-27,MYR,1.0,-862.50,SST-S,,,,STORE03
1100,C2CF39,2026,3,230000,BV,2026-06-27,2026-06-27,MYR,1.0,-69.00,SST-S,,,,STORE03
1100,C2CF40,2026,1,110000,BV,2026-06-20,2026-06-20,MYR,1.0,945.00,SST-S,,,,STORE04
1100,C2CF40,2026,2,400000,BV,2026-06-20,2026-06-20,MYR,1.0,-875.00,SST-S,,,,STORE04
1100,C2CF40,2026,3,230000,BV,2026-06-20,2026-06-20,MYR,1.0,-70.00,SST-S,,,,STORE04
1100,C2CF41,2026,1,110000,BV,2026-06-21,2026-06-21,MYR,1.0,958.50,SST-S,,,,STORE05
1100,C2CF41,2026,2,400000,BV,2026-06-21,2026-06-21,MYR,1.0,-887.50,SST-S,,,,STORE05
1100,C2CF41,2026,3,230000,BV,2026-06-21,2026-06-21,MYR,1.0,-71.00,SST-S,,,,STORE05
1100,C2CF42,2026,1,110000,BV,2026-06-22,2026-06-22,MYR,1.0,972.00,SST-S,,,,STORE06
1100,C2CF42,2026,2,400000,BV,2026-06-22,2026-06-22,MYR,1.0,-900.00,SST-S,,,,STORE06
1100,C2CF42,2026,3,230000,BV,2026-06-22,2026-06-22,MYR,1.0,-72.00,SST-S,,,,STORE06
1100,C2CF43,2026,1,110000,BV,2026-06-23,2026-06-23,MYR,1.0,985.50,SST-S,,,,STORE07
1100,C2CF43,2026,2,400000,BV,2026-06-23,2026-06-23,MYR,1.0,-912.50,SST-S,,,,STORE07
1100,C2CF43,2026,3,230000,BV,2026-06-23,2026-06-23,MYR,1.0,-73.00,SST-S,,,,STORE07
1100,C2CF44,2026,1,110000,BV,2026-06-24,2026-06-24,MYR,1.0,999.00,SST-S,,,,STORE08
1100,C2CF44,2026,2,400000,BV,2026-06-24,2026-06-24,MYR,1.0,-925.00,SST-S,,,,STORE08
1100,C2CF44,2026,3,230000,BV,2026-06-24,2026-06-24,MYR,1.0,-74.00,SST-S,,,,STORE08
1100,C2CF45,2026,1,110000,BV,2026-06-25,2026-06-25,MYR,1.0,1012.50,SST-S,,,,STORE00
1100,C2CF45,2026,2,400000,BV,2026-06-25,2026-06-25,MYR,1.0,-937.50,SST-S,,,,STORE00
1100,C2CF45,2026,3,230000,BV,2026-06-25,2026-06-25,MYR,1.0,-75.00,SST-S,,,,STORE00
1100,C2CF46,2026,1,110000,BV,2026-06-26,2026-06-26,MYR,1.0,1026.00,SST-S,,,,STORE01
1100,C2CF46,2026,2,400000,BV,2026-06-26,2026-06-26,MYR,1.0,-950.00,SST-S,,,,STORE01
1100,C2CF46,2026,3,230000,BV,2026-06-26,2026-06-26,MYR,1.0,-76.00,SST-S,,,,STORE01
1100,C2CF47,2026,1,110000,BV,2026-06-27,2026-06-27,MYR,1.0,1039.50,SST-S,,,,STORE02
1100,C2CF47,2026,2,400000,BV,2026-06-27,2026-06-27,MYR,1.0,-962.50,SST-S,,,,STORE02
1100,C2CF47,2026,3,230000,BV,2026-06-27,2026-06-27,MYR,1.0,-77.00,SST-S,,,,STORE02
1100,C2CF48,2026,1,110000,BV,2026-06-20,2026-06-20,MYR,1.0,1053.00,SST-S,,,,STORE03
1100,C2CF48,2026,2,400000,BV,2026-06-20,2026-06-20,MYR,1.0,-975.00,SST-S,,,,STORE03
1100,C2CF48,2026,3,230000,BV,2026-06-20,2026-06-20,MYR,1.0,-78.00,SST-S,,,,STORE03
1100,C2CF49,2026,1,110000,BV,2026-06-21,2026-06-21,MYR,1.0,1066.50,SST-S,,,,STORE04
1100,C2CF49,2026,2,400000,BV,2026-06-21,2026-06-21,MYR,1.0,-987.50,SST-S,,,,STORE04
1100,C2CF49,2026,3,230000,BV,2026-06-21,2026-06-21,MYR,1.0,-79.00,SST-S,,,,STORE04
1100,C2CF50,2026,1,110000,BV,2026-06-22,2026-06-22,MYR,1.0,1080.00,SST-S,,,,STORE05
1100,C2CF50,2026,2,400000,BV,2026-06-22,2026-06-22,MYR,1.0,-1000.00,SST-S,,,,STORE05
1100,C2CF50,2026,3,230000,BV,2026-06-22,2026-06-22,MYR,1.0,-80.00,SST-S,,,,STORE05
1100,C2CF51,2026,1,110000,BV,2026-06-23,2026-06-23,MYR,1.0,1093.50,SST-S,,,,STORE06
1100,C2CF51,2026,2,400000,BV,2026-06-23,2026-06-23,MYR,1.0,-1012.50,SST-S,,,,STORE06
1100,C2CF51,2026,3,230000,BV,2026-06-23,2026-06-23,MYR,1.0,-81.00,SST-S,,,,STORE06
1100,C2CF52,2026,1,110000,BV,2026-06-24,2026-06-24,MYR,1.0,1107.00,SST-S,,,,STORE07
1100,C2CF52,2026,2,400000,BV,2026-06-24,2026-06-24,MYR,1.0,-1025.00,SST-S,,,,STORE07
1100,C2CF52,2026,3,230000,BV,2026-06-24,2026-06-24,MYR,1.0,-82.00,SST-S,,,,STORE07
1100,C2CF53,2026,1,110000,BV,2026-06-25,2026-06-25,MYR,1.0,1120.50,SST-S,,,,STORE08
1100,C2CF53,2026,2,400000,BV,2026-06-25,2026-06-25,MYR,1.0,-1037.50,SST-S,,,,STORE08
1100,C2CF53,2026,3,230000,BV,2026-06-25,2026-06-25,MYR,1.0,-83.00,SST-S,,,,STORE08
1100,C2CF54,2026,1,110000,BV,2026-06-26,2026-06-26,MYR,1.0,1134.00,SST-S,,,,STORE00
1100,C2CF54,2026,2,400000,BV,2026-06-26,2026-06-26,MYR,1.0,-1050.00,SST-S,,,,STORE00
1100,C2CF54,2026,3,230000,BV,2026-06-26,2026-06-26,MYR,1.0,-84.00,SST-S,,,,STORE00
1100,C2CF55,2026,1,110000,BV,2026-06-27,2026-06-27,MYR,1.0,1147.50,SST-S,,,,STORE01
1100,C2CF55,2026,2,400000,BV,2026-06-27,2026-06-27,MYR,1.0,-1062.50,SST-S,,,,STORE01
1100,C2CF55,2026,3,230000,BV,2026-06-27,2026-06-27,MYR,1.0,-85.00,SST-S,,,,STORE01
1100,C2CF56,2026,1,110000,BV,2026-06-20,2026-06-20,MYR,1.0,1161.00,SST-S,,,,STORE02
1100,C2CF56,2026,2,400000,BV,2026-06-20,2026-06-20,MYR,1.0,-1075.00,SST-S,,,,STORE02
1100,C2CF56,2026,3,230000,BV,2026-06-20,2026-06-20,MYR,1.0,-86.00,SST-S,,,,STORE02
1100,C2CF57,2026,1,110000,BV,2026-06-21,2026-06-21,MYR,1.0,1174.50,SST-S,,,,STORE03
1100,C2CF57,2026,2,400000,BV,2026-06-21,2026-06-21,MYR,1.0,-1087.50,SST-S,,,,STORE03
1100,C2CF57,2026,3,230000,BV,2026-06-21,2026-06-21,MYR,1.0,-87.00,SST-S,,,,STORE03
1100,C2CF58,2026,1,110000,BV,2026-06-22,2026-06-22,MYR,1.0,1188.00,SST-S,,,,STORE04
1100,C2CF58,2026,2,400000,BV,2026-06-22,2026-06-22,MYR,1.0,-1100.00,SST-S,,,,STORE04
1100,C2CF58,2026,3,230000,BV,2026-06-22,2026-06-22,MYR,1.0,-88.00,SST-S,,,,STORE04
1100,C2CF59,2026,1,110000,BV,2026-06-23,2026-06-23,MYR,1.0,1201.50,SST-S,,,,STORE05
1100,C2CF59,2026,2,400000,BV,2026-06-23,2026-06-23,MYR,1.0,-1112.50,SST-S,,,,STORE05
1100,C2CF59,2026,3,230000,BV,2026-06-23,2026-06-23,MYR,1.0,-89.00,SST-S,,,,STORE05
1100,C2CF60,2026,1,110000,BV,2026-06-24,2026-06-24,MYR,1.0,1215.00,SST-S,,,,STORE06
1100,C2CF60,2026,2,400000,BV,2026-06-24,2026-06-24,MYR,1.0,-1125.00,SST-S,,,,STORE06
1100,C2CF60,2026,3,230000,BV,2026-06-24,2026-06-24,MYR,1.0,-90.00,SST-S,,,,STORE06
