supplierCompanyCode,irn,invoiceNumber,supplierTin,documentType,issueDate,clearanceDate,status,uuid,currency,taxableAmount,taxAmount,totalAmount,taxScheme,buyerTin,buyerName,isConsolidated
1100,C2CF3,C2CF3,MYSUP0000001,INV,2026-06-23,2026-06-23,CLEARED,uuid-C2CF3,MYR,412.50,33.00,445.50,SST-S,,,false
1100,C2CF4,C2CF4,MYSUP0000001,INV,2026-06-24,2026-06-24,CLEARED,uuid-C2CF4,MYR,425.00,34.00,459.00,SST-S,,,false
1100,C2CF5,C2CF5,MYSUP0000001,INV,2026-06-25,2026-06-25,CLEARED,uuid-C2CF5,MYR,437.50,35.00,472.50,SST-S,,,false
1100,C2CF6,C2CF6,MYSUP0000001,INV,2026-06-26,2026-06-26,CLEARED,uuid-C2CF6,MYR,450.00,36.00,486.00,SST-S,,,false
1100,C2CF7,C2CF7,MYSUP0000001,INV,2026-06-27,2026-06-27,CLEARED,uuid-C2CF7,MYR,462.50,37.00,499.50,SST-S,,,false
1100,C2CF8,C2CF8,MYSUP0000001,INV,2026-06-20,2026-06-20,CLEARED,uuid-C2CF8,MYR,475.00,38.00,513.00,SST-S,,,false
1100,C2CF9,C2CF9,MYSUP0000001,INV,2026-06-21,2026-06-21,CLEARED,uuid-C2CF9,MYR,487.50,39.00,526.50,SST-S,,,false
1100,C2CF10,C2CF10,MYSUP0000001,INV,2026-06-22,2026-06-22,CLEARED,uuid-C2CF10,MYR,500.00,40.00,540.00,SST-S,,,false
1100,C2CF11,C2CF11,MYSUP0000001,INV,2026-06-23,2026-06-23,CLEARED,uuid-C2CF11,MYR,512.50,41.00,553.50,SST-S,,,false
1100,C2CF12,C2CF12,MYSUP0000001,INV,2026-06-24,2026-06-24,CLEARED,uuid-C2CF12,MYR,525.00,42.00,567.00,SST-S,,,false
1100,C2CF13,C2CF13,MYSUP0000001,INV,2026-06-25,2026-06-25,CLEARED,uuid-C2CF13,MYR,537.50,43.00,580.50,SST-S,,,false
1100,C2CF14,C2CF14,MYSUP0000001,INV,2026-06-26,2026-06-26,CLEARED,uuid-C2CF14,MYR,550.00,44.00,594.00,SST-S,,,false
1100,C2CF15,C2CF15,MYSUP0000001,INV,2026-06-27,2026-06-27,CLEARED,uuid-C2CF15,MYR,562.50,45.00,607.50,SST-S,,,false
1100,C2CF16,C2CF16,MYSUP0000001,INV,2026-06-20,2026-06-20,CLEARED,uuid-C2CF16,MYR,575.00,46.00,621.00,SST-S,,,false
1100,C2CF17,C2CF17,MYSUP0000001,INV,2026-06-21,2026-06-21,CLEARED,uuid-C2CF17,MYR,587.50,47.00,634.50,SST-S,,,false
1100,C2CF18,C2CF18,MYSUP0000001,INV,2026-06-22,2026-06-22,CLEARED,uuid-C2CF18,MYR,600.00,48.00,648.00,SST-S,,,false
1100,C2CF19,C2CF19,MYSUP0000001,INV,2026-06-23,2026-06-23,CLEARED,uuid-C2CF19,MYR,612.50,49.00,661.50,SST-S,,,false
1100,C2CF20,C2CF20,MYSUP0000001,INV,2026-06-24,2026-06-24,CLEARED,uuid-C2CF20,MYR,625.00,50.00,675.00,SST-S,,,false
1100,C2CF21,C2CF21,MYSUP0000001,INV,2026-06-25,2026-06-25,CLEARED,uuid-C2CF21,MYR,637.50,51.00,688.50,SST-S,,,false
1100,C2CF22,C2CF22,MYSUP0000001,INV,2026-06-26,2026-06-26,CLEARED,uuid-C2CF22,MYR,650.00,52.00,702.00,SST-S,,,false
1100,C2CF23,C2CF23,MYSUP0000001,INV,2026-06-27,2026-06-27,CLEARED,uuid-C2CF23,MYR,662.50,53.00,715.50,SST-S,,,false
1100,C2CF24,C2CF24,MYSUP0000001,INV,2026-06-20,2026-06-20,CLEARED,uuid-C2CF24,MYR,675.00,54.00,729.00,SST-S,,,false
1100,C2CF25,C2CF25,MYSUP0000001,INV,2026-06-21,2026-06-21,CLEARED,uuid-C2CF25,MYR,687.50,55.00,742.50,SST-S,,,false
1100,C2CF26,C2CF26,MYSUP0000001,INV,2026-06-22,2026-06-22,CLEARED,uuid-C2CF26,MYR,700.00,56.00,756.00,SST-S,,,false
1100,C2CF27,C2CF27,MYSUP0000001,INV,2026-06-23,2026-06-23,CLEARED,uuid-C2CF27,MYR,712.50,57.00,769.50,SST-S,,,false
1100,C2CF28,C2CF28,MYSUP0000001,INV,2026-06-24,2026-06-24,CLEARED,uuid-C2CF28,MYR,725.00,58.00,783.00,SST-S,,,false
1100,C2CF29,C2CF29,MYSUP0000001,INV,2026-06-25,2026-06-25,CLEARED,uuid-C2CF29,MYR,737.50,59.00,796.50,SST-S,,,false
1100,C2CF30,C2CF30,MYSUP0000001,INV,2026-06-26,2026-06-26,CLEARED,uuid-C2CF30,MYR,750.00,60.00,810.00,SST-S,,,false
1100,C2CF31,C2CF31,MYSUP0000001,INV,2026-06-27,2026-06-27,CLEARED,uuid-C2CF31,MYR,762.50,61.00,823.50,SST-S,,,false
1100,C2CF32,C2CF32,MYSUP0000001,INV,2026-06-20,2026-06-20,CLEARED,uuid-C2CF32,MYR,775.00,62.00,837.00,SST-S,,,false
1100,C2CF33,C2CF33,MYSUP0000001,INV,2026-06-21,2026-06-21,CLEARED,uuid-C2CF33,MYR,787.50,63.00,850.50,SST-S,,,false
1100,C2CF34,C2CF34,MYSUP0000001,INV,2026-06-22,2026-06-22,CLEARED,uuid-C2CF34,MYR,800.00,64.00,864.00,SST-S,,,false
1100,C2CF35,C2CF35,MYSUP0000001,INV,2026-06-23,2026-06-23,CLEARED,uuid-C2CF35,MYR,812.50,65.00,877.50,SST-S,,,false
1100,C2CF36,C2CF36,MYSUP0000001,INV,2026-06-24,2026-06-24,CLEARED,uuid-C2CF36,MYR,825.00,66.00,891.00,SST-S,,,false
1100,C2CF37,C2CF37,MYSUP0000001,INV,2026-06-25,2026-06-25,CLEARED,uuid-C2CF37,MYR,837.50,67.00,904.50,SST-S,,,false
1100,C2CF38,C2CF38,MYSUP0000001,INV,2026-06-26,2026-06-26,CLEARED,uuid-C2CF38,MYR,850.00,68.00,918.00,SST-S,,,false
1100,C2CF39,C2CF39,MYSUP0000001,INV,2026-06-27,2026-06-27,CLEARED,uuid-C2CF39,MYR,862.50,69.00,931.50,SST-S,,,false
1100,C2CF40,C2CF40,MYSUP0000001,INV,2026-06-20,2026-06-20,CLEARED,uuid-C2CF40,MYR,875.00,70.00,945.00,SST-S,,,false
1100,C2CF41,C2CF41,MYSUP0000001,INV,2026-06-21,2026-06-21,CLEARED,uuid-C2CF41,MYR,887.50,71.00,958.50,SST-S,,,false
1100,C2CF42,C2CF42,MYSUP0000001,INV,2026-06-22,2026-06-22,CLEARED,uuid-C2CF42,MYR,900.00,72.00,972.00,SST-S,,,false
1100,C2CF43,C2CF43,MYSUP0000001,INV,2026-06-23,2026-06-23,CLEARED,uuid-C2CF43,MYR,912.50,73.00,985.50,SST-S,,,false
1100,C2CF44,C2CF44,MYSUP0000001,INV,2026-06-24,2026-06-24,CLEARED,uuid-C2CF44,MYR,925.00,74.00,999.00,SST-S,,,false
1100,C2CF45,C2CF45,MYSUP0000001,INV,2026-06-25,2026-06-25,CLEARED,uuid-C2CF45,MYR,937.50,75.00,1012.50,SST-S,,,false
1100,C2CF46,C2CF46,MYSUP0000001,INV,2026-06-26,2026-06-26,CLEARED,uuid-C2CF46,MYR,950.00,76.00,1026.00,SST-S,,,false
1100,C2CF47,C2CF47,MYSUP0000001,INV,2026-06-27,2026-06-27,CLEARED,uuid-C2CF47,MYR,962.50,77.00,1039.50,SST-S,,,false
1100,C2CF48,C2CF48,MYSUP0000001,INV,2026-06-20,2026-06-20,CLEARED,uuid-C2CF48,MYR,975.00,78.00,1053.00,SST-S,,,false
1100,C2CF49,C2CF49,MYSUP0000001,INV,2026-06-21,2026-06-21,CLEARED,uuid-C2CF49,MYR,987.50,79.00,1066.50,SST-S,,,false
1100,C2CF50,C2CF50,MYSUP0000001,INV,2026-06-22,2026-06-22,CLEARED,uuid-C2CF50,MYR,1000.00,80.00,1080.00,SST-S,,,false
1100,C2CF51,C2CF51,MYSUP0000001,INV,2026-06-23,2026-06-23,CLEARED,uuid-C2CF51,MYR,1012.50,81.00,1093.50,SST-S,,,false
1100,C2CF52,C2CF52,MYSUP0000001,INV,2026-06-24,2026-06-24,CLEARED,uuid-C2CF52,MYR,1025.00,82.00,1107.00,SST-S,,,false
1100,C2CF53,C2CF53,MYSUP0000001,INV,2026-06-25,2026-06-25,CLEARED,uuid-C2CF53,MYR,1037.50,83.00,1120.50,SST-S,,,false
1100,C2CF54,C2CF54,MYSUP0000001,INV,2026-06-26,2026-06-26,CLEARED,uuid-C2CF54,MYR,1050.00,84.00,1134.00,SST-S,,,false
1100,C2CF55,C2CF55,MYSUP0000001,INV,2026-06-27,2026-06-27,CLEARED,uuid-C2CF55,MYR,1062.50,85.00,1147.50,SST-S,,,false
1100,C2CF56,C2CF56,MYSUP0000001,INV,2026-06-20,2026-06-20,CLEARED,uuid-C2CF56,MYR,1075.00,86.00,1161.00,SST-S,,,false
1100,C2CF57,C2CF57,MYSUP0000001,INV,2026-06-21,2026-06-21,CLEARED,uuid-C2CF57,MYR,1087.50,87.00,1174.50,SST-S,,,false
1100,C2CF58,C2CF58,MYSUP0000001,INV,2026-06-22,2026-06-22,CLEARED,uuid-C2CF58,MYR,1100.00,88.00,1188.00,SST-S,,,false
1100,C2CF59,C2CF59,MYSUP0000001,INV,2026-06-23,2026-06-23,CLEARED,uuid-C2CF59,MYR,1112.50,89.00,1201.50,SST-S,,,false
1100,C2CF60,C2CF60,MYSUP0000001,INV,2026-06-24,2026-06-24,CLEARED,uuid-C2CF60,MYR,1125.00,90.00,1215.00,SST-S,,,false
1100,C2CF61,C2CF61,MYSUP0000001,INV,2026-06-25,2026-06-25,CLEARED,uuid-C2CF61,MYR,1137.50,91.00,1228.50,SST-S,,,false
1100,C2CF62,C2CF62,MYSUP0000001,INV,2026-06-26,2026-06-26,CLEARED,uuid-C2CF62,MYR,1150.00,92.00,1242.00,SST-S,,,false
1100,C2CF63,C2CF63,MYSUP0000001,INV,2026-06-27,2026-06-27,CLEARED,uuid-C2CF63,MYR,1162.50,93.00,1255.50,SST-S,,,false
1100,C2CF64,C2CF64,MYSUP0000001,INV,2026-06-20,2026-06-20,CLEARED,uuid-C2CF64,MYR,1175.00,94.00,1269.00,SST-S,,,false
1100,C2CF65,C2CF65,MYSUP0000001,INV,2026-06-21,2026-06-21,CLEARED,uuid-C2CF65,MYR,1187.50,95.00,1282.50,SST-S,,,false
1100,C2CF66,C2CF66,MYSUP0000001,INV,2026-06-22,2026-06-22,CLEARED,uuid-C2CF66,MYR,1200.00,96.00,1296.00,SST-S,,,false
1100,C2CF67,C2CF67,MYSUP0000001,INV,2026-06-23,2026-06-23,CLEARED,uuid-C2CF67,MYR,1212.50,97.00,1309.50,SST-S,,,false
1100,C2CF68,C2CF68,MYSUP0000001,INV,2026-06-24,2026-06-24,CLEARED,uuid-C2CF68,MYR,1225.00,98.00,1323.00,SST-S,,,false
1100,C2CF69,C2CF69,MYSUP0000001,INV,2026-06-25,2026-06-25,CLEARED,uuid-C2CF69,MYR,1237.50,99.00,1336.50,SST-S,,,false
1100,C2CF70,C2CF70,MYSUP0000001,INV,2026-06-26,2026-06-26,CLEARED,uuid-C2CF70,MYR,1250.00,100.00,1350.00,SST-S,,,false
1100,C2CF71,C2CF71,MYSUP0000001,INV,2026-06-27,2026-06-27,CLEARED,uuid-C2CF71,MYR,1262.50,101.00,1363.50,SST-S,,,false
1100,C2CF72,C2CF72,MYSUP0000001,INV,2026-06-20,2026-06-20,CLEARED,uuid-C2CF72,MYR,1275.00,102.00,1377.00,SST-S,,,false
1100,C2CF73,C2CF73,MYSUP0000001,INV,2026-06-21,2026-06-21,CLEARED,uuid-C2CF73,MYR,1287.50,103.00,1390.50,SST-S,,,false
1100,C2CF74,C2CF74,MYSUP0000001,INV,2026-06-22,2026-06-22,CLEARED,uuid-C2CF74,MYR,1300.00,104.00,1404.00,SST-S,,,false
1100,C2CF75,C2CF75,MYSUP0000001,INV,2026-06-23,2026-06-23,CLEARED,uuid-C2CF75,MYR,1312.50,105.00,1417.50,SST-S,,,false
1100,C2CF76,C2CF76,MYSUP0000001,INV,2026-06-24,2026-06-24,CLEARED,uuid-C2CF76,MYR,1325.00,106.00,1431.00,SST-S,,,false
1100,C2CF77,C2CF77,MYSUP0000001,INV,2026-06-25,2026-06-25,CLEARED,uuid-C2CF77,MYR,1337.50,107.00,1444.50,SST-S,,,false
1100,C2CF78,C2CF78,MYSUP0000001,INV,2026-06-26,2026-06-26,CLEARED,uuid-C2CF78,MYR,1350.00,108.00,1458.00,SST-S,,,false
1100,C2CF79,C2CF79,MYSUP0000001,INV,2026-06-27,2026-06-27,CLEARED,uuid-C2CF79,MYR,1362.50,109.00,1471.50,SST-S,,,false
1100,C2CF80,C2CF80,MYSUP0000001,INV,2026-06-20,2026-06-20,CLEARED,uuid-C2CF80,MYR,1375.00,110.00,1485.00,SST-S,,,false
1100,C2CF81,C2CF81,MYSUP0000001,INV,2026-06-21,2026-06-21,CLEARED,uuid-C2CF81,MYR,1387.50,111.00,1498.50,SST-S,,,false
1100,C2CF82,C2CF82,MYSUP0000001,INV,2026-06-22,2026-06-22,CLEARED,uuid-C2CF82,MYR,1400.00,112.00,1512.00,SST-S,,,false
1100,C2CF83,C2CF83,MYSUP0000001,INV,2026-06-23,2026-06-23,CLEARED,uuid-C2CF83,MYR,1412.50,113.00,1525.50,SST-S,,,false
1100,C2CF84,C2CF84,MYSUP0000001,INV,2026-06-24,2026-06-24,CLEARED,uuid-C2CF84,MYR,1425.00,114.00,1539.00,SST-S,,,false
1100,C2CF85,C2CF85,MYSUP0000001,INV,2026-06-25,2026-06-25,CLEARED,uuid-C2CF85,MYR,1437.50,115.00,1552.50,SST-S,,,false
1100,C2CF86,C2CF86,MYSUP0000001,INV,2026-06-26,2026-06-26,CLEARED,uuid-C2CF86,MYR,1450.00,116.00,1566.00,SST-S,,,false
1100,C2CF87,C2CF87,MYSUP0000001,INV,2026-06-27,2026-06-27,CLEARED,uuid-C2CF87,MYR,1462.50,117.00,1579.50,SST-S,,,false
1100,C2CF88,C2CF88,MYSUP0000001,INV,2026-06-20,2026-06-20,CLEARED,uuid-C2CF88,MYR,1475.00,118.00,1593.00,SST-S,,,false
1100,C2CF89,C2CF89,MYSUP0000001,INV,2026-06-21,2026-06-21,CLEARED,uuid-C2CF89,MYR,1487.50,119.00,1606.50,SST-S,,,false
1100,C2CF90,C2CF90,MYSUP0000001,INV,2026-06-22,2026-06-22,CLEARED,uuid-C2CF90,MYR,1500.00,120.00,1620.00,SST-S,,,false
1100,C2CF91,C2CF91,MYSUP0000001,INV,2026-06-23,2026-06-23,CLEARED,uuid-C2CF91,MYR,1512.50,121.00,1633.50,SST-S,,,false
1100,C2CF92,C2CF92,MYSUP0000001,INV,2026-06-24,2026-06-24,CLEARED,uuid-C2CF92,MYR,1525.00,122.00,1647.00,SST-S,,,false
1100,C2CF93,C2CF93,MYSUP0000001,INV,2026-06-25,2026-06-25,CLEARED,uuid-C2CF93,MYR,1537.50,123.00,1660.50,SST-S,,,false
1100,C2CF94,C2CF94,MYSUP0000001,INV,2026-06-26,2026-06-26,CLEARED,uuid-C2CF94,MYR,1550.00,124.00,1674.00,SST-S,,,false
1100,C2CF95,C2CF95,MYSUP0000001,INV,2026-06-27,2026-06-27,CLEARED,uuid-C2CF95,MYR,1562.50,125.00,1687.50,SST-S,,,false
1100,C2CF96,C2CF96,MYSUP0000001,INV,2026-06-20,2026-06-20,CLEARED,uuid-C2CF96,MYR,1575.00,126.00,1701.00,SST-S,,,false
1100,C2CF97,C2CF97,MYSUP0000001,INV,2026-06-21,2026-06-21,CLEARED,uuid-C2CF97,MYR,1587.50,127.00,1714.50,SST-S,,,false
1100,C2CF98,C2CF98,MYSUP0000001,INV,2026-06-22,2026-06-22,CLEARED,uuid-C2CF98,MYR,1600.00,128.00,1728.00,SST-S,,,false
1100,C2CF99,C2CF99,MYSUP0000001,INV,2026-06-23,2026-06-23,CLEARED,uuid-C2CF99,MYR,1612.50,129.00,1741.50,SST-S,,,false
1100,C2CF100,C2CF100,MYSUP0000001,INV,2026-06-24,2026-06-24,CLEARED,uuid-C2CF100,MYR,1625.00,130.00,1755.00,SST-S,,,false
1100,C2CF101,C2CF101,MYSUP0000001,INV,2026-06-25,2026-06-25,CLEARED,uuid-C2CF101,MYR,1637.50,131.00,1768.50,SST-S,,,false
1100,C2CF102,C2CF102,MYSUP0000001,INV,2026-06-26,2026-06-26,CLEARED,uuid-C2CF102,MYR,1650.00,132.00,1782.00,SST-S,,,false
1100,C2CF103,C2CF103,MYSUP0000001,INV,2026-06-27,2026-06-27,CLEARED,uuid-C2CF103,MYR,1662.50,133.00,1795.50,SST-S,,,false
1100,C2CF104,C2CF104,MYSUP0000001,INV,2026-06-20,2026-06-20,CLEARED,uuid-C2CF104,MYR,1675.00,134.00,1809.00,SST-S,,,false
1100,C2CF105,C2CF105,MYSUP0000001,INV,2026-06-21,2026-06-21,CLEARED,uuid-C2CF105,MYR,1687.50,135.00,1822.50,SST-S,,,false
1100,C2CF106,C2CF106,MYSUP0000001,INV,2026-06-22,2026-06-22,CLEARED,uuid-C2CF106,MYR,1700.00,136.00,1836.00,SST-S,,,false
1100,C2CF107,C2CF107,MYSUP0000001,INV,2026-06-23,2026-06-23,CLEARED,uuid-C2CF107,MYR,1712.50,137.00,1849.50,SST-S,,,false
1100,C2CF108,C2CF108,MYSUP0000001,INV,2026-06-24,2026-06-24,CLEARED,uuid-C2CF108,MYR,1725.00,138.00,1863.00,SST-S,,,false
1100,C2CF109,C2CF109,MYSUP0000001,INV,2026-06-25,2026-06-25,CLEARED,uuid-C2CF109,MYR,1737.50,139.00,1876.50,SST-S,,,false
1100,C2CF110,C2CF110,MYSUP0000001,INV,2026-06-26,2026-06-26,CLEARED,uuid-C2CF110,MYR,1750.00,140.00,1890.00,SST-S,,,false
1100,C2CF111,C2CF111,MYSUP0000001,INV,2026-06-27,2026-06-27,CLEARED,uuid-C2CF111,MYR,1762.50,141.00,1903.50,SST-S,,,false
1100,C2CF112,C2CF112,MYSUP0000001,INV,2026-06-20,2026-06-20,CLEARED,uuid-C2CF112,MYR,1775.00,142.00,1917.00,SST-S,,,false
1100,C2CF113,C2CF113,MYSUP0000001,INV,2026-06-21,2026-06-21,CLEARED,uuid-C2CF113,MYR,1787.50,143.00,1930.50,SST-S,,,false
1100,C2CF114,C2CF114,MYSUP0000001,INV,2026-06-22,2026-06-22,CLEARED,uuid-C2CF114,MYR,1800.00,144.00,1944.00,SST-S,,,false
1100,C2CF115,C2CF115,MYSUP0000001,INV,2026-06-23,2026-06-23,CLEARED,uuid-C2CF115,MYR,1812.50,145.00,1957.50,SST-S,,,false
1100,C2CF116,C2CF116,MYSUP0000001,INV,2026-06-24,2026-06-24,CLEARED,uuid-C2CF116,MYR,1825.00,146.00,1971.00,SST-S,,,false
1100,C2CF117,C2CF117,MYSUP0000001,INV,2026-06-25,2026-06-25,CLEARED,uuid-C2CF117,MYR,1837.50,147.00,1984.50,SST-S,,,false
1100,C2CF118,C2CF118,MYSUP0000001,INV,2026-06-26,2026-06-26,CLEARED,uuid-C2CF118,MYR,1850.00,148.00,1998.00,SST-S,,,false
1100,C2CF119,C2CF119,MYSUP0000001,INV,2026-06-27,2026-06-27,CLEARED,uuid-C2CF119,MYR,1862.50,149.00,2011.50,SST-S,,,false
1100,C2CF120,C2CF120,MYSUP0000001,INV,2026-06-20,2026-06-20,CLEARED,uuid-C2CF120,MYR,1875.00,150.00,2025.00,SST-S,,,false
1100,C2CF121,C2CF121,MYSUP0000001,INV,2026-06-21,2026-06-21,CLEARED,uuid-C2CF121,MYR,1887.50,151.00,2038.50,SST-S,,,false
1100,C2CF122,C2CF122,MYSUP0000001,INV,2026-06-22,2026-06-22,CLEARED,uuid-C2CF122,MYR,1900.00,152.00,2052.00,SST-S,,,false
1100,C2CF123,C2CF123,MYSUP0000001,INV,2026-06-23,2026-06-23,CLEARED,uuid-C2CF123,MYR,1912.50,153.00,2065.50,SST-S,,,false
1100,C2CF124,C2CF124,MYSUP0000001,INV,2026-06-24,2026-06-24,CLEARED,uuid-C2CF124,MYR,1925.00,154.00,2079.00,SST-S,,,false
1100,C2CF125,C2CF125,MYSUP0000001,INV,2026-06-25,2026-06-25,CLEARED,uuid-C2CF125,MYR,1937.50,155.00,2092.50,SST-S,,,false
1100,C2CF126,C2CF126,MYSUP0000001,INV,2026-06-26,2026-06-26,CLEARED,uuid-C2CF126,MYR,1950.00,156.00,2106.00,SST-S,,,false
1100,C2CF127,C2CF127,MYSUP0000001,INV,2026-06-27,2026-06-27,CLEARED,uuid-C2CF127,MYR,1962.50,157.00,2119.50,SST-S,,,false
1100,C2CF128,C2CF128,MYSUP0000001,INV,2026-06-20,2026-06-20,CLEARED,uuid-C2CF128,MYR,1975.00,158.00,2133.00,SST-S,,,false
1100,C2CF129,C2CF129,MYSUP0000001,INV,2026-06-21,2026-06-21,CLEARED,uuid-C2CF129,MYR,1987.50,159.00,2146.50,SST-S,,,false
1100,C2CF130,C2CF130,MYSUP0000001,INV,2026-06-22,2026-06-22,CLEARED,uuid-C2CF130,MYR,2000.00,160.00,2160.00,SST-S,,,false
1100,C2CF131,C2CF131,MYSUP0000001,INV,2026-06-23,2026-06-23,CLEARED,uuid-C2CF131,MYR,2012.50,161.00,2173.50,SST-S,,,false
1100,C2CF132,C2CF132,MYSUP0000001,INV,2026-06-24,2026-06-24,CLEARED,uuid-C2CF132,MYR,2025.00,162.00,2187.00,SST-S,,,false
1100,C2CF133,C2CF133,MYSUP0000001,INV,2026-06-25,2026-06-25,CLEARED,uuid-C2CF133,MYR,2037.50,163.00,2200.50,SST-S,,,false
1100,C2CF134,C2CF134,MYSUP0000001,INV,2026-06-26,2026-06-26,CLEARED,uuid-C2CF134,MYR,2050.00,164.00,2214.00,SST-S,,,false
1100,C2CF135,C2CF135,MYSUP0000001,INV,2026-06-27,2026-06-27,CLEARED,uuid-C2CF135,MYR,2062.50,165.00,2227.50,SST-S,,,false
1100,C2CF136,C2CF136,MYSUP0000001,INV,2026-06-20,2026-06-20,CLEARED,uuid-C2CF136,MYR,2075.00,166.00,2241.00,SST-S,,,false
1100,C2CF137,C2CF137,MYSUP0000001,INV,2026-06-21,2026-06-21,CLEARED,uuid-C2CF137,MYR,2087.50,167.00,2254.50,SST-S,,,false
1100,C2CF138,C2CF138,MYSUP0000001,INV,2026-06-22,2026-06-22,CLEARED,uuid-C2CF138,MYR,2100.00,168.00,2268.00,SST-S,,,false
1100,C2CF139,C2CF139,MYSUP0000001,INV,2026-06-23,2026-06-23,CLEARED,uuid-C2CF139,MYR,2112.50,169.00,2281.50,SST-S,,,false
1100,C2CF140,C2CF140,MYSUP0000001,INV,2026-06-24,2026-06-24,CLEARED,uuid-C2CF140,MYR,2125.00,170.00,2295.00,SST-S,,,false
1100,C2CF141,C2CF141,MYSUP0000001,INV,2026-06-25,2026-06-25,CLEARED,uuid-C2CF141,MYR,2137.50,171.00,2308.50,SST-S,,,false
1100,C2CF142,C2CF142,MYSUP0000001,INV,2026-06-26,2026-06-26,CLEARED,uuid-C2CF142,MYR,2150.00,172.00,2322.00,SST-S,,,false
1100,C2CF143,C2CF143,MYSUP0000001,INV,2026-06-27,2026-06-27,CLEARED,uuid-C2CF143,MYR,2162.50,173.00,2335.50,SST-S,,,false
1100,C2CF144,C2CF144,MYSUP0000001,INV,2026-06-20,2026-06-20,CLEARED,uuid-C2CF144,MYR,2175.00,174.00,2349.00,SST-S,,,false
1100,C2CF145,C2CF145,MYSUP0000001,INV,2026-06-21,2026-06-21,CLEARED,uuid-C2CF145,MYR,2187.50,175.00,2362.50,SST-S,,,false
1100,C2CF146,C2CF146,MYSUP0000001,INV,2026-06-22,2026-06-22,CLEARED,uuid-C2CF146,MYR,2200.00,176.00,2376.00,SST-S,,,false
1100,C2CF147,C2CF147,MYSUP0000001,INV,2026-06-23,2026-06-23,CLEARED,uuid-C2CF147,MYR,2212.50,177.00,2389.50,SST-S,,,false
1100,C2CF148,C2CF148,MYSUP0000001,INV,2026-06-24,2026-06-24,CLEARED,uuid-C2CF148,MYR,2225.00,178.00,2403.00,SST-S,,,false
1100,C2CF149,C2CF149,MYSUP0000001,INV,2026-06-25,2026-06-25,CLEARED,uuid-C2CF149,MYR,2237.50,179.00,2416.50,SST-S,,,false
