BUKRS,VBELN,AWKEY,XBLNR,GJAHR,FKART,FKDAT,BUDAT,WAERS,KURSF,NETWR,MWSBP,GROSS,MWSKZ,KUNNR,STCEG,NAME1
1100,C2CB76,C2CB76,C2CB76,2026,F2,2026-06-24,2026-06-24,MYR,1.0,1575.00,126.00,1701.00,SST-S,CC76,MYC0000076,Cred 76
1100,C2CB77,C2CB77,C2CB77,2026,F2,2026-06-25,2026-06-25,MYR,1.0,1587.50,127.00,1714.50,SST-S,CC77,MYC0000077,Cred 77
1100,C2CB78,C2CB78,C2CB78,2026,F2,2026-06-26,2026-06-26,MYR,1.0,1600.00,128.00,1728.00,SST-S,CC78,MYC0000078,Cred 78
1100,C2CB79,C2CB79,C2CB79,2026,F2,2026-06-27,2026-06-27,MYR,1.0,1612.50,129.00,1741.50,SST-S,CC79,MYC0000079,Cred 79
1100,C2CB80,C2CB80,C2CB80,2026,F2,2026-06-20,2026-06-20,MYR,1.0,1625.00,130.00,1755.00,SST-S,CC80,MYC0000080,Cred 80
1100,C2CB81,C2CB81,C2CB81,2026,F2,2026-06-21,2026-06-21,MYR,1.0,1637.50,131.00,1768.50,SST-S,CC81,MYC0000081,Cred 81
1100,C2CB82,C2CB82,C2CB82,2026,F2,2026-06-22,2026-06-22,MYR,1.0,1650.00,132.00,1782.00,SST-S,CC82,MYC0000082,Cred 82
1100,C2CB83,C2CB83,C2CB83,2026,F2,2026-06-23,2026-06-23,MYR,1.0,1662.50,133.00,1795.50,SST-S,CC83,MYC0000083,Cred 83
1100,C2CB84,C2CB84,C2CB84,2026,F2,2026-06-24,2026-06-24,MYR,1.0,1675.00,134.00,1809.00,SST-S,CC84,MYC0000084,Cred 84
1100,C2CB85,C2CB85,C2CB85,2026,F2,2026-06-25,2026-06-25,MYR,1.0,1687.50,135.00,1822.50,SST-S,CC85,MYC0000085,Cred 85
1100,C2CB86,C2CB86,C2CB86,2026,F2,2026-06-26,2026-06-26,MYR,1.0,1700.00,136.00,1836.00,SST-S,CC86,MYC0000086,Cred 86
1100,C2CB87,C2CB87,C2CB87,2026,F2,2026-06-27,2026-06-27,MYR,1.0,1712.50,137.00,1849.50,SST-S,CC87,MYC0000087,Cred 87
1100,C2CB88,C2CB88,C2CB88,2026,F2,2026-06-20,2026-06-20,MYR,1.0,1725.00,138.00,1863.00,SST-S,CC88,MYC0000088,Cred 88
1100,C2CB89,C2CB89,C2CB89,2026,F2,2026-06-21,2026-06-21,MYR,1.0,1737.50,139.00,1876.50,SST-S,CC89,MYC0000089,Cred 89
1100,C2CB90,C2CB90,C2CB90,2026,F2,2026-06-22,2026-06-22,MYR,1.0,1750.00,140.00,1890.00,SST-S,CC90,MYC0000090,Cred 90
1100,C2CB91,C2CB91,C2CB91,2026,F2,2026-06-23,2026-06-23,MYR,1.0,1762.50,141.00,1903.50,SST-S,CC91,MYC0000091,Cred 91
1100,C2CB92,C2CB92,C2CB92,2026,F2,2026-06-24,2026-06-24,MYR,1.0,1775.00,142.00,1917.00,SST-S,CC92,MYC0000092,Cred 92
1100,C2CB93,C2CB93,C2CB93,2026,F2,2026-06-25,2026-06-25,MYR,1.0,1787.50,143.00,1930.50,SST-S,CC93,MYC0000093,Cred 93
1100,C2CB94,C2CB94,C2CB94,2026,F2,2026-06-26,2026-06-26,MYR,1.0,1800.00,144.00,1944.00,SST-S,CC94,MYC0000094,Cred 94
1100,C2CB95,C2CB95,C2CB95,2026,F2,2026-06-27,2026-06-27,MYR,1.0,1812.50,145.00,1957.50,SST-S,CC95,MYC0000095,Cred 95
1100,C2CB96,C2CB96,C2CB96,2026,F2,2026-06-20,2026-06-20,MYR,1.0,1825.00,146.00,1971.00,SST-S,CC96,MYC0000096,Cred 96
1100,C2CB97,C2CB97,C2CB97,2026,F2,2026-06-21,2026-06-21,MYR,1.0,1837.50,147.00,1984.50,SST-S,CC97,MYC0000097,Cred 97
1100,C2CB98,C2CB98,C2CB98,2026,F2,2026-06-22,2026-06-22,MYR,1.0,1850.00,148.00,1998.00,SST-S,CC98,MYC0000098,Cred 98
1100,C2CB99,C2CB99,C2CB99,2026,F2,2026-06-23,2026-06-23,MYR,1.0,1862.50,149.00,2011.50,SST-S,CC99,MYC0000099,Cred 99
1100,C2CB100,C2CB100,C2CB100,2026,F2,2026-06-24,2026-06-24,MYR,1.0,1875.00,150.00,2025.00,SST-S,CC100,MYC0000100,Cred 100
1100,C2CB101,C2CB101,C2CB101,2026,F2,2026-06-25,2026-06-25,MYR,1.0,1887.50,151.00,2038.50,SST-S,CC101,MYC0000101,Cred 101
1100,C2CB102,C2CB102,C2CB102,2026,F2,2026-06-26,2026-06-26,MYR,1.0,1900.00,152.00,2052.00,SST-S,CC102,MYC0000102,Cred 102
1100,C2CB103,C2CB103,C2CB103,2026,F2,2026-06-27,2026-06-27,MYR,1.0,1912.50,153.00,2065.50,SST-S,CC103,MYC0000103,Cred 103
1100,C2CB104,C2CB104,C2CB104,2026,F2,2026-06-20,2026-06-20,MYR,1.0,1925.00,154.00,2079.00,SST-S,CC104,MYC0000104,Cred 104
1100,C2CB105,C2CB105,C2CB105,2026,F2,2026-06-21,2026-06-21,MYR,1.0,1937.50,155.00,2092.50,SST-S,CC105,MYC0000105,Cred 105
1100,C2CB106,C2CB106,C2CB106,2026,F2,2026-06-22,2026-06-22,MYR,1.0,1950.00,156.00,2106.00,SST-S,CC106,MYC0000106,Cred 106
1100,C2CB107,C2CB107,C2CB107,2026,F2,2026-06-23,2026-06-23,MYR,1.0,1962.50,157.00,2119.50,SST-S,CC107,MYC0000107,Cred 107
1100,C2CB108,C2CB108,C2CB108,2026,F2,2026-06-24,2026-06-24,MYR,1.0,1975.00,158.00,2133.00,SST-S,CC108,MYC0000108,Cred 108
1100,C2CB109,C2CB109,C2CB109,2026,F2,2026-06-25,2026-06-25,MYR,1.0,1987.50,159.00,2146.50,SST-S,CC109,MYC0000109,Cred 109
1100,C2CB110,C2CB110,C2CB110,2026,F2,2026-06-26,2026-06-26,MYR,1.0,2000.00,160.00,2160.00,SST-S,CC110,MYC0000110,Cred 110
1100,C2CB111,C2CB111,C2CB111,2026,F2,2026-06-27,2026-06-27,MYR,1.0,2012.50,161.00,2173.50,SST-S,CC111,MYC0000111,Cred 111
1100,C2CB112,C2CB112,C2CB112,2026,F2,2026-06-20,2026-06-20,MYR,1.0,2025.00,162.00,2187.00,SST-S,CC112,MYC0000112,Cred 112
1100,C2CB113,C2CB113,C2CB113,2026,F2,2026-06-21,2026-06-21,MYR,1.0,2037.50,163.00,2200.50,SST-S,CC113,MYC0000113,Cred 113
1100,C2CB114,C2CB114,C2CB114,2026,F2,2026-06-22,2026-06-22,MYR,1.0,2050.00,164.00,2214.00,SST-S,CC114,MYC0000114,Cred 114
1100,C2CB115,C2CB115,C2CB115,2026,F2,2026-06-23,2026-06-23,MYR,1.0,2062.50,165.00,2227.50,SST-S,CC115,MYC0000115,Cred 115
1100,C2CB116,C2CB116,C2CB116,2026,F2,2026-06-24,2026-06-24,MYR,1.0,2075.00,166.00,2241.00,SST-S,CC116,MYC0000116,Cred 116
1100,C2CB117,C2CB117,C2CB117,2026,F2,2026-06-25,2026-06-25,MYR,1.0,2087.50,167.00,2254.50,SST-S,CC117,MYC0000117,Cred 117
1100,C2CB118,C2CB118,C2CB118,2026,F2,2026-06-26,2026-06-26,MYR,1.0,2100.00,168.00,2268.00,SST-S,CC118,MYC0000118,Cred 118
1100,C2CB119,C2CB119,C2CB119,2026,F2,2026-06-27,2026-06-27,MYR,1.0,2112.50,169.00,2281.50,SST-S,CC119,MYC0000119,Cred 119
1100,C2CB120,C2CB120,C2CB120,2026,F2,2026-06-20,2026-06-20,MYR,1.0,2125.00,170.00,2295.00,SST-S,CC120,MYC0000120,Cred 120
1100,C2CB121,C2CB121,C2CB121,2026,F2,2026-06-21,2026-06-21,MYR,1.0,2137.50,171.00,2308.50,SST-S,CC121,MYC0000121,Cred 121
1100,C2CB122,C2CB122,C2CB122,2026,F2,2026-06-22,2026-06-22,MYR,1.0,2150.00,172.00,2322.00,SST-S,CC122,MYC0000122,Cred 122
1100,C2CB123,C2CB123,C2CB123,2026,F2,2026-06-23,2026-06-23,MYR,1.0,2162.50,173.00,2335.50,SST-S,CC123,MYC0000123,Cred 123
1100,C2CB124,C2CB124,C2CB124,2026,F2,2026-06-24,2026-06-24,MYR,1.0,2175.00,174.00,2349.00,SST-S,CC124,MYC0000124,Cred 124
1100,C2CB125,C2CB125,C2CB125,2026,F2,2026-06-25,2026-06-25,MYR,1.0,2187.50,175.00,2362.50,SST-S,CC125,MYC0000125,Cred 125
1100,C2CB126,C2CB126,C2CB126,2026,F2,2026-06-26,2026-06-26,MYR,1.0,2200.00,176.00,2376.00,SST-S,CC126,MYC0000126,Cred 126
1100,C2CB127,C2CB127,C2CB127,2026,F2,2026-06-27,2026-06-27,MYR,1.0,2212.50,177.00,2389.50,SST-S,CC127,MYC0000127,Cred 127
1100,C2CB128,C2CB128,C2CB128,2026,F2,2026-06-20,2026-06-20,MYR,1.0,2225.00,178.00,2403.00,SST-S,CC128,MYC0000128,Cred 128
1100,C2CB129,C2CB129,C2CB129,2026,F2,2026-06-21,2026-06-21,MYR,1.0,2237.50,179.00,2416.50,SST-S,CC129,MYC0000129,Cred 129
1100,C2CB130,C2CB130,C2CB130,2026,F2,2026-06-22,2026-06-22,MYR,1.0,2250.00,180.00,2430.00,SST-S,CC130,MYC0000130,Cred 130
1100,C2CB131,C2CB131,C2CB131,2026,F2,2026-06-23,2026-06-23,MYR,1.0,2262.50,181.00,2443.50,SST-S,CC131,MYC0000131,Cred 131
1100,C2CB132,C2CB132,C2CB132,2026,F2,2026-06-24,2026-06-24,MYR,1.0,2275.00,182.00,2457.00,SST-S,CC132,MYC0000132,Cred 132
1100,C2CB133,C2CB133,C2CB133,2026,F2,2026-06-25,2026-06-25,MYR,1.0,2287.50,183.00,2470.50,SST-S,CC133,MYC0000133,Cred 133
1100,C2CB134,C2CB134,C2CB134,2026,F2,2026-06-26,2026-06-26,MYR,1.0,2300.00,184.00,2484.00,SST-S,CC134,MYC0000134,Cred 134
1100,C2CB135,C2CB135,C2CB135,2026,F2,2026-06-27,2026-06-27,MYR,1.0,2312.50,185.00,2497.50,SST-S,CC135,MYC0000135,Cred 135
1100,C2CB136,C2CB136,C2CB136,2026,F2,2026-06-20,2026-06-20,MYR,1.0,2325.00,186.00,2511.00,SST-S,CC136,MYC0000136,Cred 136
1100,C2CB137,C2CB137,C2CB137,2026,F2,2026-06-21,2026-06-21,MYR,1.0,2337.50,187.00,2524.50,SST-S,CC137,MYC0000137,Cred 137
1100,C2CB138,C2CB138,C2CB138,2026,F2,2026-06-22,2026-06-22,MYR,1.0,2350.00,188.00,2538.00,SST-S,CC138,MYC0000138,Cred 138
1100,C2CB139,C2CB139,C2CB139,2026,F2,2026-06-23,2026-06-23,MYR,1.0,2362.50,189.00,2551.50,SST-S,CC139,MYC0000139,Cred 139
1100,C2CB140,C2CB140,C2CB140,2026,F2,2026-06-24,2026-06-24,MYR,1.0,2375.00,190.00,2565.00,SST-S,CC140,MYC0000140,Cred 140
1100,C2CB141,C2CB141,C2CB141,2026,F2,2026-06-25,2026-06-25,MYR,1.0,2387.50,191.00,2578.50,SST-S,CC141,MYC0000141,Cred 141
1100,C2CB142,C2CB142,C2CB142,2026,F2,2026-06-26,2026-06-26,MYR,1.0,2400.00,192.00,2592.00,SST-S,CC142,MYC0000142,Cred 142
1100,C2CB143,C2CB143,C2CB143,2026,F2,2026-06-27,2026-06-27,MYR,1.0,2412.50,193.00,2605.50,SST-S,CC143,MYC0000143,Cred 143
1100,C2CB144,C2CB144,C2CB144,2026,F2,2026-06-20,2026-06-20,MYR,1.0,2425.00,194.00,2619.00,SST-S,CC144,MYC0000144,Cred 144
1100,C2CB145,C2CB145,C2CB145,2026,F2,2026-06-21,2026-06-21,MYR,1.0,2437.50,195.00,2632.50,SST-S,CC145,MYC0000145,Cred 145
1100,C2CB146,C2CB146,C2CB146,2026,F2,2026-06-22,2026-06-22,MYR,1.0,2450.00,196.00,2646.00,SST-S,CC146,MYC0000146,Cred 146
1100,C2CB147,C2CB147,C2CB147,2026,F2,2026-06-23,2026-06-23,MYR,1.0,2462.50,197.00,2659.50,SST-S,CC147,MYC0000147,Cred 147
1100,C2CB148,C2CB148,C2CB148,2026,F2,2026-06-24,2026-06-24,MYR,1.0,2475.00,198.00,2673.00,SST-S,CC148,MYC0000148,Cred 148
1100,C2CB149,C2CB149,C2CB149,2026,F2,2026-06-25,2026-06-25,MYR,1.0,2487.50,199.00,2686.50,SST-S,CC149,MYC0000149,Cred 149
1100,C2CB150,C2CB150,C2CB150,2026,F2,2026-06-26,2026-06-26,MYR,1.0,2500.00,200.00,2700.00,SST-S,CC150,MYC0000150,Cred 150
1100,C2CB151,C2CB151,C2CB151,2026,F2,2026-06-27,2026-06-27,MYR,1.0,2512.50,201.00,2713.50,SST-S,CC151,MYC0000151,Cred 151
1100,C2CB152,C2CB152,C2CB152,2026,F2,2026-06-20,2026-06-20,MYR,1.0,2525.00,202.00,2727.00,SST-S,CC152,MYC0000152,Cred 152
1100,C2CB153,C2CB153,C2CB153,2026,F2,2026-06-21,2026-06-21,MYR,1.0,2537.50,203.00,2740.50,SST-S,CC153,MYC0000153,Cred 153
1100,C2CB154,C2CB154,C2CB154,2026,F2,2026-06-22,2026-06-22,MYR,1.0,2550.00,204.00,2754.00,SST-S,CC154,MYC0000154,Cred 154
1100,C2CB155,C2CB155,C2CB155,2026,F2,2026-06-23,2026-06-23,MYR,1.0,2562.50,205.00,2767.50,SST-S,CC155,MYC0000155,Cred 155
1100,C2CB156,C2CB156,C2CB156,2026,F2,2026-06-24,2026-06-24,MYR,1.0,2575.00,206.00,2781.00,SST-S,CC156,MYC0000156,Cred 156
1100,C2CB157,C2CB157,C2CB157,2026,F2,2026-06-25,2026-06-25,MYR,1.0,2587.50,207.00,2794.50,SST-S,CC157,MYC0000157,Cred 157
1100,C2CB158,C2CB158,C2CB158,2026,F2,2026-06-26,2026-06-26,MYR,1.0,2600.00,208.00,2808.00,SST-S,CC158,MYC0000158,Cred 158
1100,C2CB159,C2CB159,C2CB159,2026,F2,2026-06-27,2026-06-27,MYR,1.0,2612.50,209.00,2821.50,SST-S,CC159,MYC0000159,Cred 159
1100,C2CB160,C2CB160,C2CB160,2026,F2,2026-06-20,2026-06-20,MYR,1.0,2625.00,210.00,2835.00,SST-S,CC160,MYC0000160,Cred 160
1100,C2CB161,C2CB161,C2CB161,2026,F2,2026-06-21,2026-06-21,MYR,1.0,2637.50,211.00,2848.50,SST-S,CC161,MYC0000161,Cred 161
1100,C2CB162,C2CB162,C2CB162,2026,F2,2026-06-22,2026-06-22,MYR,1.0,2650.00,212.00,2862.00,SST-S,CC162,MYC0000162,Cred 162
