supplierCompanyCode,irn,invoiceNumber,supplierTin,documentType,issueDate,clearanceDate,status,uuid,currency,taxableAmount,taxAmount,totalAmount,taxScheme,buyerTin,buyerName,isConsolidated
1000,RND18,RNDAR18,MYSUP0000001,INV,2026-06-13,2026-06-13,CLEARED,uuid-RND18,MYR,4712.50,377.00,5089.50,SST-S,MYB0000018,Buyer 18,false
1000,MULTI19,MULTIAR19,MYSUP0000001,INV,2026-06-14,2026-06-14,CLEARED,uuid-MULTI19,MYR,25000.00,2000.00,27000.00,SST-S,MYB0000019,Buyer 19,false
1000,WTC20,WTCAR20,MYSUP0000001,INV,2026-06-17,2026-06-17,CLEARED,uuid-WTC20,MYR,6250.00,500.00,6750.00,SST-S,MYB0000020,Buyer 20,false
1000,CN21,CNAR21,MYSUP0000001,G2,2026-06-21,2026-06-21,CLEARED,uuid-CN21,MYR,3250.00,260.00,3510.00,SST-S,MYB0000021,Buyer 21,false
1000,CUT22,CUTAR22,MYSUP0000001,INV,2026-06-30,2026-06-30,CLEARED,uuid-CUT22,MYR,5125.00,410.00,5535.00,SST-S,MYB0000022,Buyer 22,false
1000,FX23,FXAR23,MYSUP0000001,INV,2026-06-22,2026-06-22,CLEARED,uuid-FX23,MYR,8750.00,700.00,9450.00,SST-S,MYB0000023,Buyer 23,false
1000,CN24BROKEN,CN24E,MYSUP0000001,G2,2026-06-23,2026-06-23,CLEARED,uuid-CN24BROKEN,MYR,2250.00,180.00,2430.00,SST-S,MYB0000024,Buyer 24,false
1000,DUPAR26,DUPAR26,MYSUP0000001,INV,2026-06-26,2026-06-26,CLEARED,uuid-DUPAR26,MYR,6937.50,555.00,7492.50,SST-S,MYB0000026,Buyer 26,false
1000,DUPAR26B,DUPAR26,MYSUP0000001,INV,2026-06-26,2026-06-26,CLEARED,uuid-DUPAR26B,MYR,6937.50,555.00,7492.50,SST-S,MYB0000026,Buyer 26,false
1000,FIL1000,FIL1000,MYSUP0000001,INV,2026-06-02,2026-06-02,CLEARED,uuid-FIL1000,MYR,3750.00,300.00,4050.00,SST-S,MYF0001000,Filler 1000,false
1000,FIL1001,FIL1001,MYSUP0000001,INV,2026-06-03,2026-06-03,CLEARED,uuid-FIL1001,MYR,3762.50,301.00,4063.50,SST-S,MYF0001001,Filler 1001,false
1000,FIL1002,FIL1002,MYSUP0000001,INV,2026-06-04,2026-06-04,CLEARED,uuid-FIL1002,MYR,3775.00,302.00,4077.00,SST-S,MYF0001002,Filler 1002,false
1000,FIL1003,FIL1003,MYSUP0000001,INV,2026-06-05,2026-06-05,CLEARED,uuid-FIL1003,MYR,3787.50,303.00,4090.50,SST-S,MYF0001003,Filler 1003,false
1000,FIL1004,FIL1004,MYSUP0000001,INV,2026-06-06,2026-06-06,CLEARED,uuid-FIL1004,MYR,3800.00,304.00,4104.00,SST-S,MYF0001004,Filler 1004,false
1000,FIL1005,FIL1005,MYSUP0000001,INV,2026-06-07,2026-06-07,CLEARED,uuid-FIL1005,MYR,3812.50,305.00,4117.50,SST-S,MYF0001005,Filler 1005,false
1000,FIL1006,FIL1006,MYSUP0000001,INV,2026-06-08,2026-06-08,CLEARED,uuid-FIL1006,MYR,3825.00,306.00,4131.00,SST-S,MYF0001006,Filler 1006,false
1000,FIL1007,FIL1007,MYSUP0000001,INV,2026-06-09,2026-06-09,CLEARED,uuid-FIL1007,MYR,3837.50,307.00,4144.50,SST-S,MYF0001007,Filler 1007,false
1000,FIL1008,FIL1008,MYSUP0000001,INV,2026-06-10,2026-06-10,CLEARED,uuid-FIL1008,MYR,3850.00,308.00,4158.00,SST-S,MYF0001008,Filler 1008,false
1000,FIL1009,FIL1009,MYSUP0000001,INV,2026-06-11,2026-06-11,CLEARED,uuid-FIL1009,MYR,3862.50,309.00,4171.50,SST-S,MYF0001009,Filler 1009,false
1000,FIL1010,FIL1010,MYSUP0000001,INV,2026-06-12,2026-06-12,CLEARED,uuid-FIL1010,MYR,3875.00,310.00,4185.00,SST-S,MYF0001010,Filler 1010,false
1000,FIL1011,FIL1011,MYSUP0000001,INV,2026-06-13,2026-06-13,CLEARED,uuid-FIL1011,MYR,3887.50,311.00,4198.50,SST-S,MYF0001011,Filler 1011,false
1000,FIL1012,FIL1012,MYSUP0000001,INV,2026-06-14,2026-06-14,CLEARED,uuid-FIL1012,MYR,3900.00,312.00,4212.00,SST-S,MYF0001012,Filler 1012,false
1000,FIL1013,FIL1013,MYSUP0000001,INV,2026-06-15,2026-06-15,CLEARED,uuid-FIL1013,MYR,3912.50,313.00,4225.50,SST-S,MYF0001013,Filler 1013,false
1000,FIL1014,FIL1014,MYSUP0000001,INV,2026-06-16,2026-06-16,CLEARED,uuid-FIL1014,MYR,3925.00,314.00,4239.00,SST-S,MYF0001014,Filler 1014,false
1000,FIL1015,FIL1015,MYSUP0000001,INV,2026-06-17,2026-06-17,CLEARED,uuid-FIL1015,MYR,3937.50,315.00,4252.50,SST-S,MYF0001015,Filler 1015,false
1000,FIL1016,FIL1016,MYSUP0000001,INV,2026-06-18,2026-06-18,CLEARED,uuid-FIL1016,MYR,3950.00,316.00,4266.00,SST-S,MYF0001016,Filler 1016,false
1000,FIL1017,FIL1017,MYSUP0000001,INV,2026-06-19,2026-06-19,CLEARED,uuid-FIL1017,MYR,3962.50,317.00,4279.50,SST-S,MYF0001017,Filler 1017,false
1000,FIL1018,FIL1018,MYSUP0000001,INV,2026-06-20,2026-06-20,CLEARED,uuid-FIL1018,MYR,3975.00,318.00,4293.00,SST-S,MYF0001018,Filler 1018,false
1000,FIL1019,FIL1019,MYSUP0000001,INV,2026-06-21,2026-06-21,CLEARED,uuid-FIL1019,MYR,3987.50,319.00,4306.50,SST-S,MYF0001019,Filler 1019,false
1000,FIL1020,FIL1020,MYSUP0000001,INV,2026-06-22,2026-06-22,CLEARED,uuid-FIL1020,MYR,4000.00,320.00,4320.00,SST-S,MYF0001020,Filler 1020,false
1000,FIL1021,FIL1021,MYSUP0000001,INV,2026-06-23,2026-06-23,CLEARED,uuid-FIL1021,MYR,4012.50,321.00,4333.50,SST-S,MYF0001021,Filler 1021,false
1000,FIL1022,FIL1022,MYSUP0000001,INV,2026-06-24,2026-06-24,CLEARED,uuid-FIL1022,MYR,4025.00,322.00,4347.00,SST-S,MYF0001022,Filler 1022,false
1000,FIL1023,FIL1023,MYSUP0000001,INV,2026-06-25,2026-06-25,CLEARED,uuid-FIL1023,MYR,4037.50,323.00,4360.50,SST-S,MYF0001023,Filler 1023,false
1000,FIL1024,FIL1024,MYSUP0000001,INV,2026-06-26,2026-06-26,CLEARED,uuid-FIL1024,MYR,4050.00,324.00,4374.00,SST-S,MYF0001024,Filler 1024,false
1000,FIL1025,FIL1025,MYSUP0000001,INV,2026-06-27,2026-06-27,CLEARED,uuid-FIL1025,MYR,4062.50,325.00,4387.50,SST-S,MYF0001025,Filler 1025,false
1000,FIL1026,FIL1026,MYSUP0000001,INV,2026-06-01,2026-06-01,CLEARED,uuid-FIL1026,MYR,4075.00,326.00,4401.00,SST-S,MYF0001026,Filler 1026,false
1000,FIL1027,FIL1027,MYSUP0000001,INV,2026-06-02,2026-06-02,CLEARED,uuid-FIL1027,MYR,4087.50,327.00,4414.50,SST-S,MYF0001027,Filler 1027,false
1000,FIL1028,FIL1028,MYSUP0000001,INV,2026-06-03,2026-06-03,CLEARED,uuid-FIL1028,MYR,4100.00,328.00,4428.00,SST-S,MYF0001028,Filler 1028,false
1000,FIL1029,FIL1029,MYSUP0000001,INV,2026-06-04,2026-06-04,CLEARED,uuid-FIL1029,MYR,4112.50,329.00,4441.50,SST-S,MYF0001029,Filler 1029,false
1000,FIL1030,FIL1030,MYSUP0000001,INV,2026-06-05,2026-06-05,CLEARED,uuid-FIL1030,MYR,4125.00,330.00,4455.00,SST-S,MYF0001030,Filler 1030,false
1000,FIL1031,FIL1031,MYSUP0000001,INV,2026-06-06,2026-06-06,CLEARED,uuid-FIL1031,MYR,4137.50,331.00,4468.50,SST-S,MYF0001031,Filler 1031,false
1000,FIL1032,FIL1032,MYSUP0000001,INV,2026-06-07,2026-06-07,CLEARED,uuid-FIL1032,MYR,4150.00,332.00,4482.00,SST-S,MYF0001032,Filler 1032,false
1000,FIL1033,FIL1033,MYSUP0000001,INV,2026-06-08,2026-06-08,CLEARED,uuid-FIL1033,MYR,4162.50,333.00,4495.50,SST-S,MYF0001033,Filler 1033,false
1000,FIL1034,FIL1034,MYSUP0000001,INV,2026-06-09,2026-06-09,CLEARED,uuid-FIL1034,MYR,4175.00,334.00,4509.00,SST-S,MYF0001034,Filler 1034,false
1000,FIL1035,FIL1035,MYSUP0000001,INV,2026-06-10,2026-06-10,CLEARED,uuid-FIL1035,MYR,4187.50,335.00,4522.50,SST-S,MYF0001035,Filler 1035,false
1000,FIL1036,FIL1036,MYSUP0000001,INV,2026-06-11,2026-06-11,CLEARED,uuid-FIL1036,MYR,4200.00,336.00,4536.00,SST-S,MYF0001036,Filler 1036,false
1000,FIL1037,FIL1037,MYSUP0000001,INV,2026-06-12,2026-06-12,CLEARED,uuid-FIL1037,MYR,4212.50,337.00,4549.50,SST-S,MYF0001037,Filler 1037,false
1000,FIL1038,FIL1038,MYSUP0000001,INV,2026-06-13,2026-06-13,CLEARED,uuid-FIL1038,MYR,4225.00,338.00,4563.00,SST-S,MYF0001038,Filler 1038,false
1000,FIL1039,FIL1039,MYSUP0000001,INV,2026-06-14,2026-06-14,CLEARED,uuid-FIL1039,MYR,4237.50,339.00,4576.50,SST-S,MYF0001039,Filler 1039,false
1000,FIL1040,FIL1040,MYSUP0000001,INV,2026-06-15,2026-06-15,CLEARED,uuid-FIL1040,MYR,4250.00,340.00,4590.00,SST-S,MYF0001040,Filler 1040,false
1000,FIL1041,FIL1041,MYSUP0000001,INV,2026-06-16,2026-06-16,CLEARED,uuid-FIL1041,MYR,4262.50,341.00,4603.50,SST-S,MYF0001041,Filler 1041,false
1000,FIL1042,FIL1042,MYSUP0000001,INV,2026-06-17,2026-06-17,CLEARED,uuid-FIL1042,MYR,4275.00,342.00,4617.00,SST-S,MYF0001042,Filler 1042,false
1000,FIL1043,FIL1043,MYSUP0000001,INV,2026-06-18,2026-06-18,CLEARED,uuid-FIL1043,MYR,4287.50,343.00,4630.50,SST-S,MYF0001043,Filler 1043,false
1000,FIL1044,FIL1044,MYSUP0000001,INV,2026-06-19,2026-06-19,CLEARED,uuid-FIL1044,MYR,4300.00,344.00,4644.00,SST-S,MYF0001044,Filler 1044,false
1000,FIL1045,FIL1045,MYSUP0000001,INV,2026-06-20,2026-06-20,CLEARED,uuid-FIL1045,MYR,4312.50,345.00,4657.50,SST-S,MYF0001045,Filler 1045,false
1000,FIL1046,FIL1046,MYSUP0000001,INV,2026-06-21,2026-06-21,CLEARED,uuid-FIL1046,MYR,4325.00,346.00,4671.00,SST-S,MYF0001046,Filler 1046,false
1000,FIL1047,FIL1047,MYSUP0000001,INV,2026-06-22,2026-06-22,CLEARED,uuid-FIL1047,MYR,4337.50,347.00,4684.50,SST-S,MYF0001047,Filler 1047,false
1000,FIL1048,FIL1048,MYSUP0000001,INV,2026-06-23,2026-06-23,CLEARED,uuid-FIL1048,MYR,4350.00,348.00,4698.00,SST-S,MYF0001048,Filler 1048,false
1000,FIL1049,FIL1049,MYSUP0000001,INV,2026-06-24,2026-06-24,CLEARED,uuid-FIL1049,MYR,4362.50,349.00,4711.50,SST-S,MYF0001049,Filler 1049,false
1000,FIL1050,FIL1050,MYSUP0000001,INV,2026-06-25,2026-06-25,CLEARED,uuid-FIL1050,MYR,4375.00,350.00,4725.00,SST-S,MYF0001050,Filler 1050,false
1000,FIL1051,FIL1051,MYSUP0000001,INV,2026-06-26,2026-06-26,CLEARED,uuid-FIL1051,MYR,4387.50,351.00,4738.50,SST-S,MYF0001051,Filler 1051,false
1000,FIL1052,FIL1052,MYSUP0000001,INV,2026-06-27,2026-06-27,CLEARED,uuid-FIL1052,MYR,4400.00,352.00,4752.00,SST-S,MYF0001052,Filler 1052,false
1000,FIL1053,FIL1053,MYSUP0000001,INV,2026-06-01,2026-06-01,CLEARED,uuid-FIL1053,MYR,4412.50,353.00,4765.50,SST-S,MYF0001053,Filler 1053,false
1000,FIL1054,FIL1054,MYSUP0000001,INV,2026-06-02,2026-06-02,CLEARED,uuid-FIL1054,MYR,4425.00,354.00,4779.00,SST-S,MYF0001054,Filler 1054,false
1000,FIL1055,FIL1055,MYSUP0000001,INV,2026-06-03,2026-06-03,CLEARED,uuid-FIL1055,MYR,4437.50,355.00,4792.50,SST-S,MYF0001055,Filler 1055,false
1000,FIL1056,FIL1056,MYSUP0000001,INV,2026-06-04,2026-06-04,CLEARED,uuid-FIL1056,MYR,4450.00,356.00,4806.00,SST-S,MYF0001056,Filler 1056,false
1000,FIL1057,FIL1057,MYSUP0000001,INV,2026-06-05,2026-06-05,CLEARED,uuid-FIL1057,MYR,4462.50,357.00,4819.50,SST-S,MYF0001057,Filler 1057,false
1000,FIL1058,FIL1058,MYSUP0000001,INV,2026-06-06,2026-06-06,CLEARED,uuid-FIL1058,MYR,4475.00,358.00,4833.00,SST-S,MYF0001058,Filler 1058,false
1000,FIL1059,FIL1059,MYSUP0000001,INV,2026-06-07,2026-06-07,CLEARED,uuid-FIL1059,MYR,4487.50,359.00,4846.50,SST-S,MYF0001059,Filler 1059,false
1000,FIL1060,FIL1060,MYSUP0000001,INV,2026-06-08,2026-06-08,CLEARED,uuid-FIL1060,MYR,4500.00,360.00,4860.00,SST-S,MYF0001060,Filler 1060,false
1000,FIL1061,FIL1061,MYSUP0000001,INV,2026-06-09,2026-06-09,CLEARED,uuid-FIL1061,MYR,4512.50,361.00,4873.50,SST-S,MYF0001061,Filler 1061,false
1000,FIL1062,FIL1062,MYSUP0000001,INV,2026-06-10,2026-06-10,CLEARED,uuid-FIL1062,MYR,4525.00,362.00,4887.00,SST-S,MYF0001062,Filler 1062,false
1000,FIL1063,FIL1063,MYSUP0000001,INV,2026-06-11,2026-06-11,CLEARED,uuid-FIL1063,MYR,4537.50,363.00,4900.50,SST-S,MYF0001063,Filler 1063,false
1000,FIL1064,FIL1064,MYSUP0000001,INV,2026-06-12,2026-06-12,CLEARED,uuid-FIL1064,MYR,4550.00,364.00,4914.00,SST-S,MYF0001064,Filler 1064,false
1000,FIL1065,FIL1065,MYSUP0000001,INV,2026-06-13,2026-06-13,CLEARED,uuid-FIL1065,MYR,4562.50,365.00,4927.50,SST-S,MYF0001065,Filler 1065,false
1000,FIL1066,FIL1066,MYSUP0000001,INV,2026-06-14,2026-06-14,CLEARED,uuid-FIL1066,MYR,4575.00,366.00,4941.00,SST-S,MYF0001066,Filler 1066,false
1000,FIL1067,FIL1067,MYSUP0000001,INV,2026-06-15,2026-06-15,CLEARED,uuid-FIL1067,MYR,4587.50,367.00,4954.50,SST-S,MYF0001067,Filler 1067,false
1000,FIL1068,FIL1068,MYSUP0000001,INV,2026-06-16,2026-06-16,CLEARED,uuid-FIL1068,MYR,4600.00,368.00,4968.00,SST-S,MYF0001068,Filler 1068,false
1000,FIL1069,FIL1069,MYSUP0000001,INV,2026-06-17,2026-06-17,CLEARED,uuid-FIL1069,MYR,4612.50,369.00,4981.50,SST-S,MYF0001069,Filler 1069,false
1000,FIL1070,FIL1070,MYSUP0000001,INV,2026-06-18,2026-06-18,CLEARED,uuid-FIL1070,MYR,4625.00,370.00,4995.00,SST-S,MYF0001070,Filler 1070,false
1000,FIL1071,FIL1071,MYSUP0000001,INV,2026-06-19,2026-06-19,CLEARED,uuid-FIL1071,MYR,4637.50,371.00,5008.50,SST-S,MYF0001071,Filler 1071,false
1000,FIL1072,FIL1072,MYSUP0000001,INV,2026-06-20,2026-06-20,CLEARED,uuid-FIL1072,MYR,4650.00,372.00,5022.00,SST-S,MYF0001072,Filler 1072,false
1000,FIL1073,FIL1073,MYSUP0000001,INV,2026-06-21,2026-06-21,CLEARED,uuid-FIL1073,MYR,4662.50,373.00,5035.50,SST-S,MYF0001073,Filler 1073,false
1000,FIL1074,FIL1074,MYSUP0000001,INV,2026-06-22,2026-06-22,CLEARED,uuid-FIL1074,MYR,4675.00,374.00,5049.00,SST-S,MYF0001074,Filler 1074,false
1000,FIL1075,FIL1075,MYSUP0000001,INV,2026-06-23,2026-06-23,CLEARED,uuid-FIL1075,MYR,4687.50,375.00,5062.50,SST-S,MYF0001075,Filler 1075,false
1000,FIL1076,FIL1076,MYSUP0000001,INV,2026-06-24,2026-06-24,CLEARED,uuid-FIL1076,MYR,4700.00,376.00,5076.00,SST-S,MYF0001076,Filler 1076,false
1000,FIL1077,FIL1077,MYSUP0000001,INV,2026-06-25,2026-06-25,CLEARED,uuid-FIL1077,MYR,4712.50,377.00,5089.50,SST-S,MYF0001077,Filler 1077,false
1000,FIL1078,FIL1078,MYSUP0000001,INV,2026-06-26,2026-06-26,CLEARED,uuid-FIL1078,MYR,4725.00,378.00,5103.00,SST-S,MYF0001078,Filler 1078,false
1000,FIL1079,FIL1079,MYSUP0000001,INV,2026-06-27,2026-06-27,CLEARED,uuid-FIL1079,MYR,4737.50,379.00,5116.50,SST-S,MYF0001079,Filler 1079,false
1000,FIL1080,FIL1080,MYSUP0000001,INV,2026-06-01,2026-06-01,CLEARED,uuid-FIL1080,MYR,4750.00,380.00,5130.00,SST-S,MYF0001080,Filler 1080,false
1000,FIL1081,FIL1081,MYSUP0000001,INV,2026-06-02,2026-06-02,CLEARED,uuid-FIL1081,MYR,4762.50,381.00,5143.50,SST-S,MYF0001081,Filler 1081,false
1000,FIL1082,FIL1082,MYSUP0000001,INV,2026-06-03,2026-06-03,CLEARED,uuid-FIL1082,MYR,4775.00,382.00,5157.00,SST-S,MYF0001082,Filler 1082,false
1000,FIL1083,FIL1083,MYSUP0000001,INV,2026-06-04,2026-06-04,CLEARED,uuid-FIL1083,MYR,4787.50,383.00,5170.50,SST-S,MYF0001083,Filler 1083,false
1000,FIL1084,FIL1084,MYSUP0000001,INV,2026-06-05,2026-06-05,CLEARED,uuid-FIL1084,MYR,4800.00,384.00,5184.00,SST-S,MYF0001084,Filler 1084,false
1000,FIL1085,FIL1085,MYSUP0000001,INV,2026-06-06,2026-06-06,CLEARED,uuid-FIL1085,MYR,4812.50,385.00,5197.50,SST-S,MYF0001085,Filler 1085,false
1000,FIL1086,FIL1086,MYSUP0000001,INV,2026-06-07,2026-06-07,CLEARED,uuid-FIL1086,MYR,4825.00,386.00,5211.00,SST-S,MYF0001086,Filler 1086,false
1000,FIL1087,FIL1087,MYSUP0000001,INV,2026-06-08,2026-06-08,CLEARED,uuid-FIL1087,MYR,4837.50,387.00,5224.50,SST-S,MYF0001087,Filler 1087,false
1000,FIL1088,FIL1088,MYSUP0000001,INV,2026-06-09,2026-06-09,CLEARED,uuid-FIL1088,MYR,4850.00,388.00,5238.00,SST-S,MYF0001088,Filler 1088,false
1000,FIL1089,FIL1089,MYSUP0000001,INV,2026-06-10,2026-06-10,CLEARED,uuid-FIL1089,MYR,4862.50,389.00,5251.50,SST-S,MYF0001089,Filler 1089,false
1000,FIL1090,FIL1090,MYSUP0000001,INV,2026-06-11,2026-06-11,CLEARED,uuid-FIL1090,MYR,4875.00,390.00,5265.00,SST-S,MYF0001090,Filler 1090,false
1000,FIL1091,FIL1091,MYSUP0000001,INV,2026-06-12,2026-06-12,CLEARED,uuid-FIL1091,MYR,4887.50,391.00,5278.50,SST-S,MYF0001091,Filler 1091,false
1000,FIL1092,FIL1092,MYSUP0000001,INV,2026-06-13,2026-06-13,CLEARED,uuid-FIL1092,MYR,4900.00,392.00,5292.00,SST-S,MYF0001092,Filler 1092,false
1000,FIL1093,FIL1093,MYSUP0000001,INV,2026-06-14,2026-06-14,CLEARED,uuid-FIL1093,MYR,4912.50,393.00,5305.50,SST-S,MYF0001093,Filler 1093,false
1000,FIL1094,FIL1094,MYSUP0000001,INV,2026-06-15,2026-06-15,CLEARED,uuid-FIL1094,MYR,4925.00,394.00,5319.00,SST-S,MYF0001094,Filler 1094,false
1000,FIL1095,FIL1095,MYSUP0000001,INV,2026-06-16,2026-06-16,CLEARED,uuid-FIL1095,MYR,4937.50,395.00,5332.50,SST-S,MYF0001095,Filler 1095,false
1000,FIL1096,FIL1096,MYSUP0000001,INV,2026-06-17,2026-06-17,CLEARED,uuid-FIL1096,MYR,4950.00,396.00,5346.00,SST-S,MYF0001096,Filler 1096,false
1000,FIL1097,FIL1097,MYSUP0000001,INV,2026-06-18,2026-06-18,CLEARED,uuid-FIL1097,MYR,4962.50,397.00,5359.50,SST-S,MYF0001097,Filler 1097,false
1000,FIL1098,FIL1098,MYSUP0000001,INV,2026-06-19,2026-06-19,CLEARED,uuid-FIL1098,MYR,4975.00,398.00,5373.00,SST-S,MYF0001098,Filler 1098,false
1000,FIL1099,FIL1099,MYSUP0000001,INV,2026-06-20,2026-06-20,CLEARED,uuid-FIL1099,MYR,4987.50,399.00,5386.50,SST-S,MYF0001099,Filler 1099,false
1000,FIL1100,FIL1100,MYSUP0000001,INV,2026-06-21,2026-06-21,CLEARED,uuid-FIL1100,MYR,5000.00,400.00,5400.00,SST-S,MYF0001100,Filler 1100,false
1000,FIL1101,FIL1101,MYSUP0000001,INV,2026-06-22,2026-06-22,CLEARED,uuid-FIL1101,MYR,5012.50,401.00,5413.50,SST-S,MYF0001101,Filler 1101,false
1000,FIL1102,FIL1102,MYSUP0000001,INV,2026-06-23,2026-06-23,CLEARED,uuid-FIL1102,MYR,5025.00,402.00,5427.00,SST-S,MYF0001102,Filler 1102,false
1000,FIL1103,FIL1103,MYSUP0000001,INV,2026-06-24,2026-06-24,CLEARED,uuid-FIL1103,MYR,5037.50,403.00,5440.50,SST-S,MYF0001103,Filler 1103,false
1000,FIL1104,FIL1104,MYSUP0000001,INV,2026-06-25,2026-06-25,CLEARED,uuid-FIL1104,MYR,5050.00,404.00,5454.00,SST-S,MYF0001104,Filler 1104,false
1000,FIL1105,FIL1105,MYSUP0000001,INV,2026-06-26,2026-06-26,CLEARED,uuid-FIL1105,MYR,5062.50,405.00,5467.50,SST-S,MYF0001105,Filler 1105,false
1000,FIL1106,FIL1106,MYSUP0000001,INV,2026-06-27,2026-06-27,CLEARED,uuid-FIL1106,MYR,5075.00,406.00,5481.00,SST-S,MYF0001106,Filler 1106,false
1000,FIL1107,FIL1107,MYSUP0000001,INV,2026-06-01,2026-06-01,CLEARED,uuid-FIL1107,MYR,5087.50,407.00,5494.50,SST-S,MYF0001107,Filler 1107,false
1000,FIL1108,FIL1108,MYSUP0000001,INV,2026-06-02,2026-06-02,CLEARED,uuid-FIL1108,MYR,5100.00,408.00,5508.00,SST-S,MYF0001108,Filler 1108,false
1000,FIL1109,FIL1109,MYSUP0000001,INV,2026-06-03,2026-06-03,CLEARED,uuid-FIL1109,MYR,5112.50,409.00,5521.50,SST-S,MYF0001109,Filler 1109,false
1000,FIL1110,FIL1110,MYSUP0000001,INV,2026-06-04,2026-06-04,CLEARED,uuid-FIL1110,MYR,5125.00,410.00,5535.00,SST-S,MYF0001110,Filler 1110,false
1000,FIL1111,FIL1111,MYSUP0000001,INV,2026-06-05,2026-06-05,CLEARED,uuid-FIL1111,MYR,5137.50,411.00,5548.50,SST-S,MYF0001111,Filler 1111,false
1000,FIL1112,FIL1112,MYSUP0000001,INV,2026-06-06,2026-06-06,CLEARED,uuid-FIL1112,MYR,5150.00,412.00,5562.00,SST-S,MYF0001112,Filler 1112,false
1000,FIL1113,FIL1113,MYSUP0000001,INV,2026-06-07,2026-06-07,CLEARED,uuid-FIL1113,MYR,5162.50,413.00,5575.50,SST-S,MYF0001113,Filler 1113,false
1000,FIL1114,FIL1114,MYSUP0000001,INV,2026-06-08,2026-06-08,CLEARED,uuid-FIL1114,MYR,5175.00,414.00,5589.00,SST-S,MYF0001114,Filler 1114,false
1000,FIL1115,FIL1115,MYSUP0000001,INV,2026-06-09,2026-06-09,CLEARED,uuid-FIL1115,MYR,5187.50,415.00,5602.50,SST-S,MYF0001115,Filler 1115,false
1000,FIL1116,FIL1116,MYSUP0000001,INV,2026-06-10,2026-06-10,CLEARED,uuid-FIL1116,MYR,5200.00,416.00,5616.00,SST-S,MYF0001116,Filler 1116,false
1000,FIL1117,FIL1117,MYSUP0000001,INV,2026-06-11,2026-06-11,CLEARED,uuid-FIL1117,MYR,5212.50,417.00,5629.50,SST-S,MYF0001117,Filler 1117,false
1000,FIL1118,FIL1118,MYSUP0000001,INV,2026-06-12,2026-06-12,CLEARED,uuid-FIL1118,MYR,5225.00,418.00,5643.00,SST-S,MYF0001118,Filler 1118,false
1000,FIL1119,FIL1119,MYSUP0000001,INV,2026-06-13,2026-06-13,CLEARED,uuid-FIL1119,MYR,5237.50,419.00,5656.50,SST-S,MYF0001119,Filler 1119,false
