scenario_id,scenario_name,expected_cell,expected_bucket,expected_tier,expected_cardinality,gl_docs,ar_docs,einv_docs,expected_ambiguous,expected_min_alternatives
2000,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1000,FIL1000,FIL1000,false,0
2001,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1001,FIL1001,FIL1001,false,0
2002,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1002,FIL1002,FIL1002,false,0
2003,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1003,FIL1003,FIL1003,false,0
2004,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1004,FIL1004,FIL1004,false,0
2005,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1005,FIL1005,FIL1005,false,0
2006,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1006,FIL1006,FIL1006,false,0
2007,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1007,FIL1007,FIL1007,false,0
2008,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1008,FIL1008,FIL1008,false,0
2009,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1009,FIL1009,FIL1009,false,0
2010,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1010,FIL1010,FIL1010,false,0
2011,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1011,FIL1011,FIL1011,false,0
2012,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1012,FIL1012,FIL1012,false,0
2013,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1013,FIL1013,FIL1013,false,0
2014,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1014,FIL1014,FIL1014,false,0
2015,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1015,FIL1015,FIL1015,false,0
2016,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1016,FIL1016,FIL1016,false,0
2017,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1017,FIL1017,FIL1017,false,0
2018,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1018,FIL1018,FIL1018,false,0
2019,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1019,FIL1019,FIL1019,false,0
2020,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1020,FIL1020,FIL1020,false,0
2021,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1021,FIL1021,FIL1021,false,0
2022,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1022,FIL1022,FIL1022,false,0
2023,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1023,FIL1023,FIL1023,false,0
2024,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1024,FIL1024,FIL1024,false,0
2025,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1025,FIL1025,FIL1025,false,0
2026,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1026,FIL1026,FIL1026,false,0
2027,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1027,FIL1027,FIL1027,false,0
2028,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1028,FIL1028,FIL1028,false,0
2029,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1029,FIL1029,FIL1029,false,0
2030,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1030,FIL1030,FIL1030,false,0
2031,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1031,FIL1031,FIL1031,false,0
2032,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1032,FIL1032,FIL1032,false,0
2033,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1033,FIL1033,FIL1033,false,0
2034,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1034,FIL1034,FIL1034,false,0
2035,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1035,FIL1035,FIL1035,false,0
2036,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1036,FIL1036,FIL1036,false,0
2037,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1037,FIL1037,FIL1037,false,0
2038,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1038,FIL1038,FIL1038,false,0
2039,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1039,FIL1039,FIL1039,false,0
2040,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1040,FIL1040,FIL1040,false,0
2041,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1041,FIL1041,FIL1041,false,0
2042,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1042,FIL1042,FIL1042,false,0
2043,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1043,FIL1043,FIL1043,false,0
2044,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1044,FIL1044,FIL1044,false,0
2045,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1045,FIL1045,FIL1045,false,0
2046,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1046,FIL1046,FIL1046,false,0
2047,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1047,FIL1047,FIL1047,false,0
2048,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1048,FIL1048,FIL1048,false,0
2049,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1049,FIL1049,FIL1049,false,0
2050,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1050,FIL1050,FIL1050,false,0
2051,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1051,FIL1051,FIL1051,false,0
2052,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1052,FIL1052,FIL1052,false,0
2053,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1053,FIL1053,FIL1053,false,0
2054,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1054,FIL1054,FIL1054,false,0
2055,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1055,FIL1055,FIL1055,false,0
2056,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1056,FIL1056,FIL1056,false,0
2057,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1057,FIL1057,FIL1057,false,0
2058,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1058,FIL1058,FIL1058,false,0
2059,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1059,FIL1059,FIL1059,false,0
2060,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1060,FIL1060,FIL1060,false,0
2061,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1061,FIL1061,FIL1061,false,0
2062,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1062,FIL1062,FIL1062,false,0
2063,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1063,FIL1063,FIL1063,false,0
2064,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1064,FIL1064,FIL1064,false,0
2065,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1065,FIL1065,FIL1065,false,0
2066,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1066,FIL1066,FIL1066,false,0
2067,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1067,FIL1067,FIL1067,false,0
2068,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1068,FIL1068,FIL1068,false,0
2069,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1069,FIL1069,FIL1069,false,0
2070,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1070,FIL1070,FIL1070,false,0
2071,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1071,FIL1071,FIL1071,false,0
2072,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1072,FIL1072,FIL1072,false,0
2073,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1073,FIL1073,FIL1073,false,0
2074,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1074,FIL1074,FIL1074,false,0
2075,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1075,FIL1075,FIL1075,false,0
2076,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1076,FIL1076,FIL1076,false,0
2077,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1077,FIL1077,FIL1077,false,0
2078,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1078,FIL1078,FIL1078,false,0
2079,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1079,FIL1079,FIL1079,false,0
2080,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1080,FIL1080,FIL1080,false,0
2081,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1081,FIL1081,FIL1081,false,0
2082,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1082,FIL1082,FIL1082,false,0
2083,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1083,FIL1083,FIL1083,false,0
2084,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1084,FIL1084,FIL1084,false,0
2085,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1085,FIL1085,FIL1085,false,0
2086,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1086,FIL1086,FIL1086,false,0
2087,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1087,FIL1087,FIL1087,false,0
2088,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1088,FIL1088,FIL1088,false,0
2089,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1089,FIL1089,FIL1089,false,0
2090,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1090,FIL1090,FIL1090,false,0
2091,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1091,FIL1091,FIL1091,false,0
2092,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1092,FIL1092,FIL1092,false,0
2093,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1093,FIL1093,FIL1093,false,0
2094,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1094,FIL1094,FIL1094,false,0
2095,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1095,FIL1095,FIL1095,false,0
2096,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1096,FIL1096,FIL1096,false,0
2097,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1097,FIL1097,FIL1097,false,0
2098,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1098,FIL1098,FIL1098,false,0
2099,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1099,FIL1099,FIL1099,false,0
2100,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1100,FIL1100,FIL1100,false,0
2101,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1101,FIL1101,FIL1101,false,0
2102,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1102,FIL1102,FIL1102,false,0
2103,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1103,FIL1103,FIL1103,false,0
2104,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1104,FIL1104,FIL1104,false,0
2105,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1105,FIL1105,FIL1105,false,0
2106,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1106,FIL1106,FIL1106,false,0
2107,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1107,FIL1107,FIL1107,false,0
2108,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1108,FIL1108,FIL1108,false,0
2109,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1109,FIL1109,FIL1109,false,0
2110,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1110,FIL1110,FIL1110,false,0
2111,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1111,FIL1111,FIL1111,false,0
2112,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1112,FIL1112,FIL1112,false,0
2113,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1113,FIL1113,FIL1113,false,0
2114,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1114,FIL1114,FIL1114,false,0
2115,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1115,FIL1115,FIL1115,false,0
2116,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1116,FIL1116,FIL1116,false,0
2117,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1117,FIL1117,FIL1117,false,0
2118,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1118,FIL1118,FIL1118,false,0
2119,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1119,FIL1119,FIL1119,false,0
2120,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1120,FIL1120,FIL1120,false,0
2121,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1121,FIL1121,FIL1121,false,0
2122,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1122,FIL1122,FIL1122,false,0
2123,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1123,FIL1123,FIL1123,false,0
2124,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1124,FIL1124,FIL1124,false,0
2125,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1125,FIL1125,FIL1125,false,0
2126,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1126,FIL1126,FIL1126,false,0
2127,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1127,FIL1127,FIL1127,false,0
2128,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1128,FIL1128,FIL1128,false,0
2129,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1129,FIL1129,FIL1129,false,0
2130,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1130,FIL1130,FIL1130,false,0
2131,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1131,FIL1131,FIL1131,false,0
2132,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1132,FIL1132,FIL1132,false,0
2133,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1133,FIL1133,FIL1133,false,0
2134,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1134,FIL1134,FIL1134,false,0
2135,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1135,FIL1135,FIL1135,false,0
2136,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1136,FIL1136,FIL1136,false,0
2137,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1137,FIL1137,FIL1137,false,0
2138,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1138,FIL1138,FIL1138,false,0
2139,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1139,FIL1139,FIL1139,false,0
2140,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1140,FIL1140,FIL1140,false,0
2141,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1141,FIL1141,FIL1141,false,0
2142,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1142,FIL1142,FIL1142,false,0
2143,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1143,FIL1143,FIL1143,false,0
2144,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1144,FIL1144,FIL1144,false,0
2145,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1145,FIL1145,FIL1145,false,0
2146,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1146,FIL1146,FIL1146,false,0
2147,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1147,FIL1147,FIL1147,false,0
2148,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1148,FIL1148,FIL1148,false,0
2149,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1149,FIL1149,FIL1149,false,0
2150,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1150,FIL1150,FIL1150,false,0
2151,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1151,FIL1151,FIL1151,false,0
2152,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1152,FIL1152,FIL1152,false,0
2153,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1153,FIL1153,FIL1153,false,0
2154,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1154,FIL1154,FIL1154,false,0
2155,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1155,FIL1155,FIL1155,false,0
2156,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1156,FIL1156,FIL1156,false,0
2157,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1157,FIL1157,FIL1157,false,0
2158,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1158,FIL1158,FIL1158,false,0
2159,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1159,FIL1159,FIL1159,false,0
2160,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1160,FIL1160,FIL1160,false,0
2161,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1161,FIL1161,FIL1161,false,0
2162,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1162,FIL1162,FIL1162,false,0
2163,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1163,FIL1163,FIL1163,false,0
2164,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1164,FIL1164,FIL1164,false,0
2165,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1165,FIL1165,FIL1165,false,0
2166,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1166,FIL1166,FIL1166,false,0
2167,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1167,FIL1167,FIL1167,false,0
2168,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1168,FIL1168,FIL1168,false,0
2169,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1169,FIL1169,FIL1169,false,0
2170,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1170,FIL1170,FIL1170,false,0
2171,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1171,FIL1171,FIL1171,false,0
2172,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1172,FIL1172,FIL1172,false,0
2173,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1173,FIL1173,FIL1173,false,0
2174,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1174,FIL1174,FIL1174,false,0
2175,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1175,FIL1175,FIL1175,false,0
2176,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1176,FIL1176,FIL1176,false,0
2177,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1177,FIL1177,FIL1177,false,0
2178,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1178,FIL1178,FIL1178,false,0
2179,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1179,FIL1179,FIL1179,false,0
2180,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1180,FIL1180,FIL1180,false,0
2181,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1181,FIL1181,FIL1181,false,0
2182,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1182,FIL1182,FIL1182,false,0
2183,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1183,FIL1183,FIL1183,false,0
2184,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1184,FIL1184,FIL1184,false,0
2185,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1185,FIL1185,FIL1185,false,0
2186,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1186,FIL1186,FIL1186,false,0
2187,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1187,FIL1187,FIL1187,false,0
2188,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1188,FIL1188,FIL1188,false,0
2189,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1189,FIL1189,FIL1189,false,0
2190,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1190,FIL1190,FIL1190,false,0
2191,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1191,FIL1191,FIL1191,false,0
2192,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1192,FIL1192,FIL1192,false,0
2193,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1193,FIL1193,FIL1193,false,0
2194,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1194,FIL1194,FIL1194,false,0
2195,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1195,FIL1195,FIL1195,false,0
2196,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1196,FIL1196,FIL1196,false,0
2197,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1197,FIL1197,FIL1197,false,0
2198,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1198,FIL1198,FIL1198,false,0
2199,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1199,FIL1199,FIL1199,false,0
2200,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1200,FIL1200,FIL1200,false,0
2201,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1201,FIL1201,FIL1201,false,0
2202,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1202,FIL1202,FIL1202,false,0
2203,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1203,FIL1203,FIL1203,false,0
2204,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1204,FIL1204,FIL1204,false,0
2205,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1205,FIL1205,FIL1205,false,0
2206,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1206,FIL1206,FIL1206,false,0
2207,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1207,FIL1207,FIL1207,false,0
2208,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1208,FIL1208,FIL1208,false,0
2209,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1209,FIL1209,FIL1209,false,0
2210,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1210,FIL1210,FIL1210,false,0
2211,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1211,FIL1211,FIL1211,false,0
2212,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1212,FIL1212,FIL1212,false,0
2213,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1213,FIL1213,FIL1213,false,0
2214,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1214,FIL1214,FIL1214,false,0
2215,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1215,FIL1215,FIL1215,false,0
2216,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1216,FIL1216,FIL1216,false,0
2217,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1217,FIL1217,FIL1217,false,0
2218,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1218,FIL1218,FIL1218,false,0
2219,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1219,FIL1219,FIL1219,false,0
2220,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1220,FIL1220,FIL1220,false,0
2221,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1221,FIL1221,FIL1221,false,0
2222,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1222,FIL1222,FIL1222,false,0
2223,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1223,FIL1223,FIL1223,false,0
2224,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1224,FIL1224,FIL1224,false,0
2225,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1225,FIL1225,FIL1225,false,0
2226,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1226,FIL1226,FIL1226,false,0
2227,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1227,FIL1227,FIL1227,false,0
2228,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1228,FIL1228,FIL1228,false,0
2229,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1229,FIL1229,FIL1229,false,0
2230,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1230,FIL1230,FIL1230,false,0
2231,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1231,FIL1231,FIL1231,false,0
2232,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1232,FIL1232,FIL1232,false,0
2233,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1233,FIL1233,FIL1233,false,0
2234,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1234,FIL1234,FIL1234,false,0
