BUKRS,VBELN,AWKEY,XBLNR,GJAHR,FKART,FKDAT,BUDAT,WAERS,KURSF,NETWR,MWSBP,GROSS,MWSKZ,KUNNR,STCEG,NAME1
1000,FIL1009,FIL1009,FIL1009,2026,F2,2026-06-11,2026-06-11,MYR,1.0,3862.50,309.00,4171.50,SST-S,K1009,MYF0001009,Filler 1009
1000,FIL1010,FIL1010,FIL1010,2026,F2,2026-06-12,2026-06-12,MYR,1.0,3875.00,310.00,4185.00,SST-S,K1010,MYF0001010,Filler 1010
1000,FIL1011,FIL1011,FIL1011,2026,F2,2026-06-13,2026-06-13,MYR,1.0,3887.50,311.00,4198.50,SST-S,K1011,MYF0001011,Filler 1011
1000,FIL1012,FIL1012,FIL1012,2026,F2,2026-06-14,2026-06-14,MYR,1.0,3900.00,312.00,4212.00,SST-S,K1012,MYF0001012,Filler 1012
1000,FIL1013,FIL1013,FIL1013,2026,F2,2026-06-15,2026-06-15,MYR,1.0,3912.50,313.00,4225.50,SST-S,K1013,MYF0001013,Filler 1013
1000,FIL1014,FIL1014,FIL1014,2026,F2,2026-06-16,2026-06-16,MYR,1.0,3925.00,314.00,4239.00,SST-S,K1014,MYF0001014,Filler 1014
1000,FIL1015,FIL1015,FIL1015,2026,F2,2026-06-17,2026-06-17,MYR,1.0,3937.50,315.00,4252.50,SST-S,K1015,MYF0001015,Filler 1015
1000,FIL1016,FIL1016,FIL1016,2026,F2,2026-06-18,2026-06-18,MYR,1.0,3950.00,316.00,4266.00,SST-S,K1016,MYF0001016,Filler 1016
1000,FIL1017,FIL1017,FIL1017,2026,F2,2026-06-19,2026-06-19,MYR,1.0,3962.50,317.00,4279.50,SST-S,K1017,MYF0001017,Filler 1017
1000,FIL1018,FIL1018,FIL1018,2026,F2,2026-06-20,2026-06-20,MYR,1.0,3975.00,318.00,4293.00,SST-S,K1018,MYF0001018,Filler 1018
1000,FIL1019,FIL1019,FIL1019,2026,F2,2026-06-21,2026-06-21,MYR,1.0,3987.50,319.00,4306.50,SST-S,K1019,MYF0001019,Filler 1019
1000,FIL1020,FIL1020,FIL1020,2026,F2,2026-06-22,2026-06-22,MYR,1.0,4000.00,320.00,4320.00,SST-S,K1020,MYF0001020,Filler 1020
1000,FIL1021,FIL1021,FIL1021,2026,F2,2026-06-23,2026-06-23,MYR,1.0,4012.50,321.00,4333.50,SST-S,K1021,MYF0001021,Filler 1021
1000,FIL1022,FIL1022,FIL1022,2026,F2,2026-06-24,2026-06-24,MYR,1.0,4025.00,322.00,4347.00,SST-S,K1022,MYF0001022,Filler 1022
1000,FIL1023,FIL1023,FIL1023,2026,F2,2026-06-25,2026-06-25,MYR,1.0,4037.50,323.00,4360.50,SST-S,K1023,MYF0001023,Filler 1023
1000,FIL1024,FIL1024,FIL1024,2026,F2,2026-06-26,2026-06-26,MYR,1.0,4050.00,324.00,4374.00,SST-S,K1024,MYF0001024,Filler 1024
1000,FIL1025,FIL1025,FIL1025,2026,F2,2026-06-27,2026-06-27,MYR,1.0,4062.50,325.00,4387.50,SST-S,K1025,MYF0001025,Filler 1025
1000,FIL1026,FIL1026,FIL1026,2026,F2,2026-06-01,2026-06-01,MYR,1.0,4075.00,326.00,4401.00,SST-S,K1026,MYF0001026,Filler 1026
1000,FIL1027,FIL1027,FIL1027,2026,F2,2026-06-02,2026-06-02,MYR,1.0,4087.50,327.00,4414.50,SST-S,K1027,MYF0001027,Filler 1027
1000,FIL1028,FIL1028,FIL1028,2026,F2,2026-06-03,2026-06-03,MYR,1.0,4100.00,328.00,4428.00,SST-S,K1028,MYF0001028,Filler 1028
1000,FIL1029,FIL1029,FIL1029,2026,F2,2026-06-04,2026-06-04,MYR,1.0,4112.50,329.00,4441.50,SST-S,K1029,MYF0001029,Filler 1029
1000,FIL1030,FIL1030,FIL1030,2026,F2,2026-06-05,2026-06-05,MYR,1.0,4125.00,330.00,4455.00,SST-S,K1030,MYF0001030,Filler 1030
1000,FIL1031,FIL1031,FIL1031,2026,F2,2026-06-06,2026-06-06,MYR,1.0,4137.50,331.00,4468.50,SST-S,K1031,MYF0001031,Filler 1031
1000,FIL1032,FIL1032,FIL1032,2026,F2,2026-06-07,2026-06-07,MYR,1.0,4150.00,332.00,4482.00,SST-S,K1032,MYF0001032,Filler 1032
1000,FIL1033,FIL1033,FIL1033,2026,F2,2026-06-08,2026-06-08,MYR,1.0,4162.50,333.00,4495.50,SST-S,K1033,MYF0001033,Filler 1033
1000,FIL1034,FIL1034,FIL1034,2026,F2,2026-06-09,2026-06-09,MYR,1.0,4175.00,334.00,4509.00,SST-S,K1034,MYF0001034,Filler 1034
1000,FIL1035,FIL1035,FIL1035,2026,F2,2026-06-10,2026-06-10,MYR,1.0,4187.50,335.00,4522.50,SST-S,K1035,MYF0001035,Filler 1035
1000,FIL1036,FIL1036,FIL1036,2026,F2,2026-06-11,2026-06-11,MYR,1.0,4200.00,336.00,4536.00,SST-S,K1036,MYF0001036,Filler 1036
1000,FIL1037,FIL1037,FIL1037,2026,F2,2026-06-12,2026-06-12,MYR,1.0,4212.50,337.00,4549.50,SST-S,K1037,MYF0001037,Filler 1037
1000,FIL1038,FIL1038,FIL1038,2026,F2,2026-06-13,2026-06-13,MYR,1.0,4225.00,338.00,4563.00,SST-S,K1038,MYF0001038,Filler 1038
1000,FIL1039,FIL1039,FIL1039,2026,F2,2026-06-14,2026-06-14,MYR,1.0,4237.50,339.00,4576.50,SST-S,K1039,MYF0001039,Filler 1039
1000,FIL1040,FIL1040,FIL1040,2026,F2,2026-06-15,2026-06-15,MYR,1.0,4250.00,340.00,4590.00,SST-S,K1040,MYF0001040,Filler 1040
1000,FIL1041,FIL1041,FIL1041,2026,F2,2026-06-16,2026-06-16,MYR,1.0,4262.50,341.00,4603.50,SST-S,K1041,MYF0001041,Filler 1041
1000,FIL1042,FIL1042,FIL1042,2026,F2,2026-06-17,2026-06-17,MYR,1.0,4275.00,342.00,4617.00,SST-S,K1042,MYF0001042,Filler 1042
1000,FIL1043,FIL1043,FIL1043,2026,F2,2026-06-18,2026-06-18,MYR,1.0,4287.50,343.00,4630.50,SST-S,K1043,MYF0001043,Filler 1043
1000,FIL1044,FIL1044,FIL1044,2026,F2,2026-06-19,2026-06-19,MYR,1.0,4300.00,344.00,4644.00,SST-S,K1044,MYF0001044,Filler 1044
1000,FIL1045,FIL1045,FIL1045,2026,F2,2026-06-20,2026-06-20,MYR,1.0,4312.50,345.00,4657.50,SST-S,K1045,MYF0001045,Filler 1045
1000,FIL1046,FIL1046,FIL1046,2026,F2,2026-06-21,2026-06-21,MYR,1.0,4325.00,346.00,4671.00,SST-S,K1046,MYF0001046,Filler 1046
1000,FIL1047,FIL1047,FIL1047,2026,F2,2026-06-22,2026-06-22,MYR,1.0,4337.50,347.00,4684.50,SST-S,K1047,MYF0001047,Filler 1047
1000,FIL1048,FIL1048,FIL1048,2026,F2,2026-06-23,2026-06-23,MYR,1.0,4350.00,348.00,4698.00,SST-S,K1048,MYF0001048,Filler 1048
1000,FIL1049,FIL1049,FIL1049,2026,F2,2026-06-24,2026-06-24,MYR,1.0,4362.50,349.00,4711.50,SST-S,K1049,MYF0001049,Filler 1049
1000,FIL1050,FIL1050,FIL1050,2026,F2,2026-06-25,2026-06-25,MYR,1.0,4375.00,350.00,4725.00,SST-S,K1050,MYF0001050,Filler 1050
1000,FIL1051,FIL1051,FIL1051,2026,F2,2026-06-26,2026-06-26,MYR,1.0,4387.50,351.00,4738.50,SST-S,K1051,MYF0001051,Filler 1051
1000,FIL1052,FIL1052,FIL1052,2026,F2,2026-06-27,2026-06-27,MYR,1.0,4400.00,352.00,4752.00,SST-S,K1052,MYF0001052,Filler 1052
1000,FIL1053,FIL1053,FIL1053,2026,F2,2026-06-01,2026-06-01,MYR,1.0,4412.50,353.00,4765.50,SST-S,K1053,MYF0001053,Filler 1053
1000,FIL1054,FIL1054,FIL1054,2026,F2,2026-06-02,2026-06-02,MYR,1.0,4425.00,354.00,4779.00,SST-S,K1054,MYF0001054,Filler 1054
1000,FIL1055,FIL1055,FIL1055,2026,F2,2026-06-03,2026-06-03,MYR,1.0,4437.50,355.00,4792.50,SST-S,K1055,MYF0001055,Filler 1055
1000,FIL1056,FIL1056,FIL1056,2026,F2,2026-06-04,2026-06-04,MYR,1.0,4450.00,356.00,4806.00,SST-S,K1056,MYF0001056,Filler 1056
1000,FIL1057,FIL1057,FIL1057,2026,F2,2026-06-05,2026-06-05,MYR,1.0,4462.50,357.00,4819.50,SST-S,K1057,MYF0001057,Filler 1057
1000,FIL1058,FIL1058,FIL1058,2026,F2,2026-06-06,2026-06-06,MYR,1.0,4475.00,358.00,4833.00,SST-S,K1058,MYF0001058,Filler 1058
1000,FIL1059,FIL1059,FIL1059,2026,F2,2026-06-07,2026-06-07,MYR,1.0,4487.50,359.00,4846.50,SST-S,K1059,MYF0001059,Filler 1059
1000,FIL1060,FIL1060,FIL1060,2026,F2,2026-06-08,2026-06-08,MYR,1.0,4500.00,360.00,4860.00,SST-S,K1060,MYF0001060,Filler 1060
1000,FIL1061,FIL1061,FIL1061,2026,F2,2026-06-09,2026-06-09,MYR,1.0,4512.50,361.00,4873.50,SST-S,K1061,MYF0001061,Filler 1061
1000,FIL1062,FIL1062,FIL1062,2026,F2,2026-06-10,2026-06-10,MYR,1.0,4525.00,362.00,4887.00,SST-S,K1062,MYF0001062,Filler 1062
1000,FIL1063,FIL1063,FIL1063,2026,F2,2026-06-11,2026-06-11,MYR,1.0,4537.50,363.00,4900.50,SST-S,K1063,MYF0001063,Filler 1063
1000,FIL1064,FIL1064,FIL1064,2026,F2,2026-06-12,2026-06-12,MYR,1.0,4550.00,364.00,4914.00,SST-S,K1064,MYF0001064,Filler 1064
1000,FIL1065,FIL1065,FIL1065,2026,F2,2026-06-13,2026-06-13,MYR,1.0,4562.50,365.00,4927.50,SST-S,K1065,MYF0001065,Filler 1065
1000,FIL1066,FIL1066,FIL1066,2026,F2,2026-06-14,2026-06-14,MYR,1.0,4575.00,366.00,4941.00,SST-S,K1066,MYF0001066,Filler 1066
1000,FIL1067,FIL1067,FIL1067,2026,F2,2026-06-15,2026-06-15,MYR,1.0,4587.50,367.00,4954.50,SST-S,K1067,MYF0001067,Filler 1067
1000,FIL1068,FIL1068,FIL1068,2026,F2,2026-06-16,2026-06-16,MYR,1.0,4600.00,368.00,4968.00,SST-S,K1068,MYF0001068,Filler 1068
1000,FIL1069,FIL1069,FIL1069,2026,F2,2026-06-17,2026-06-17,MYR,1.0,4612.50,369.00,4981.50,SST-S,K1069,MYF0001069,Filler 1069
1000,FIL1070,FIL1070,FIL1070,2026,F2,2026-06-18,2026-06-18,MYR,1.0,4625.00,370.00,4995.00,SST-S,K1070,MYF0001070,Filler 1070
1000,FIL1071,FIL1071,FIL1071,2026,F2,2026-06-19,2026-06-19,MYR,1.0,4637.50,371.00,5008.50,SST-S,K1071,MYF0001071,Filler 1071
1000,FIL1072,FIL1072,FIL1072,2026,F2,2026-06-20,2026-06-20,MYR,1.0,4650.00,372.00,5022.00,SST-S,K1072,MYF0001072,Filler 1072
1000,FIL1073,FIL1073,FIL1073,2026,F2,2026-06-21,2026-06-21,MYR,1.0,4662.50,373.00,5035.50,SST-S,K1073,MYF0001073,Filler 1073
1000,FIL1074,FIL1074,FIL1074,2026,F2,2026-06-22,2026-06-22,MYR,1.0,4675.00,374.00,5049.00,SST-S,K1074,MYF0001074,Filler 1074
1000,FIL1075,FIL1075,FIL1075,2026,F2,2026-06-23,2026-06-23,MYR,1.0,4687.50,375.00,5062.50,SST-S,K1075,MYF0001075,Filler 1075
1000,FIL1076,FIL1076,FIL1076,2026,F2,2026-06-24,2026-06-24,MYR,1.0,4700.00,376.00,5076.00,SST-S,K1076,MYF0001076,Filler 1076
1000,FIL1077,FIL1077,FIL1077,2026,F2,2026-06-25,2026-06-25,MYR,1.0,4712.50,377.00,5089.50,SST-S,K1077,MYF0001077,Filler 1077
1000,FIL1078,FIL1078,FIL1078,2026,F2,2026-06-26,2026-06-26,MYR,1.0,4725.00,378.00,5103.00,SST-S,K1078,MYF0001078,Filler 1078
1000,FIL1079,FIL1079,FIL1079,2026,F2,2026-06-27,2026-06-27,MYR,1.0,4737.50,379.00,5116.50,SST-S,K1079,MYF0001079,Filler 1079
1000,FIL1080,FIL1080,FIL1080,2026,F2,2026-06-01,2026-06-01,MYR,1.0,4750.00,380.00,5130.00,SST-S,K1080,MYF0001080,Filler 1080
1000,FIL1081,FIL1081,FIL1081,2026,F2,2026-06-02,2026-06-02,MYR,1.0,4762.50,381.00,5143.50,SST-S,K1081,MYF0001081,Filler 1081
1000,FIL1082,FIL1082,FIL1082,2026,F2,2026-06-03,2026-06-03,MYR,1.0,4775.00,382.00,5157.00,SST-S,K1082,MYF0001082,Filler 1082
1000,FIL1083,FIL1083,FIL1083,2026,F2,2026-06-04,2026-06-04,MYR,1.0,4787.50,383.00,5170.50,SST-S,K1083,MYF0001083,Filler 1083
1000,FIL1084,FIL1084,FIL1084,2026,F2,2026-06-05,2026-06-05,MYR,1.0,4800.00,384.00,5184.00,SST-S,K1084,MYF0001084,Filler 1084
1000,FIL1085,FIL1085,FIL1085,2026,F2,2026-06-06,2026-06-06,MYR,1.0,4812.50,385.00,5197.50,SST-S,K1085,MYF0001085,Filler 1085
1000,FIL1086,FIL1086,FIL1086,2026,F2,2026-06-07,2026-06-07,MYR,1.0,4825.00,386.00,5211.00,SST-S,K1086,MYF0001086,Filler 1086
1000,FIL1087,FIL1087,FIL1087,2026,F2,2026-06-08,2026-06-08,MYR,1.0,4837.50,387.00,5224.50,SST-S,K1087,MYF0001087,Filler 1087
1000,FIL1088,FIL1088,FIL1088,2026,F2,2026-06-09,2026-06-09,MYR,1.0,4850.00,388.00,5238.00,SST-S,K1088,MYF0001088,Filler 1088
1000,FIL1089,FIL1089,FIL1089,2026,F2,2026-06-10,2026-06-10,MYR,1.0,4862.50,389.00,5251.50,SST-S,K1089,MYF0001089,Filler 1089
1000,FIL1090,FIL1090,FIL1090,2026,F2,2026-06-11,2026-06-11,MYR,1.0,4875.00,390.00,5265.00,SST-S,K1090,MYF0001090,Filler 1090
1000,FIL1091,FIL1091,FIL1091,2026,F2,2026-06-12,2026-06-12,MYR,1.0,4887.50,391.00,5278.50,SST-S,K1091,MYF0001091,Filler 1091
1000,FIL1092,FIL1092,FIL1092,2026,F2,2026-06-13,2026-06-13,MYR,1.0,4900.00,392.00,5292.00,SST-S,K1092,MYF0001092,Filler 1092
1000,FIL1093,FIL1093,FIL1093,2026,F2,2026-06-14,2026-06-14,MYR,1.0,4912.50,393.00,5305.50,SST-S,K1093,MYF0001093,Filler 1093
1000,FIL1094,FIL1094,FIL1094,2026,F2,2026-06-15,2026-06-15,MYR,1.0,4925.00,394.00,5319.00,SST-S,K1094,MYF0001094,Filler 1094
1000,FIL1095,FIL1095,FIL1095,2026,F2,2026-06-16,2026-06-16,MYR,1.0,4937.50,395.00,5332.50,SST-S,K1095,MYF0001095,Filler 1095
1000,FIL1096,FIL1096,FIL1096,2026,F2,2026-06-17,2026-06-17,MYR,1.0,4950.00,396.00,5346.00,SST-S,K1096,MYF0001096,Filler 1096
1000,FIL1097,FIL1097,FIL1097,2026,F2,2026-06-18,2026-06-18,MYR,1.0,4962.50,397.00,5359.50,SST-S,K1097,MYF0001097,Filler 1097
1000,FIL1098,FIL1098,FIL1098,2026,F2,2026-06-19,2026-06-19,MYR,1.0,4975.00,398.00,5373.00,SST-S,K1098,MYF0001098,Filler 1098
1000,FIL1099,FIL1099,FIL1099,2026,F2,2026-06-20,2026-06-20,MYR,1.0,4987.50,399.00,5386.50,SST-S,K1099,MYF0001099,Filler 1099
1000,FIL1100,FIL1100,FIL1100,2026,F2,2026-06-21,2026-06-21,MYR,1.0,5000.00,400.00,5400.00,SST-S,K1100,MYF0001100,Filler 1100
1000,FIL1101,FIL1101,FIL1101,2026,F2,2026-06-22,2026-06-22,MYR,1.0,5012.50,401.00,5413.50,SST-S,K1101,MYF0001101,Filler 1101
1000,FIL1102,FIL1102,FIL1102,2026,F2,2026-06-23,2026-06-23,MYR,1.0,5025.00,402.00,5427.00,SST-S,K1102,MYF0001102,Filler 1102
1000,FIL1103,FIL1103,FIL1103,2026,F2,2026-06-24,2026-06-24,MYR,1.0,5037.50,403.00,5440.50,SST-S,K1103,MYF0001103,Filler 1103
1000,FIL1104,FIL1104,FIL1104,2026,F2,2026-06-25,2026-06-25,MYR,1.0,5050.00,404.00,5454.00,SST-S,K1104,MYF0001104,Filler 1104
1000,FIL1105,FIL1105,FIL1105,2026,F2,2026-06-26,2026-06-26,MYR,1.0,5062.50,405.00,5467.50,SST-S,K1105,MYF0001105,Filler 1105
1000,FIL1106,FIL1106,FIL1106,2026,F2,2026-06-27,2026-06-27,MYR,1.0,5075.00,406.00,5481.00,SST-S,K1106,MYF0001106,Filler 1106
1000,FIL1107,FIL1107,FIL1107,2026,F2,2026-06-01,2026-06-01,MYR,1.0,5087.50,407.00,5494.50,SST-S,K1107,MYF0001107,Filler 1107
1000,FIL1108,FIL1108,FIL1108,2026,F2,2026-06-02,2026-06-02,MYR,1.0,5100.00,408.00,5508.00,SST-S,K1108,MYF0001108,Filler 1108
1000,FIL1109,FIL1109,FIL1109,2026,F2,2026-06-03,2026-06-03,MYR,1.0,5112.50,409.00,5521.50,SST-S,K1109,MYF0001109,Filler 1109
1000,FIL1110,FIL1110,FIL1110,2026,F2,2026-06-04,2026-06-04,MYR,1.0,5125.00,410.00,5535.00,SST-S,K1110,MYF0001110,Filler 1110
1000,FIL1111,FIL1111,FIL1111,2026,F2,2026-06-05,2026-06-05,MYR,1.0,5137.50,411.00,5548.50,SST-S,K1111,MYF0001111,Filler 1111
1000,FIL1112,FIL1112,FIL1112,2026,F2,2026-06-06,2026-06-06,MYR,1.0,5150.00,412.00,5562.00,SST-S,K1112,MYF0001112,Filler 1112
1000,FIL1113,FIL1113,FIL1113,2026,F2,2026-06-07,2026-06-07,MYR,1.0,5162.50,413.00,5575.50,SST-S,K1113,MYF0001113,Filler 1113
1000,FIL1114,FIL1114,FIL1114,2026,F2,2026-06-08,2026-06-08,MYR,1.0,5175.00,414.00,5589.00,SST-S,K1114,MYF0001114,Filler 1114
1000,FIL1115,FIL1115,FIL1115,2026,F2,2026-06-09,2026-06-09,MYR,1.0,5187.50,415.00,5602.50,SST-S,K1115,MYF0001115,Filler 1115
1000,FIL1116,FIL1116,FIL1116,2026,F2,2026-06-10,2026-06-10,MYR,1.0,5200.00,416.00,5616.00,SST-S,K1116,MYF0001116,Filler 1116
1000,FIL1117,FIL1117,FIL1117,2026,F2,2026-06-11,2026-06-11,MYR,1.0,5212.50,417.00,5629.50,SST-S,K1117,MYF0001117,Filler 1117
1000,FIL1118,FIL1118,FIL1118,2026,F2,2026-06-12,2026-06-12,MYR,1.0,5225.00,418.00,5643.00,SST-S,K1118,MYF0001118,Filler 1118
1000,FIL1119,FIL1119,FIL1119,2026,F2,2026-06-13,2026-06-13,MYR,1.0,5237.50,419.00,5656.50,SST-S,K1119,MYF0001119,Filler 1119
1000,FIL1120,FIL1120,FIL1120,2026,F2,2026-06-14,2026-06-14,MYR,1.0,5250.00,420.00,5670.00,SST-S,K1120,MYF0001120,Filler 1120
1000,FIL1121,FIL1121,FIL1121,2026,F2,2026-06-15,2026-06-15,MYR,1.0,5262.50,421.00,5683.50,SST-S,K1121,MYF0001121,Filler 1121
1000,FIL1122,FIL1122,FIL1122,2026,F2,2026-06-16,2026-06-16,MYR,1.0,5275.00,422.00,5697.00,SST-S,K1122,MYF0001122,Filler 1122
1000,FIL1123,FIL1123,FIL1123,2026,F2,2026-06-17,2026-06-17,MYR,1.0,5287.50,423.00,5710.50,SST-S,K1123,MYF0001123,Filler 1123
1000,FIL1124,FIL1124,FIL1124,2026,F2,2026-06-18,2026-06-18,MYR,1.0,5300.00,424.00,5724.00,SST-S,K1124,MYF0001124,Filler 1124
1000,FIL1125,FIL1125,FIL1125,2026,F2,2026-06-19,2026-06-19,MYR,1.0,5312.50,425.00,5737.50,SST-S,K1125,MYF0001125,Filler 1125
1000,FIL1126,FIL1126,FIL1126,2026,F2,2026-06-20,2026-06-20,MYR,1.0,5325.00,426.00,5751.00,SST-S,K1126,MYF0001126,Filler 1126
1000,FIL1127,FIL1127,FIL1127,2026,F2,2026-06-21,2026-06-21,MYR,1.0,5337.50,427.00,5764.50,SST-S,K1127,MYF0001127,Filler 1127
1000,FIL1128,FIL1128,FIL1128,2026,F2,2026-06-22,2026-06-22,MYR,1.0,5350.00,428.00,5778.00,SST-S,K1128,MYF0001128,Filler 1128
1000,FIL1129,FIL1129,FIL1129,2026,F2,2026-06-23,2026-06-23,MYR,1.0,5362.50,429.00,5791.50,SST-S,K1129,MYF0001129,Filler 1129
1000,FIL1130,FIL1130,FIL1130,2026,F2,2026-06-24,2026-06-24,MYR,1.0,5375.00,430.00,5805.00,SST-S,K1130,MYF0001130,Filler 1130
1000,FIL1131,FIL1131,FIL1131,2026,F2,2026-06-25,2026-06-25,MYR,1.0,5387.50,431.00,5818.50,SST-S,K1131,MYF0001131,Filler 1131
1000,FIL1132,FIL1132,FIL1132,2026,F2,2026-06-26,2026-06-26,MYR,1.0,5400.00,432.00,5832.00,SST-S,K1132,MYF0001132,Filler 1132
1000,FIL1133,FIL1133,FIL1133,2026,F2,2026-06-27,2026-06-27,MYR,1.0,5412.50,433.00,5845.50,SST-S,K1133,MYF0001133,Filler 1133
1000,FIL1134,FIL1134,FIL1134,2026,F2,2026-06-01,2026-06-01,MYR,1.0,5425.00,434.00,5859.00,SST-S,K1134,MYF0001134,Filler 1134
1000,FIL1135,FIL1135,FIL1135,2026,F2,2026-06-02,2026-06-02,MYR,1.0,5437.50,435.00,5872.50,SST-S,K1135,MYF0001135,Filler 1135
1000,FIL1136,FIL1136,FIL1136,2026,F2,2026-06-03,2026-06-03,MYR,1.0,5450.00,436.00,5886.00,SST-S,K1136,MYF0001136,Filler 1136
1000,FIL1137,FIL1137,FIL1137,2026,F2,2026-06-04,2026-06-04,MYR,1.0,5462.50,437.00,5899.50,SST-S,K1137,MYF0001137,Filler 1137
1000,FIL1138,FIL1138,FIL1138,2026,F2,2026-06-05,2026-06-05,MYR,1.0,5475.00,438.00,5913.00,SST-S,K1138,MYF0001138,Filler 1138
1000,FIL1139,FIL1139,FIL1139,2026,F2,2026-06-06,2026-06-06,MYR,1.0,5487.50,439.00,5926.50,SST-S,K1139,MYF0001139,Filler 1139
1000,FIL1140,FIL1140,FIL1140,2026,F2,2026-06-07,2026-06-07,MYR,1.0,5500.00,440.00,5940.00,SST-S,K1140,MYF0001140,Filler 1140
