BUKRS,BELNR,GJAHR,BUZEI,HKONT,BLART,BLDAT,BUDAT,WAERS,KURSF,DMBTR_SIGNED,MWSKZ,KUNNR,STCEG,NAME1,PRCTR
1000,DEG706,2026,3,230000,F2,2026-06-12,2026-06-12,MYR,1.0,-500.00,SST-S,C7,MYB0000007,Buyer 7,PC01
1000,DEG707,2026,1,140000,F2,2026-06-12,2026-06-12,MYR,1.0,6750.00,SST-S,C7,MYB0000007,Buyer 7,PC01
1000,DEG707,2026,2,400000,F2,2026-06-12,2026-06-12,MYR,1.0,-6250.00,SST-S,C7,MYB0000007,Buyer 7,PC01
1000,DEG707,2026,3,230000,F2,2026-06-12,2026-06-12,MYR,1.0,-500.00,SST-S,C7,MYB0000007,Buyer 7,PC01
1000,DEG708,2026,1,140000,F2,2026-06-12,2026-06-12,MYR,1.0,6750.00,SST-S,C7,MYB0000007,Buyer 7,PC01
1000,DEG708,2026,2,400000,F2,2026-06-12,2026-06-12,MYR,1.0,-6250.00,SST-S,C7,MYB0000007,Buyer 7,PC01
1000,DEG708,2026,3,230000,F2,2026-06-12,2026-06-12,MYR,1.0,-500.00,SST-S,C7,MYB0000007,Buyer 7,PC01
1000,DEG709,2026,1,140000,F2,2026-06-12,2026-06-12,MYR,1.0,6750.00,SST-S,C7,MYB0000007,Buyer 7,PC01
1000,DEG709,2026,2,400000,F2,2026-06-12,2026-06-12,MYR,1.0,-6250.00,SST-S,C7,MYB0000007,Buyer 7,PC01
1000,DEG709,2026,3,230000,F2,2026-06-12,2026-06-12,MYR,1.0,-500.00,SST-S,C7,MYB0000007,Buyer 7,PC01
1000,E2A8,2026,1,140000,F2,2026-06-05,2026-06-05,MYR,1.0,9720.00,SST-S,C8,MYB0000008,Buyer 8,PC01
1000,E2A8,2026,2,400000,F2,2026-06-05,2026-06-05,MYR,1.0,-9000.00,SST-S,C8,MYB0000008,Buyer 8,PC01
1000,E2A8,2026,3,230000,F2,2026-06-05,2026-06-05,MYR,1.0,-720.00,SST-S,C8,MYB0000008,Buyer 8,PC01
1000,E2A9,2026,1,140000,F2,2026-06-05,2026-06-05,MYR,1.0,4495.50,SST-S,C9,MYB0000009,Buyer 9,PC01
1000,E2A9,2026,2,400000,F2,2026-06-05,2026-06-05,MYR,1.0,-4162.50,SST-S,C9,MYB0000009,Buyer 9,PC01
1000,E2A9,2026,3,230000,F2,2026-06-05,2026-06-05,MYR,1.0,-333.00,SST-S,C9,MYB0000009,Buyer 9,PC01
1000,E4A11,2026,1,110000,SA,2026-06-20,2026-06-20,MYR,1.0,2835.00,SST-S,C11,MYB0000011,Buyer 11,PC01
1000,E4A11,2026,2,400000,SA,2026-06-20,2026-06-20,MYR,1.0,-2625.00,SST-S,C11,MYB0000011,Buyer 11,PC01
1000,E4A11,2026,3,230000,SA,2026-06-20,2026-06-20,MYR,1.0,-210.00,SST-S,C11,MYB0000011,Buyer 11,PC01
1000,E5A12,2026,1,140000,F2,2026-06-15,2026-06-15,MYR,1.0,11880.00,SST-S,C12,MYB0000012,Buyer 12,PC01
1000,E5A12,2026,2,490000,F2,2026-06-15,2026-06-15,MYR,1.0,-11000.00,SST-S,C12,MYB0000012,Buyer 12,PC01
1000,E5A12,2026,3,230000,F2,2026-06-15,2026-06-15,MYR,1.0,-880.00,SST-S,C12,MYB0000012,Buyer 12,PC01
1000,E5A13,2026,1,140000,F2,2026-06-16,2026-06-16,MYR,1.0,2025.00,SST-S,C13,MYB0000013,Buyer 13,PC01
1000,E5A13,2026,2,450000,F2,2026-06-16,2026-06-16,MYR,1.0,-1875.00,SST-S,C13,MYB0000013,Buyer 13,PC01
1000,E5A13,2026,3,230000,F2,2026-06-16,2026-06-16,MYR,1.0,-150.00,SST-S,C13,MYB0000013,Buyer 13,PC01
1000,E6A14,2026,1,110000,DZ,2026-06-18,2026-06-18,MYR,1.0,5000.00,SST-S,C14,MYB0000014,Buyer 14,PC01
1000,E6A14,2026,2,140000,DZ,2026-06-18,2026-06-18,MYR,1.0,-5000.00,SST-S,C14,MYB0000014,Buyer 14,PC01
1000,WHT16,2026,1,140000,F2,2026-06-11,2026-06-11,MYR,1.0,6125.00,SST-S,C16,MYB0000016,Buyer 16,PC01
1000,WHT16,2026,2,231000,F2,2026-06-11,2026-06-11,MYR,1.0,625.00,SST-S,C16,MYB0000016,Buyer 16,PC01
1000,WHT16,2026,3,400000,F2,2026-06-11,2026-06-11,MYR,1.0,-6250.00,SST-S,C16,MYB0000016,Buyer 16,PC01
1000,WHT16,2026,4,230000,F2,2026-06-11,2026-06-11,MYR,1.0,-500.00,SST-S,C16,MYB0000016,Buyer 16,PC01
1000,RND18,2026,1,140000,F2,2026-06-13,2026-06-13,MYR,1.0,5089.52,SST-S,C18,MYB0000018,Buyer 18,PC01
1000,RND18,2026,2,400000,F2,2026-06-13,2026-06-13,MYR,1.0,-4712.50,SST-S,C18,MYB0000018,Buyer 18,PC01
1000,RND18,2026,3,230000,F2,2026-06-13,2026-06-13,MYR,1.0,-377.00,SST-S,C18,MYB0000018,Buyer 18,PC01
1000,RND18,2026,4,880000,F2,2026-06-13,2026-06-13,MYR,1.0,-0.02,SST-S,C18,MYB0000018,Buyer 18,PC01
1000,MULTI19,2026,1,140000,F2,2026-06-14,2026-06-14,MYR,1.0,33750.00,SST-S,C19,MYB0000019,Buyer 19,PC01
1000,MULTI19,2026,2,400000,F2,2026-06-14,2026-06-14,MYR,1.0,-10000.00,SST-S,C19,MYB0000019,Buyer 19,PC01
1000,MULTI19,2026,3,400000,F2,2026-06-14,2026-06-14,MYR,1.0,-8000.00,SST-S,C19,MYB0000019,Buyer 19,PC01
1000,MULTI19,2026,4,400000,F2,2026-06-14,2026-06-14,MYR,1.0,-7000.00,SST-S,C19,MYB0000019,Buyer 19,PC01
1000,MULTI19,2026,5,230000,F2,2026-06-14,2026-06-14,MYR,1.0,-2000.00,SST-S,C19,MYB0000019,Buyer 19,PC01
1000,WTC20,2026,1,140000,F2,2026-06-17,2026-06-17,MYR,1.0,6500.00,SST-S,C20,MYB0000020,Buyer 20,PC01
1000,WTC20,2026,2,400000,F2,2026-06-17,2026-06-17,MYR,1.0,-6250.00,SST-S,C20,MYB0000020,Buyer 20,PC01
1000,WTC20,2026,3,230000,F2,2026-06-17,2026-06-17,MYR,1.0,-250.00,SST-S,C20,MYB0000020,Buyer 20,PC01
1000,CN21,2026,1,140000,G2,2026-06-21,2026-06-21,MYR,1.0,-3510.00,SST-S,C21,MYB0000021,Buyer 21,PC01
1000,CN21,2026,2,400000,G2,2026-06-21,2026-06-21,MYR,1.0,3250.00,SST-S,C21,MYB0000021,Buyer 21,PC01
1000,CN21,2026,3,230000,G2,2026-06-21,2026-06-21,MYR,1.0,260.00,SST-S,C21,MYB0000021,Buyer 21,PC01
1000,CUT22,2026,1,140000,F2,2026-07-02,2026-07-02,MYR,1.0,5535.00,SST-S,C22,MYB0000022,Buyer 22,PC01
1000,CUT22,2026,2,400000,F2,2026-07-02,2026-07-02,MYR,1.0,-5125.00,SST-S,C22,MYB0000022,Buyer 22,PC01
1000,CUT22,2026,3,230000,F2,2026-07-02,2026-07-02,MYR,1.0,-410.00,SST-S,C22,MYB0000022,Buyer 22,PC01
1000,FX23,2026,1,140000,F2,2026-06-22,2026-06-22,MYR,1.0,9465.00,SST-S,C23,MYB0000023,Buyer 23,PC01
1000,FX23,2026,2,400000,F2,2026-06-22,2026-06-22,MYR,1.0,-8750.00,SST-S,C23,MYB0000023,Buyer 23,PC01
1000,FX23,2026,3,230000,F2,2026-06-22,2026-06-22,MYR,1.0,-700.00,SST-S,C23,MYB0000023,Buyer 23,PC01
1000,FX23,2026,4,880000,F2,2026-06-22,2026-06-22,MYR,1.0,-15.00,SST-S,C23,MYB0000023,Buyer 23,PC01
1000,CN24,2026,1,140000,G2,2026-06-23,2026-06-23,MYR,1.0,-2430.00,SST-S,C24,MYB0000024,Buyer 24,PC01
1000,CN24,2026,2,400000,G2,2026-06-23,2026-06-23,MYR,1.0,2250.00,SST-S,C24,MYB0000024,Buyer 24,PC01
1000,CN24,2026,3,230000,G2,2026-06-23,2026-06-23,MYR,1.0,180.00,SST-S,C24,MYB0000024,Buyer 24,PC01
1000,DUP26,2026,1,140000,F2,2026-06-26,2026-06-26,MYR,1.0,7492.50,SST-S,C26,MYB0000026,Buyer 26,PC01
1000,DUP26,2026,2,400000,F2,2026-06-26,2026-06-26,MYR,1.0,-6937.50,SST-S,C26,MYB0000026,Buyer 26,PC01
1000,DUP26,2026,3,230000,F2,2026-06-26,2026-06-26,MYR,1.0,-555.00,SST-S,C26,MYB0000026,Buyer 26,PC01
1000,FIL1000,2026,1,140000,F2,2026-06-02,2026-06-02,MYR,1.0,4050.00,SST-S,K1000,MYF0001000,Filler 1000,PC01
1000,FIL1000,2026,2,400000,F2,2026-06-02,2026-06-02,MYR,1.0,-3750.00,SST-S,K1000,MYF0001000,Filler 1000,PC01
1000,FIL1000,2026,3,230000,F2,2026-06-02,2026-06-02,MYR,1.0,-300.00,SST-S,K1000,MYF0001000,Filler 1000,PC01
1000,FIL1001,2026,1,140000,F2,2026-06-03,2026-06-03,MYR,1.0,4063.50,SST-S,K1001,MYF0001001,Filler 1001,PC01
1000,FIL1001,2026,2,400000,F2,2026-06-03,2026-06-03,MYR,1.0,-3762.50,SST-S,K1001,MYF0001001,Filler 1001,PC01
1000,FIL1001,2026,3,230000,F2,2026-06-03,2026-06-03,MYR,1.0,-301.00,SST-S,K1001,MYF0001001,Filler 1001,PC01
1000,FIL1002,2026,1,140000,F2,2026-06-04,2026-06-04,MYR,1.0,4077.00,SST-S,K1002,MYF0001002,Filler 1002,PC01
1000,FIL1002,2026,2,400000,F2,2026-06-04,2026-06-04,MYR,1.0,-3775.00,SST-S,K1002,MYF0001002,Filler 1002,PC01
1000,FIL1002,2026,3,230000,F2,2026-06-04,2026-06-04,MYR,1.0,-302.00,SST-S,K1002,MYF0001002,Filler 1002,PC01
1000,FIL1003,2026,1,140000,F2,2026-06-05,2026-06-05,MYR,1.0,4090.50,SST-S,K1003,MYF0001003,Filler 1003,PC01
1000,FIL1003,2026,2,400000,F2,2026-06-05,2026-06-05,MYR,1.0,-3787.50,SST-S,K1003,MYF0001003,Filler 1003,PC01
1000,FIL1003,2026,3,230000,F2,2026-06-05,2026-06-05,MYR,1.0,-303.00,SST-S,K1003,MYF0001003,Filler 1003,PC01
1000,FIL1004,2026,1,140000,F2,2026-06-06,2026-06-06,MYR,1.0,4104.00,SST-S,K1004,MYF0001004,Filler 1004,PC01
1000,FIL1004,2026,2,400000,F2,2026-06-06,2026-06-06,MYR,1.0,-3800.00,SST-S,K1004,MYF0001004,Filler 1004,PC01
1000,FIL1004,2026,3,230000,F2,2026-06-06,2026-06-06,MYR,1.0,-304.00,SST-S,K1004,MYF0001004,Filler 1004,PC01
1000,FIL1005,2026,1,140000,F2,2026-06-07,2026-06-07,MYR,1.0,4117.50,SST-S,K1005,MYF0001005,Filler 1005,PC01
1000,FIL1005,2026,2,400000,F2,2026-06-07,2026-06-07,MYR,1.0,-3812.50,SST-S,K1005,MYF0001005,Filler 1005,PC01
1000,FIL1005,2026,3,230000,F2,2026-06-07,2026-06-07,MYR,1.0,-305.00,SST-S,K1005,MYF0001005,Filler 1005,PC01
1000,FIL1006,2026,1,140000,F2,2026-06-08,2026-06-08,MYR,1.0,4131.00,SST-S,K1006,MYF0001006,Filler 1006,PC01
1000,FIL1006,2026,2,400000,F2,2026-06-08,2026-06-08,MYR,1.0,-3825.00,SST-S,K1006,MYF0001006,Filler 1006,PC01
1000,FIL1006,2026,3,230000,F2,2026-06-08,2026-06-08,MYR,1.0,-306.00,SST-S,K1006,MYF0001006,Filler 1006,PC01
1000,FIL1007,2026,1,140000,F2,2026-06-09,2026-06-09,MYR,1.0,4144.50,SST-S,K1007,MYF0001007,Filler 1007,PC01
1000,FIL1007,2026,2,400000,F2,2026-06-09,2026-06-09,MYR,1.0,-3837.50,SST-S,K1007,MYF0001007,Filler 1007,PC01
1000,FIL1007,2026,3,230000,F2,2026-06-09,2026-06-09,MYR,1.0,-307.00,SST-S,K1007,MYF0001007,Filler 1007,PC01
1000,FIL1008,2026,1,140000,F2,2026-06-10,2026-06-10,MYR,1.0,4158.00,SST-S,K1008,MYF0001008,Filler 1008,PC01
1000,FIL1008,2026,2,400000,F2,2026-06-10,2026-06-10,MYR,1.0,-3850.00,SST-S,K1008,MYF0001008,Filler 1008,PC01
1000,FIL1008,2026,3,230000,F2,2026-06-10,2026-06-10,MYR,1.0,-308.00,SST-S,K1008,MYF0001008,Filler 1008,PC01
1000,FIL1009,2026,1,140000,F2,2026-06-11,2026-06-11,MYR,1.0,4171.50,SST-S,K1009,MYF0001009,Filler 1009,PC01
1000,FIL1009,2026,2,400000,F2,2026-06-11,2026-06-11,MYR,1.0,-3862.50,SST-S,K1009,MYF0001009,Filler 1009,PC01
1000,FIL1009,2026,3,230000,F2,2026-06-11,2026-06-11,MYR,1.0,-309.00,SST-S,K1009,MYF0001009,Filler 1009,PC01
1000,FIL1010,2026,1,140000,F2,2026-06-12,2026-06-12,MYR,1.0,4185.00,SST-S,K1010,MYF0001010,Filler 1010,PC01
1000,FIL1010,2026,2,400000,F2,2026-06-12,2026-06-12,MYR,1.0,-3875.00,SST-S,K1010,MYF0001010,Filler 1010,PC01
1000,FIL1010,2026,3,230000,F2,2026-06-12,2026-06-12,MYR,1.0,-310.00,SST-S,K1010,MYF0001010,Filler 1010,PC01
1000,FIL1011,2026,1,140000,F2,2026-06-13,2026-06-13,MYR,1.0,4198.50,SST-S,K1011,MYF0001011,Filler 1011,PC01
1000,FIL1011,2026,2,400000,F2,2026-06-13,2026-06-13,MYR,1.0,-3887.50,SST-S,K1011,MYF0001011,Filler 1011,PC01
1000,FIL1011,2026,3,230000,F2,2026-06-13,2026-06-13,MYR,1.0,-311.00,SST-S,K1011,MYF0001011,Filler 1011,PC01
1000,FIL1012,2026,1,140000,F2,2026-06-14,2026-06-14,MYR,1.0,4212.00,SST-S,K1012,MYF0001012,Filler 1012,PC01
1000,FIL1012,2026,2,400000,F2,2026-06-14,2026-06-14,MYR,1.0,-3900.00,SST-S,K1012,MYF0001012,Filler 1012,PC01
1000,FIL1012,2026,3,230000,F2,2026-06-14,2026-06-14,MYR,1.0,-312.00,SST-S,K1012,MYF0001012,Filler 1012,PC01
1000,FIL1013,2026,1,140000,F2,2026-06-15,2026-06-15,MYR,1.0,4225.50,SST-S,K1013,MYF0001013,Filler 1013,PC01
1000,FIL1013,2026,2,400000,F2,2026-06-15,2026-06-15,MYR,1.0,-3912.50,SST-S,K1013,MYF0001013,Filler 1013,PC01
1000,FIL1013,2026,3,230000,F2,2026-06-15,2026-06-15,MYR,1.0,-313.00,SST-S,K1013,MYF0001013,Filler 1013,PC01
1000,FIL1014,2026,1,140000,F2,2026-06-16,2026-06-16,MYR,1.0,4239.00,SST-S,K1014,MYF0001014,Filler 1014,PC01
1000,FIL1014,2026,2,400000,F2,2026-06-16,2026-06-16,MYR,1.0,-3925.00,SST-S,K1014,MYF0001014,Filler 1014,PC01
1000,FIL1014,2026,3,230000,F2,2026-06-16,2026-06-16,MYR,1.0,-314.00,SST-S,K1014,MYF0001014,Filler 1014,PC01
1000,FIL1015,2026,1,140000,F2,2026-06-17,2026-06-17,MYR,1.0,4252.50,SST-S,K1015,MYF0001015,Filler 1015,PC01
1000,FIL1015,2026,2,400000,F2,2026-06-17,2026-06-17,MYR,1.0,-3937.50,SST-S,K1015,MYF0001015,Filler 1015,PC01
1000,FIL1015,2026,3,230000,F2,2026-06-17,2026-06-17,MYR,1.0,-315.00,SST-S,K1015,MYF0001015,Filler 1015,PC01
1000,FIL1016,2026,1,140000,F2,2026-06-18,2026-06-18,MYR,1.0,4266.00,SST-S,K1016,MYF0001016,Filler 1016,PC01
1000,FIL1016,2026,2,400000,F2,2026-06-18,2026-06-18,MYR,1.0,-3950.00,SST-S,K1016,MYF0001016,Filler 1016,PC01
1000,FIL1016,2026,3,230000,F2,2026-06-18,2026-06-18,MYR,1.0,-316.00,SST-S,K1016,MYF0001016,Filler 1016,PC01
1000,FIL1017,2026,1,140000,F2,2026-06-19,2026-06-19,MYR,1.0,4279.50,SST-S,K1017,MYF0001017,Filler 1017,PC01
1000,FIL1017,2026,2,400000,F2,2026-06-19,2026-06-19,MYR,1.0,-3962.50,SST-S,K1017,MYF0001017,Filler 1017,PC01
1000,FIL1017,2026,3,230000,F2,2026-06-19,2026-06-19,MYR,1.0,-317.00,SST-S,K1017,MYF0001017,Filler 1017,PC01
1000,FIL1018,2026,1,140000,F2,2026-06-20,2026-06-20,MYR,1.0,4293.00,SST-S,K1018,MYF0001018,Filler 1018,PC01
1000,FIL1018,2026,2,400000,F2,2026-06-20,2026-06-20,MYR,1.0,-3975.00,SST-S,K1018,MYF0001018,Filler 1018,PC01
1000,FIL1018,2026,3,230000,F2,2026-06-20,2026-06-20,MYR,1.0,-318.00,SST-S,K1018,MYF0001018,Filler 1018,PC01
1000,FIL1019,2026,1,140000,F2,2026-06-21,2026-06-21,MYR,1.0,4306.50,SST-S,K1019,MYF0001019,Filler 1019,PC01
1000,FIL1019,2026,2,400000,F2,2026-06-21,2026-06-21,MYR,1.0,-3987.50,SST-S,K1019,MYF0001019,Filler 1019,PC01
1000,FIL1019,2026,3,230000,F2,2026-06-21,2026-06-21,MYR,1.0,-319.00,SST-S,K1019,MYF0001019,Filler 1019,PC01
1000,FIL1020,2026,1,140000,F2,2026-06-22,2026-06-22,MYR,1.0,4320.00,SST-S,K1020,MYF0001020,Filler 1020,PC01
1000,FIL1020,2026,2,400000,F2,2026-06-22,2026-06-22,MYR,1.0,-4000.00,SST-S,K1020,MYF0001020,Filler 1020,PC01
1000,FIL1020,2026,3,230000,F2,2026-06-22,2026-06-22,MYR,1.0,-320.00,SST-S,K1020,MYF0001020,Filler 1020,PC01
1000,FIL1021,2026,1,140000,F2,2026-06-23,2026-06-23,MYR,1.0,4333.50,SST-S,K1021,MYF0001021,Filler 1021,PC01
1000,FIL1021,2026,2,400000,F2,2026-06-23,2026-06-23,MYR,1.0,-4012.50,SST-S,K1021,MYF0001021,Filler 1021,PC01
1000,FIL1021,2026,3,230000,F2,2026-06-23,2026-06-23,MYR,1.0,-321.00,SST-S,K1021,MYF0001021,Filler 1021,PC01
1000,FIL1022,2026,1,140000,F2,2026-06-24,2026-06-24,MYR,1.0,4347.00,SST-S,K1022,MYF0001022,Filler 1022,PC01
1000,FIL1022,2026,2,400000,F2,2026-06-24,2026-06-24,MYR,1.0,-4025.00,SST-S,K1022,MYF0001022,Filler 1022,PC01
1000,FIL1022,2026,3,230000,F2,2026-06-24,2026-06-24,MYR,1.0,-322.00,SST-S,K1022,MYF0001022,Filler 1022,PC01
1000,FIL1023,2026,1,140000,F2,2026-06-25,2026-06-25,MYR,1.0,4360.50,SST-S,K1023,MYF0001023,Filler 1023,PC01
1000,FIL1023,2026,2,400000,F2,2026-06-25,2026-06-25,MYR,1.0,-4037.50,SST-S,K1023,MYF0001023,Filler 1023,PC01
1000,FIL1023,2026,3,230000,F2,2026-06-25,2026-06-25,MYR,1.0,-323.00,SST-S,K1023,MYF0001023,Filler 1023,PC01
1000,FIL1024,2026,1,140000,F2,2026-06-26,2026-06-26,MYR,1.0,4374.00,SST-S,K1024,MYF0001024,Filler 1024,PC01
1000,FIL1024,2026,2,400000,F2,2026-06-26,2026-06-26,MYR,1.0,-4050.00,SST-S,K1024,MYF0001024,Filler 1024,PC01
1000,FIL1024,2026,3,230000,F2,2026-06-26,2026-06-26,MYR,1.0,-324.00,SST-S,K1024,MYF0001024,Filler 1024,PC01
1000,FIL1025,2026,1,140000,F2,2026-06-27,2026-06-27,MYR,1.0,4387.50,SST-S,K1025,MYF0001025,Filler 1025,PC01
1000,FIL1025,2026,2,400000,F2,2026-06-27,2026-06-27,MYR,1.0,-4062.50,SST-S,K1025,MYF0001025,Filler 1025,PC01
1000,FIL1025,2026,3,230000,F2,2026-06-27,2026-06-27,MYR,1.0,-325.00,SST-S,K1025,MYF0001025,Filler 1025,PC01
1000,FIL1026,2026,1,140000,F2,2026-06-01,2026-06-01,MYR,1.0,4401.00,SST-S,K1026,MYF0001026,Filler 1026,PC01
1000,FIL1026,2026,2,400000,F2,2026-06-01,2026-06-01,MYR,1.0,-4075.00,SST-S,K1026,MYF0001026,Filler 1026,PC01
1000,FIL1026,2026,3,230000,F2,2026-06-01,2026-06-01,MYR,1.0,-326.00,SST-S,K1026,MYF0001026,Filler 1026,PC01
1000,FIL1027,2026,1,140000,F2,2026-06-02,2026-06-02,MYR,1.0,4414.50,SST-S,K1027,MYF0001027,Filler 1027,PC01
1000,FIL1027,2026,2,400000,F2,2026-06-02,2026-06-02,MYR,1.0,-4087.50,SST-S,K1027,MYF0001027,Filler 1027,PC01
1000,FIL1027,2026,3,230000,F2,2026-06-02,2026-06-02,MYR,1.0,-327.00,SST-S,K1027,MYF0001027,Filler 1027,PC01
1000,FIL1028,2026,1,140000,F2,2026-06-03,2026-06-03,MYR,1.0,4428.00,SST-S,K1028,MYF0001028,Filler 1028,PC01
1000,FIL1028,2026,2,400000,F2,2026-06-03,2026-06-03,MYR,1.0,-4100.00,SST-S,K1028,MYF0001028,Filler 1028,PC01
1000,FIL1028,2026,3,230000,F2,2026-06-03,2026-06-03,MYR,1.0,-328.00,SST-S,K1028,MYF0001028,Filler 1028,PC01
1000,FIL1029,2026,1,140000,F2,2026-06-04,2026-06-04,MYR,1.0,4441.50,SST-S,K1029,MYF0001029,Filler 1029,PC01
1000,FIL1029,2026,2,400000,F2,2026-06-04,2026-06-04,MYR,1.0,-4112.50,SST-S,K1029,MYF0001029,Filler 1029,PC01
1000,FIL1029,2026,3,230000,F2,2026-06-04,2026-06-04,MYR,1.0,-329.00,SST-S,K1029,MYF0001029,Filler 1029,PC01
1000,FIL1030,2026,1,140000,F2,2026-06-05,2026-06-05,MYR,1.0,4455.00,SST-S,K1030,MYF0001030,Filler 1030,PC01
1000,FIL1030,2026,2,400000,F2,2026-06-05,2026-06-05,MYR,1.0,-4125.00,SST-S,K1030,MYF0001030,Filler 1030,PC01
1000,FIL1030,2026,3,230000,F2,2026-06-05,2026-06-05,MYR,1.0,-330.00,SST-S,K1030,MYF0001030,Filler 1030,PC01
1000,FIL1031,2026,1,140000,F2,2026-06-06,2026-06-06,MYR,1.0,4468.50,SST-S,K1031,MYF0001031,Filler 1031,PC01
1000,FIL1031,2026,2,400000,F2,2026-06-06,2026-06-06,MYR,1.0,-4137.50,SST-S,K1031,MYF0001031,Filler 1031,PC01
1000,FIL1031,2026,3,230000,F2,2026-06-06,2026-06-06,MYR,1.0,-331.00,SST-S,K1031,MYF0001031,Filler 1031,PC01
1000,FIL1032,2026,1,140000,F2,2026-06-07,2026-06-07,MYR,1.0,4482.00,SST-S,K1032,MYF0001032,Filler 1032,PC01
